	Air	Blood	Brain	Breast	Bone	CdTe	GaAs	Glass (Pyrex)	Muscle	Polyethylene Terephthalate	Polymethyl Methacrylate	Polytetrafluoroethylene	Polyvinyl Chloride	Soft Tissue	Water	Adipose Tissue	PLA
										Mylar	PMMA	Teflon	PVC				
45.2	2.65824997580411E-4	0.256296959337387	0.261560614800503	0.234840456317245	0.899306633714193	86.5930396231904	23.8212605548719	0.783327217129405	0.236071915665506	0.291834636296468	0.261617433292177	0.514139890637795	0.780901545541356	0.252291991146926	0.238047730639515	0.207420100634319	0.220280154607381
45.3	2.65402634831357E-4	0.25591372946521	0.261160806264893	0.234542417383618	0.894543573833479	86.0852417162908	23.6767053702099	0.780600935134731	0.235683282079117	0.291508147340958	0.261352550108141	0.513096821551296	0.777282053220221	0.251891770776549	0.237682231982901	0.207196393961663	0.219986857377985
45.4	2.64984011772973E-4	0.255533911126405	0.260764510463837	0.234246988907897	0.889820676870739	85.5814517448276	23.533355572471	0.777898798214694	0.235298070303749	0.291184509154956	0.261088743451631	0.512062945801536	0.773694159987027	0.251495038768116	0.237319933204556	0.206974604520919	0.219695059659644
45.5	2.64569087165788E-4	0.255157466538768	0.260371688906208	0.233954142356001	0.885137516865164	85.0816305050216	23.3911985198411	0.775220540048167	0.234916242775498	0.290863690654377	0.260826006628162	0.511038162393171	0.770137521496298	0.251101757139204	0.236960799339443	0.206754711714854	0.21940475378596
45.6	2.64157820314324E-4	0.254784358420257	0.259982303605836	0.233663849567429	0.880493673295254	84.585739245692	23.2502217300187	0.772565897827413	0.23453776242409	0.290545661161271	0.26056433299925	0.510022371658697	0.766611797897044	0.250711888403078	0.236604795880178	0.206536695212066	0.219115932129728
45.7	2.63750171058758E-4	0.254414549981285	0.259596317073799	0.233376082749561	0.875888730997652	84.0937396623049	23.1104128778662	0.769934612204179	0.234162592665335	0.290230390397644	0.260303715981824	0.509015475238133	0.763116653764469	0.250325395561152	0.236251888770064	0.206320534942979	0.218828587102742
45.8	2.63346099766713E-4	0.254048004917164	0.259213692310845	0.233090814472066	0.871322280087353	83.605593891108	22.9717597930995	0.767326427236732	0.233790697393702	0.289917848479386	0.260044149047646	0.508017376059064	0.759651758032859	0.249942242095583	0.235902044396229	0.206106211095906	0.218542711155588
45.9	2.62945567325207E-4	0.25368468740067	0.258834392799949	0.232808017661399	0.866793915879277	83.1212645033506	22.8342504580178	0.764741090337816	0.233422040975036	0.2896080059103	0.259785625722735	0.507027978317026	0.756216783929634	0.249562391961999	0.235555229582896	0.205893704113188	0.21825829677745
46	2.62548535132724E-4	0.253324562074744	0.258458382498995	0.232527665595404	0.862303238811174	82.6407144995885	22.6978730052699	0.762178352223525	0.233056588239395	0.289300833576242	0.259528139586803	0.506047187456234	0.752811408910537	0.249185809582342	0.235211411584764	0.205682994687389	0.217975336495913
46.1	2.62154965091444E-4	0.252967594045319	0.258085625833591	0.232249731897998	0.857849854367834	82.1639073040697	22.5626157156591	0.75963796686305	0.232694304474006	0.288996302739353	0.259271684272694	0.505074910150642	0.749435314595937	0.248812459837844	0.234870558080503	0.205474063757563	0.217693822876764
46.2	2.61764819599589E-4	0.252613748874267	0.257716087689998	0.231974190533952	0.853433373006586	81.6908067592027	22.4284670159838	0.757119691429312	0.232335155416355	0.288694385032395	0.259016253465835	0.504111054285334	0.746088186708231	0.248442308062118	0.23453263716636	0.20526689250558	0.217413748523798
46.3	2.61378061543916E-4	0.252262992572478	0.257349733408195	0.23170101580377	0.849053410084044	81.2213771201047	22.2954154769145	0.754623286250432	0.231979107247383	0.288395052453188	0.258761840903686	0.503155528938232	0.742769715010307	0.248075320034375	0.234197617349881	0.20506146235252	0.217135106078626
46.4	2.60994654292327E-4	0.251915291593047	0.256986528775045	0.231430182338638	0.844709585784101	80.7555830492278	22.163449810906	0.752148514762058	0.231626126584811	0.288098277359131	0.258508440375206	0.502208244362122	0.739479593245074	0.247711461972741	0.233865467543735	0.204857754955121	0.216857888220476
46.5	2.60614561686616E-4	0.251570612824589	0.256626440017598	0.231161665095476	0.840401525047114	80.2933896110637	22.0325588701443	0.749695143460491	0.231276180476572	0.287804032461833	0.25825604572032	0.501269111966986	0.736217519076018	0.247350700527712	0.233536157059643	0.204655752202294	0.216582087666008
46.6	2.60237748035337E-4	0.251228923584662	0.256269433796491	0.230895439352067	0.836128857500303	79.8347622669241	21.9027316445269	0.747262941856639	0.230929236394357	0.287512290821819	0.25800465082939	0.500338044302641	0.732983194028765	0.246993002775695	0.233209655602417	0.204455436211692	0.216307697169115
46.7	2.59864178106792E-4	0.250890191613309	0.255915477199472	0.230631480702268	0.831891217389288	79.3796668697964	21.7739572596771	0.74485168243074	0.230585262227272	0.287223025843336	0.257754249642704	0.499414955041671	0.729776323433644	0.246638336212681	0.232885933264095	0.204256789326342	0.216034709520741
46.8	2.59493817122145E-4	0.250554385066705	0.255564537735033	0.230369765051308	0.827688243510792	78.9280696592734	21.6462249749908	0.742461140587876	0.230244226275605	0.286936211269245	0.257504836149956	0.49849975896265	0.726596616369223	0.246286668748009	0.232564960518177	0.204059794111326	0.215763117548682
46.9	2.59126630748647E-4	0.250221472510918	0.255216583326144	0.230110268611159	0.823519579146449	78.479937256556	21.5195241817149	0.740091094614237	0.229906097244698	0.286651821176002	0.257256404389747	0.497592371933657	0.723443785606799	0.245937968698249	0.232246708213959	0.203864433350526	0.215492914117406
47	2.5876258509298E-4	0.249891422915771	0.2548715823041	0.229852967895992	0.819384871997723	78.0352366595273	21.3938444010585	0.737741325634132	0.229570844238918	0.286369829968717	0.257008948449079	0.496692710896061	0.720317547555825	0.245592204781173	0.231931147570965	0.203670690043421	0.215224092127861
47.1	2.58401646694715E-4	0.249564205648815	0.254529503402474	0.229597839717704	0.815283774121907	77.5939352378976	21.2691752823331	0.735411617567733	0.229238436755743	0.286090212376303	0.256762462462866	0.495800693848593	0.717217622210259	0.245249346109846	0.231618250173471	0.20347854740193	0.214956644517289
47.2	2.58043782519879E-4	0.249239790469401	0.254190315751164	0.229344861181525	0.811215941869171	77.1560007284184	21.1455066011252	0.733101757089537	0.228908844679932	0.285812943446705	0.256516940613444	0.494916239831675	0.714143733095811	0.244909362186798	0.231307987965123	0.203287988847323	0.214690564259043
47.3	2.57688959954633E-4	0.248918147522853	0.253853988870549	0.229094009681697	0.807181035820668	76.7214012301653	21.022828257497	0.730811533587523	0.228582038277806	0.285537998542207	0.256272377130093	0.494039268912026	0.71109560721808	0.244572222898311	0.23100033324364	0.203098998007167	0.214425844362399
47.4	2.57337146799051E-4	0.248599247334736	0.253520492665737	0.228845262897226	0.803178720727646	76.2901051998885	20.9011302742176	0.728540739123013	0.22825798819162	0.28526535333482	0.256028766288555	0.493169702167517	0.708072975011557	0.244237898508788	0.230695258655615	0.202911558712337	0.214162477872373
47.5	2.56988311261016E-4	0.248283060805232	0.253189797420911	0.228598598787703	0.799208665451569	75.8620814474284	20.7804027950221	0.726289168391194	0.227936665434029	0.28499498380175	0.255786102410572	0.492307461672287	0.705075570289481	0.243906359655222	0.230392737191399	0.202725654994064	0.213900457869541
47.6	2.56642421950204E-4	0.247969559203599	0.252861873793774	0.228353995589198	0.795270542905218	75.437299131198	20.6606360828996	0.72405661868232	0.227618041382652	0.284726866220933	0.255544379863415	0.491452470482108	0.70210313019453	0.24357757734176	0.230092742180065	0.202541271081042	0.213639777469854
47.7	2.5629944787218E-4	0.247658714162726	0.252536692810084	0.228111431810225	0.791364029994763	75.0157277537284	20.541820518408	0.72184288984355	0.227302087774718	0.284460977166654	0.255303593059429	0.490604652619992	0.699155395150333	0.243251522934352	0.229795247284467	0.202358391396577	0.213380429824457
47.8	2.5595935842259E-4	0.247350497673789	0.252214225858273	0.227870886227763	0.787488807562777	74.5973371572784	20.4239465980168	0.719647784241437	0.226988776701813	0.28419729350523	0.255063736455582	0.489763933062043	0.696232108813789	0.242928168155495	0.229500226496372	0.202177000555785	0.213122408119515
47.9	2.55622123381446E-4	0.247044882080979	0.251894444684172	0.227632337883359	0.783644560332179	74.182097519506	20.3070049324763	0.717471106725041	0.226678080604702	0.283935792390776	0.254824804553011	0.48893023772354	0.693333018028174	0.242607485079053	0.229207654131678	0.201997083362837	0.212865705576024
48	2.55287712907512E-4	0.246741840076339	0.251577321385806	0.227395766079281	0.7798309768511	73.7699793492013	20.1909862452129	0.715312664589651	0.22636997226825	0.283676451261028	0.254586791896589	0.488103493445257	0.690457872777023	0.242289446125182	0.228917504825709	0.201818624808246	0.212610315449641
48.1	2.54956097532782E-4	0.246441344694668	0.251262828408288	0.227161150374746	0.776047749438629	73.3609534820798	20.0758813707503	0.713172267541125	0.226064424816417	0.283419247833247	0.254349693074479	0.487283627980007	0.68760642613878	0.241974024055315	0.228629753528591	0.2016416100662	0.212356231030506
48.2	2.54627248157046E-4	0.246143369308521	0.250950938538792	0.226928470582202	0.772294574131455	72.9549910766353	19.9616812531558	0.711049727660806	0.225761411707339	0.28316416010018	0.254113502717709	0.486470569979406	0.684778434242182	0.241661191967253	0.228344375500697	0.201466024491943	0.212103445643059
48.3	2.54301136042553E-4	0.245847887623293	0.250641624901608	0.226697706763678	0.768571150631364	72.5520636100515	19.8483769445115	0.708944859371033	0.225460906728496	0.282911166326096	0.253878215499743	0.485664248980865	0.681973656222389	0.241350923290316	0.228061346308178	0.20129185361919	0.211851952645875
48.4	2.53977732808754E-4	0.245554873672377	0.250334860953282	0.226468839227186	0.76487718225358	72.1521428741709	19.7359596034099	0.706857479401214	0.22516288399195	0.282660245042884	0.253643826136062	0.484864595394789	0.679191854177826	0.241043191780591	0.227780641818558	0.201119083157592	0.211601745431478
48.5	2.53657010427142E-4	0.245264301812408	0.250030620477834	0.226241848523194	0.761212375875957	71.7552009715204	19.6244204934737	0.704787406754468	0.22486731792967	0.282411375046212	0.253410329383742	0.484071540491987	0.676432793127737	0.240737971516245	0.227502238196407	0.200947698990238	0.211352817426179
48.6	2.53338941216166E-4	0.244976146718583	0.249728877582055	0.226016715441142	0.757576441888961	71.3612103113937	19.5137509818984	0.702734462674806	0.224574183288927	0.282164535391755	0.253177720041052	0.483285016391296	0.673696240970424	0.240435236892924	0.22722611189908	0.200777687171199	0.211105162089894
48.7	2.53023497836236E-4	0.24469038338006	0.249429606690881	0.22579342100603	0.753969094146482	70.9701436059878	19.4039425380187	0.70069847061486	0.224283455127773	0.281919705391476	0.25294599294704	0.482504956047397	0.67098196844218	0.240134962619219	0.226952239672533	0.200609033923109	0.210858772915977
48.8	2.52710653284809E-4	0.244406987095434	0.24913278254284	0.225571946475047	0.750390049917415	70.581973866594	19.294986731897	0.69867925620414	0.223995108810583	0.281676864609981	0.252715142981134	0.481731293238842	0.668289749076874	0.23983712371221	0.226680598547199	0.200441725634791	0.210613643431049
48.9	2.52400380891555E-4	0.244125933468281	0.248838380185579	0.225352273334271	0.746839029838025	70.1966743998426	19.1868752329349	0.696676647217808	0.223709120003679	0.281435992860916	0.252485165062746	0.480963962556268	0.665619359166206	0.239541695493085	0.226411165833938	0.200275748858916	0.210369767194823
49	2.520926543136E-4	0.243847198402781	0.248546374971457	0.225134383295405	0.743315757865066	69.8142188039998	19.0795998085058	0.694690473545967	0.223425464671022	0.281197070203438	0.252256054150879	0.48020289939081	0.662970577720601	0.239248653582826	0.226143919120047	0.200111090309699	0.210127137799944
49.1	2.51787447530847E-4	0.243570758099413	0.248256742553218	0.224918258292582	0.739819961229656	69.4345809653166	18.9731523226095	0.692720567163444	0.223144119069971	0.280960076938734	0.25202780524374	0.479448039922693	0.660343186430729	0.238957973897964	0.225878836265339	0.19994773686064	0.209885748871811
49.2	2.51484734841378E-4	0.243296589050715	0.247969458879724	0.22470388047921	0.736351370391869	69.0577350544286	18.8675247345476	0.690766762100077	0.222865059747121	0.280724993606599	0.251800413378357	0.478699321110021	0.657736969629662	0.238669632646406	0.225615895398286	0.199785675542289	0.209645594068416
49.3	2.51184490856925E-4	0.243024668037117	0.247684500191764	0.224491232224874	0.732909718996068	68.683655522806	18.7627090976201	0.688828894411468	0.222588263534191	0.28049180098207	0.251573873630201	0.477956680677741	0.65515171425562	0.238383606323327	0.225355074912218	0.199624893540055	0.209406667080174
49.4	2.50886690498417E-4	0.242754972122844	0.24740184301793	0.22428029611229	0.729494743826923	68.3123170992531	18.6586975578417	0.686906802150225	0.222313707544	0.280260480072112	0.251348181112811	0.477220057106785	0.652587209815336	0.238099871707131	0.225096353461592	0.199465378192053	0.209168961629758
49.5	2.50591308991599E-4	0.242487478651877	0.247121464170559	0.224071054934298	0.726106184766142	67.9436947864564	18.5554823526787	0.685000325337666	0.222041369166489	0.280031012112362	0.251123330977426	0.476489389623387	0.650043248347992	0.23781840585547	0.224839709958313	0.199307116986972	0.208932471471937
49.6	2.5029832186272E-4	0.24222216524399	0.246843340741736	0.223863491690915	0.722743784749873	67.5777638575812	18.4530558098051	0.683109305935969	0.221771226064816	0.279803378563917	0.250899318412618	0.475764618188578	0.647519624389744	0.237539186101339	0.224585123568119	0.199150097561992	0.208697190393405
49.7	2.50007704934295E-4	0.241959009790844	0.246567450099369	0.223657589586428	0.719407289726782	67.2144998529142	18.3514103458789	0.681233587820791	0.221503256171517	0.279577561110181	0.250676138643931	0.475045683487845	0.645016134938806	0.237262190049216	0.224332573707026	0.198994307700725	0.208463112212627
49.8	2.49719434320927E-4	0.241697990452144	0.246293769883319	0.223453332026536	0.716096448616784	66.853878576554	18.2505384653359	0.679373016754306	0.22123743768472	0.27935354165376	0.250453786933528	0.474332526920954	0.642532579421098	0.236987395571282	0.224082040037821	0.198839735331191	0.208230230779669
49.9	2.49433486425208E-4	0.241439085651863	0.246022278001598	0.223250702615537	0.712811013270425	66.4958760931466	18.1504327592036	0.677527440358691	0.220973749064426	0.279131302313404	0.250232258579833	0.47362509059194	0.640068759656434	0.236714780803688	0.223833502466618	0.198686368523823	0.207998539976039
50	2.49149837933673E-4	0.241182274074522	0.245752952626625	0.22304968515356	0.709550738428897	66.1404687246662	18.0510859039329	0.675696708090033	0.220712169028846	0.278910825421003	0.250011548917186	0.472923317299257	0.637624479825251	0.236444324142888	0.223586941139471	0.198534195489513	0.207768033714527
50.1	2.48868465812828E-4	0.24092753466153	0.24548577219154	0.222850263633841	0.808194969201524	65.7876330472406	17.9524906602472	0.673880671212647	0.220452676550798	0.278692093518622	0.249791653315495	0.472227150526082	0.635199546435866	0.236176004242027	0.223342336439033	0.198383204577674	0.207538705939044
50.2	2.48589347305237E-4	0.240674846607588	0.245220715386581	0.222652422240044	0.805543214670357	65.4373458880203	17.8546398720103	0.672079182773813	0.220195250854162	0.278475089355595	0.249572567179901	0.471536534430776	0.632793768292244	0.235909800007387	0.223099668981273	0.198233384274346	0.207310550624465
50.3	2.48312459925672E-4	0.24042418935714	0.244957761155514	0.222456145343619	0.802908921451634	65.0895843220902	17.7575264651109	0.670292097578909	0.21993987141039	0.278259795885652	0.249354285950437	0.470851413837495	0.63040695646229	0.235645690594893	0.222858919612246	0.198084723200325	0.207083561776468
50.4	2.48037781457324E-4	0.240175542600891	0.244696888692119	0.222261417501208	0.800291940750977	64.744325669425	17.6611434463645	0.668519272166942	0.21968651793507	0.278046196264104	0.249136805101696	0.470171734226951	0.628038924246619	0.235383655406663	0.222620069404909	0.197937210109321	0.206857733431375
50.5	2.47765289948078E-4	0.239928886272374	0.244438077436741	0.222068223452089	0.797692125327496	64.401547491885	17.565483902432	0.666760564786467	0.219435170384548	0.277834273845058	0.248920120142501	0.469497441727319	0.625689487147839	0.235123674087628	0.222383099655995	0.197790833886147	0.206633059656003
50.6	2.47494963706838E-4	0.239684200544576	0.244181307072881	0.221876548115662	0.795109329474613	64.061227590254	17.470540998755	0.665015835371886	0.219185808952602	0.277624012178694	0.248704226615584	0.468828483105285	0.623358462840301	0.234865726522193	0.222147991882926	0.197645583544936	0.206409534547498
50.7	2.47226781299922E-4	0.239441465826612	0.243926557523851	0.221686376588968	0.792543409001165	63.7233440013178	17.376307978507	0.663284945520122	0.218938414067166	0.277415395008563	0.248489120097259	0.468164805757241	0.621045671140331	0.234609792830953	0.221914727820786	0.197501448227382	0.206187152233189
50.8	2.46960721547502E-4	0.239200662760457	0.243673808949477	0.221497694144258	0.78999422121277	63.3878749949818	17.2827781615608	0.66156775846766	0.218692966387107	0.277208406268949	0.24827479619711	0.467506357700613	0.618750933976923	0.234355853367466	0.221683289419328	0.197358417201016	0.205965906870427
50.9	2.4669676352011E-4	0.238961772217725	0.243423041742859	0.22131048622659	0.787461624893462	63.0547990714292	17.1899449434715	0.659864139067955	0.218449446799054	0.277003030082255	0.248061250557671	0.466853087565325	0.616474075362892	0.234103888715067	0.221453658840046	0.197216479857501	0.205745792646435
51	2.46434886535191E-4	0.238724775296504	0.243174236527171	0.221124738451471	0.784945480287579	62.7240949583169	17.097801794475	0.658173953769186	0.218207836414275	0.276799250756441	0.24784847885412	0.466204944585402	0.614214921366472	0.23385387968374	0.221225818453269	0.197075625710956	0.205526803778154
51.1	2.46175070153716E-4	0.238489653318235	0.242927374152524	0.220940436602527	0.782445649081919	62.3957416080104	17.0063422585015	0.656497070592365	0.217968116565606	0.276597052782495	0.247636476793969	0.4655618785907	0.611973300083366	0.233605807307034	0.220999750835327	0.196935844396309	0.205308934512093
51.2	2.45917294176845E-4	0.238256387824643	0.242682435692868	0.220757566629221	0.779961994388131	62.0697181948561	16.9155599522038	0.654833359109784	0.21773026880442	0.276396420831948	0.247425240116761	0.464923839998767	0.609749041609214	0.233359652839028	0.220775438765737	0.196797125667668	0.205092179124173
51.3	2.45661538642642E-4	0.238024960574719	0.242439402442947	0.220576114644595	0.777494380725367	61.74600411249	16.8254485640006	0.653182690423806	0.217494274897654	0.276197339754423	0.247214764593772	0.464290779806826	0.607541978012501	0.233115397751344	0.220552865224447	0.196659459396726	0.204876531919584
51.4	2.45407783822842E-4	0.237795353541739	0.2421982559153	0.220396066923053	0.775042674003173	61.4245789711841	16.7360018531342	0.651544937145978	0.217260116824871	0.275999794575227	0.247005046027711	0.463662649583893	0.605351943307879	0.232873023730205	0.220332013389121	0.196522835571186	0.204661987232628
51.5	2.4515601021967E-4	0.237567548910346	0.241958977837307	0.220217409898182	0.772606741504616	61.1054225952282	16.6472136487415	0.649919973376476	0.217027776775381	0.275803770492976	0.246796080252428	0.463039401463005	0.603178773429894	0.232632512673539	0.220112866632459	0.196387244293205	0.204448539426575
51.6	2.44906198562705E-4	0.237341529073657	0.241721550148285	0.220040130160593	0.770186451869653	60.7885150203467	16.5590778489399	0.648307674683861	0.216797237145391	0.275609252877258	0.246587863132625	0.462420988133578	0.601022306207131	0.232393846688127	0.21989540851957	0.196252675777873	0.204236182893513
51.7	2.44658329805796E-4	0.237117276630436	0.241485954996624	0.219864214455812	0.76778167507873	60.4738364911511	16.4715884199267	0.646707918085158	0.216568480535211	0.275416227266335	0.246380390563566	0.461807362833878	0.598882381336743	0.232157008086794	0.219679622805371	0.196119120351706	0.204024912054201
51.8	2.44412385124026E-4	0.236894774382293	0.241252174736968	0.219689649682193	0.765392282436607	60.1613674586266	16.3847393950913	0.645120582026239	0.216341489746499	0.275224679364872	0.246173658470798	0.461198479343609	0.596758840359378	0.231921979385648	0.21946549343204	0.195986568451166	0.203814721357924
51.9	2.44168345910721E-4	0.236674005330939	0.241020191927444	0.219516422888864	0.763018146556411	59.8510885776523	16.2985248741416	0.643545546362506	0.216116247779548	0.275034595041713	0.245967662809865	0.460594291976618	0.59465152663449	0.231688743301352	0.219253004526496	0.195855010621201	0.203605605282341
52	2.43926193774505E-4	0.236454952675474	0.240789989326925	0.219344521273708	0.76065914134391	59.5429807045553	16.2129390222423	0.641982692339875	0.215892737830614	0.274845960327677	0.245762399566035	0.459994755573708	0.592560285316021	0.23145728274845	0.219042140397931	0.19572443751381	0.20339755833335
52.1	2.43685910536404E-4	0.236237599809727	0.240561549892345	0.219173932181374	0.758315141982004	59.2370248946975	16.1279760691669	0.640431902576053	0.215670943289288	0.274658761413402	0.245557864754022	0.45939982549556	0.590484963328464	0.23122758083672	0.218832885535364	0.19559483988663	0.203190575044935
52.2	2.43447478226987E-4	0.236021930319624	0.240334856776046	0.219004643101315	0.75598602491543	58.9332024000943	16.0436303084619	0.638893061042098	0.215450847735905	0.27447298464721	0.245354054417719	0.458809457615775	0.588425409343277	0.230999620868581	0.218625224605246	0.195466208601539	0.202984649979027
52.3	2.43210879083559E-4	0.23580792798061	0.240109893323171	0.218836641665857	0.753671667835681	58.6314946670664	15.9598960966231	0.637366053044271	0.215232434938993	0.274288616533011	0.245150964629926	0.458223608314005	0.586381473755671	0.230773386336527	0.218419142449095	0.195338534623286	0.202779777725357
52.4	2.42976095547395E-4	0.235595576755101	0.239886643069096	0.218669915648304	0.751371949666126	58.3318833339219	15.8767678522848	0.63585076520615	0.215015688852765	0.274105643728235	0.244948591492087	0.457642234469202	0.584353008661733	0.23054886092061	0.218214624081165	0.195211809018139	0.20257595290132
52.5	2.42743110261009E-4	0.235384860789979	0.239665089736896	0.218504452961063	0.749086750547347	58.0343502286699	15.7942400554198	0.634347085451036	0.214800593614643	0.273924053041803	0.244746931134025	0.457065293452964	0.582339867835912	0.230326028485955	0.218011654686155	0.195086022952554	0.202373170151828
52.6	2.42511906065473E-4	0.235175764414121	0.23944521723486	0.218340241653798	0.746815951822663	57.738877366765	15.7123072465527	0.632854902984606	0.214587133542823	0.273743831432115	0.244545979713685	0.456492743122984	0.580341906708831	0.230104873080313	0.217810219616954	0.194961167691863	0.202171424149172
52.7	2.42282465997776E-4	0.234968272135977	0.23922700965403	0.218177269911619	0.744559436023863	57.445446948881	15.6309640259829	0.631374108277852	0.214375293133877	0.273564966005084	0.244345733416879	0.455924541816597	0.578358982345441	0.229885378931657	0.217610304392412	0.194837234598982	0.201970709592881
52.8	2.42054773288217E-4	0.234762368641167	0.239010451265791	0.218015526053295	0.742317086857127	57.1540413587151	15.5502050530207	0.62990459305026	0.214165057060392	0.273387444012188	0.244146188457027	0.455360648344426	0.576390953423503	0.229667530445801	0.217411894695152	0.19471421513314	0.201771021209585
52.9	2.41828811357846E-4	0.234558038790134	0.238795526519484	0.217854998529486	0.740088789189148	56.864643160821	15.4700250452335	0.628446250253255	0.213956410168643	0.273211252848554	0.243947341074908	0.454801021984123	0.574437680212394	0.229451312204073	0.217214976369413	0.194592100848623	0.201572353752872
53	2.41604563815935E-4	0.234355267615814	0.238582220040068	0.217695675921016	0.737874429033432	56.5772350984708	15.3904187777033	0.62699897405389	0.213749337476297	0.273036380051078	0.243749187538416	0.454245622474206	0.572499024552223	0.229236708961007	0.217019535418924	0.194470883393541	0.201374702003154
53.1	2.41382014457493E-4	0.234154040321357	0.238370516625805	0.21753754693716	0.735673893536793	56.2918000915451	15.3113810822953	0.625562659818788	0.213543824170163	0.27286281329656	0.243551724142308	0.453694410007985	0.570574849833274	0.229023705642075	0.216825558004811	0.194350554508612	0.201178060767529
53.2	2.41161147260817E-4	0.233954342277873	0.238160401245992	0.217380600413963	0.733487070966028	56.0083212344517	15.2329068469364	0.624137204098317	0.213339855603966	0.27269054039988	0.243354947207966	0.453147345227584	0.568665020975738	0.228812287341459	0.216633030443537	0.194231106025961	0.200982424879643
53.3	2.40941946385081E-4	0.233756159022214	0.237951859038712	0.21722482531258	0.731313850694772	55.7267817940707	15.1549910149054	0.622722504611013	0.213137417296154	0.272519549312192	0.243158853083152	0.452604389218051	0.566769404409767	0.228602439319845	0.216441939204868	0.194112529867942	0.200787789199558
53.4	2.40724396167956E-4	0.233559476254791	0.237744875308635	0.217070210717647	0.729154123190535	55.4471652077282	15.0776285841318	0.621318460228225	0.212936494927746	0.272349828119151	0.242963438141776	0.452065503501553	0.564887868055807	0.228394147002259	0.216252270909876	0.193994818045972	0.200594148613612
53.5	2.40508481123274E-4	0.233364279837424	0.23753943552484	0.216916745835667	0.727007780001908	55.1694550811955	15.0008146065065	0.619924970959004	0.212737074340207	0.272181365039161	0.242768698783658	0.451530650031661	0.563020281305232	0.22818739597593	0.216064012328963	0.193877962659386	0.200401498034288
53.6	2.40294185938717E-4	0.233170555791218	0.237335525318671	0.216764419993428	0.724874713745947	54.8936351867154	14.924544187201	0.618541937935204	0.212539141533348	0.272014148421652	0.242574631434292	0.450999791187723	0.561166515001268	0.227982171988187	0.215877150379925	0.193761955894308	0.200209832400079
53.7	2.40081495473552E-4	0.232978290294483	0.237133130481633	0.216613222636444	0.722754818095721	54.6196894610544	14.8488124839975	0.617169263396814	0.212342682663273	0.271848166745385	0.242381232544624	0.450472889769311	0.559326441420189	0.227778460944388	0.215691672126036	0.193646790022538	0.200019146675357
53.8	2.39870394756388E-4	0.232787469680673	0.236932236963308	0.216463143327411	0.720647987768034	54.3476020035799	14.7736147066278	0.615806850677506	0.212147684040343	0.271683408616776	0.242188498590817	0.449949908990764	0.557499934252802	0.227576248905876	0.215507564774165	0.193532457400456	0.199829435850236
53.9	2.39660868982976E-4	0.232598080436361	0.23673283086931	0.216314171744697	0.718554118511306	54.0773570743638	14.6989461161225	0.614454604190398	0.211954132127175	0.27151986276825	0.24199642607403	0.449430812475799	0.555686868586196	0.227375522087968	0.215324815672918	0.193418950467939	0.199640694940447
54	2.39452903514035E-4	0.232410109199244	0.236534898459266	0.216166297680844	0.716473107093622	53.8089390923098	14.6248020241685	0.61311242941403	0.211762013536671	0.271357518056615	0.241805011520195	0.448915564252209	0.553887120885766	0.227176266857972	0.215143412310808	0.193306261747299	0.199452918987202
54.1	2.39246483873114E-4	0.23222354275618	0.236338426144829	0.216019511041102	0.714404851290933	53.542332633306	14.5511777924768	0.611780232878542	0.211571315030075	0.271196363461465	0.241614251479794	0.44840412874664	0.552100568977496	0.226978469733236	0.214963342314458	0.193194383842234	0.199266103057064
54.2	2.39041595744484E-4	0.232038368041247	0.236143400487718	0.215873801841977	0.71234924987542	53.2775224284014	14.4780688321584	0.610457922152065	0.21138202351506	0.271036388083604	0.241424142527644	0.44789647077944	0.550327092030507	0.226782117379225	0.214784593446817	0.193083309436791	0.199080242241822
54.3	2.38838224971062E-4	0.231854572133839	0.235949808197791	0.2157291602098	0.710306202604013	53.0144933620058	14.4054706031098	0.609145405827302	0.211194126043841	0.270877581143486	0.24123468126268	0.447392555559589	0.548566570539855	0.226587196607618	0.214607153605418	0.192973031294351	0.198895331658355
54.4	2.38636357552363E-4	0.231672142256782	0.235757636131139	0.215585576379324	0.70827561020706	52.7532304701143	14.3333786134068	0.607842593508321	0.21100760981132	0.270719931979696	0.241045864307743	0.446892348679699	0.546818886309585	0.226393694374447	0.21443101082065	0.192863542256621	0.198711366448511
54.5	2.38435979642488E-4	0.231491065774487	0.235566871288218	0.215443040692337	0.706257374377146	52.4937189385534	14.2617884187071	0.606549395797526	0.21082246215325	0.270563430047429	0.240857688309368	0.446395816111091	0.545083922436029	0.226201597778253	0.214256153254058	0.192754835242649	0.198528341778972
54.6	2.38237077548134E-4	0.231311330191123	0.235377500811998	0.215301543596292	0.704251397758065	52.2359441012515	14.1906956216611	0.605265724282834	0.210638670544437	0.270408064917014	0.240670149937575	0.445902924198943	0.543361563291346	0.226010894058269	0.214082569196672	0.192646903247844	0.198346252841134
54.7	2.38039637726639E-4	0.231132923148816	0.235189511986146	0.215161075642964	0.702257583933932	51.9798914385306	14.1200958713316	0.603991491525028	0.210456222596957	0.270253826272445	0.240483245885661	0.445413639657504	0.541651694507307	0.225821570592636	0.213910247067355	0.192539739343018	0.198165094850977
54.8	2.37843646784052E-4	0.230955832425884	0.23500289223323	0.215021627487119	0.700275837418439	51.7255465754206	14.0499848626213	0.602726611045303	0.210275106058408	0.270100703909935	0.24029697287	0.444927929565391	0.539954202959311	0.225633614896641	0.21373917541118	0.192433336673436	0.197984863048937
