	Air	Blood	Brain	Breast	Bone	CdTe	GaAs	Glass (Pyrex)	Muscle	Polyethylene Terephthalate	Polymethyl Methacrylate	Polytetrafluoroethylene	Polyvinyl Chloride	Soft Tissue	Water	Adipose Tissue	PLA
										Mylar	PMMA	Teflon	PVC				
6.8	0.019729550860948	17.93574	18.3626126358992	13.8266606626486	159.855396452162	2437.95805236383	576.096413463122	116.682872710289	17.8444334317078	15.2130761883594	12.6081261709169	48.6500485673857	139.006479869915	17.9299676532069	16.9215035340637	9.74448215037577	11.7021276115099
6.9	0.0188896016244748	17.1729	17.5837718037067	13.2358777017427	153.550969657883	2345.00215040554	553.669425144168	111.886248492882	17.0814621281934	14.5587829991446	12.0669691441953	46.5765547786567	133.54249949596	17.1681701599453	16.1971597702506	9.32782200390997	11.1407949986433
7	0.0180969104069759	16.45301	16.8485754911403	12.6784592305458	147.574309110932	2256.17501642289	532.411651622962	107.349504542483	16.3604942614536	13.941734036705	11.5566355025815	44.6193479393237	128.363203825058	16.4491502893117	15.5137287324429	8.93484882702867	10.6102182901813
7.1	0.0173482143922781	15.7731	16.1540131946834	12.152090427646	141.904533849086	2171.29569538355	512.246989315198	103.055270552803	15.6786804036571	13.3593284675171	11.0749719648671	42.7704105854607	123.450144655525	15.7699565431627	14.8683724214828	8.56391034883168	10.1083090324903
7.2	0.0166405162185274	15.4730521371572	15.4973197808248	11.6546459687708	136.522319946276	2090.18857956915	493.105241391274	98.9875482147939	15.0333995214962	12.8091795665124	10.6200025479469	41.0223776368559	118.786294189187	15.1278776598091	14.2584850524998	8.21349018038857	9.63314720649873
7.3	0.0159710592349171	14.8523216328373	14.8759525124709	11.1841722269278	131.409768960324	2012.68371475937	474.921587815251	95.1315868923351	14.4222379624095	12.2890945041043	10.1899118287038	39.3684754876575	114.355919068641	14.5204201866771	13.6816712595557	7.88219499920177	9.18296555589498
7.4	0.0153373053467139	14.2644224495374	14.287570495825	10.738871352156	126.550288660026	1938.617013385	457.636109132442	91.4737719451241	13.8429706135713	11.7970562775558	9.783029981325	37.8024674884951	110.144466993622	13.9452884052314	13.1357265992969	7.56874309193147	8.75613556240554
7.5	0.0147369151495191	13.7072345014881	13.7300162652537	10.317087011226	121.928484792456	1867.83038833274	441.193357947011	88.0015242783084	13.2935439852409	11.3312075349913	9.39781938171984	36.318605078116	106.138464525985	13.4003663353364	12.6186200853221	7.27195409610867	8.35115487572897
7.6	0.0141677300913935	13.1787981228501	13.2012992597243	9.91729159568908	117.530062783724	1800.17181959376	425.541972780038	84.7032098722178	12.772061001061	10.8898360726444	9.03286259742315	34.911583916675	102.325424860649	12.8837015807808	12.1284785191888	6.99073980197399	7.96663603038037
7.7	0.0136277564340333	12.6773002498366	12.6995809754793	9.5380747308567	113.341738384196	1735.49536455188	410.63432964703	81.5680581964434	12.2767673047206	10.4713618137376	8.68685160437308	33.5765044540065	98.6937644857825	12.3934908075252	11.663572413469	6.72409589316111	7.60129630293776
7.8	0.0131151508123664	12.2010619285223	12.2231616064436	9.17813293916861	109.351156373918	1673.66112141593	396.426227256443	78.5860885437086	11.8060389156419	10.0743251013868	8.3585780918059	32.3088364363971	95.232727782692	11.9280666720122	11.2223033277403	6.47109452011562	7.25394858149737
7.9	0.0126282072163701	11.7485270091168	11.7704680070696	8.83626032946627	105.546816537209	1614.53515411785	382.87660221959	75.7480434332357	11.3583710865335	9.69737615865697	8.04692473367248	31.1043869161502	91.9323187267453	11.4858860392235	10.8031924604354	6.23087761325709	6.92349313497162
8	0.0121653452401246	11.3182519032516	11.3400428324387	8.51134019933748	101.918006198292	1557.98938592342	369.947271087861	73.0453283329591	10.9323682331998	9.33926558685998	7.75085731984538	29.9592713809616	88.7832389475801	11.0655193495428	10.404870358575	6.00265085425346	7.47265875829653
8.1	0.0117250994615739	10.9088962947002	10.9305347278949	8.20233745128108	98.4547386836759	1503.90146803383	357.602696404148	70.4699570369703	10.5267348222806	8.99883578876591	7.46941765328202	28.869887665941	85.7768314916337	10.665641010335	10.0260676239986	5.78567823363452	7.20021004880357
8.2	0.0113061098325405	10.5192147061576	10.5406894556693	7.9082917352522	95.1476971427214	1452.15462858898	345.809774279447	68.0145021107214	10.1402671159332	8.67501321693841	7.20171713051685	27.8328923509905	82.9050297043241	10.2850207028122	9.66560650913155	5.57927713153913	6.94101255371061
8.3	0.0109071129725711	10.1480488354648	10.1693418591776	7.62831124043672	91.988183216369	1402.63750671057	334.537641289061	65.6720498832029	9.7718456841124	8.36680135919361	6.94693093261339	26.8451793810244	80.1603107144136	9.9225155075485	9.32239330789728	5.38281386585021	6.69427913139521
8.4	0.0105269342724503	9.7943205841488	9.81540857721442	7.36156706807889	88.9680700962156	1355.24397553974	323.757498731207	63.4361595238251	9.42042860530728	8.07327438345918	6.70429276221517	25.9038606768742	77.5356530603816	9.57706276317389	8.99541145835181	5.19569965847676	6.45927750584399
8.5	0.0101644807239516	9.45702570952695	9.47788143034814	7.10728812502968	86.0797595626473	1309.87295762074	313.442452508773	61.3008257931253	9.08504528552019	7.79357137328694	6.47309006976609	25.0062485312788	75.0244980490575	9.24767358254707	8.68371528320237	5.01738697622438	6.23532590383768
8.6	0.00981873440180281	9.13522803902667	9.15582141064954	6.86475648454772	83.3161426322673	1266.42823545408	303.567367086565	59.2604451016436	8.76479083312129	7.52689109312407	6.25265971847199	24.149839607624	72.620714481195	8.93342695926804	8.38642430276547	4.84736620766657	6.02178907964623
8.7	0.00948874653209851	8.82805419191923	8.84835321362513	6.63330316690215	80.6705634819324	1224.81825958069	294.108732144928	57.3097845511333	8.45882093410079	7.27248722932792	6.04238404327051	23.3323003795008	70.3185664178804	8.63346440490094	8.10271806227649	4.68516264178505	5.81807468942347
8.8	0.00917363208865664	8.53468875946648	8.5546602580191	6.41230429760885	78.1367863498303	1184.9559561575	285.04454069933	55.4439536674075	8.16634717830884	7.02966405894489	5.84168726407494	22.5514538670841	68.1126836963091	8.34698506387707	7.83183142192307	4.53033371796936	5.62362998148814
8.9	0.00887256486520353	8.2543698996194	8.27398014512273	6.20117760577617	75.7089651436423	1146.75853563706	276.354177586603	53.6583785651482	7.88663279262025	6.79777250357849	5.65003221794906	21.8052675421089	65.9980349341177	8.07324125885527	7.57305026365502	4.38246652032533	5.43793877222308
9	0.00858477297690884	7.98638530696917	8.00560051449025	5.9993792291246	73.3816155123277	1110.14730386401	268.018317334554	51.9487783124467	7.61898874168023	6.57620653033897	5.46691737873585	21.0918422871204	63.9699027886085	7.81153442443402	7.32570757382593	4.24117549219831	5.26051868047096
9.1	0.00830953474976497	7.73006852270294	7.74885525759937	5.80640079585073	71.1495891617787	1075.04747664367	260.018830534288	50.3111432871408	7.36277016105856	6.364399865981	5.29187413606878	20.4094023069432	62.0238612612894	7.56121139162505	7.08917986513273	4.10610034942295	5.09091859610072
9.2	0.00804617496070224	7.48479555291925	7.5031210550907	5.62176675668827	69.0080502158449	1041.38799861751	252.338697925561	48.7417153385527	7.11737309133068	6.16182299396536	5.12446430870097	19.756285901144	60.1557548595395	7.32166098948819	6.86288390521429	3.97690417311057	4.92871636090574
9.3	0.0077940613952227	7.24998176686414	7.26781420684303	5.44503194333353	66.9524534432745	1009.10136709251	244.961931486214	47.2369695873576	6.8822314848747	5.96798040738895	4.96427786974377	19.1309370158581	58.3616794462248	7.09231093385735	6.64627372271488	3.85327166481818	4.77351664220812
9.4	0.00755260169278421	7.02507904950607	7.04238772734835	5.2757793318938	64.9785241882129	978.123461312254	237.873501888521	45.7935977133002	6.6568144600751	5.78240809356598	4.81093086375758	18.531897501834	56.6379646250231	6.87262497621488	6.43883786466716	3.73490754874147	4.62494898151613
9.5	0.0073212404532263	6.80957318541475	6.82632868169441	5.11361799222546	63.0822398572444	948.393377523052	231.059271749072	44.4084925956027	6.44062378020148	5.60467122855805	4.66406349772005	17.9578000130906	54.9811575242987	6.66210028854606	6.24009688175345	3.6215351071679	4.48266600234114
9.6	0.00709945658024824	6.60298145318362	6.61915573998641	4.95818120598885	61.2598128297568	919.853270075592	224.505934155736	43.0787341843705	6.2331915365231	5.43436206218243	4.52333838974554	17.4073614872658	53.3880078558348	6.46026506246888	6.04960102040321	3.51289483684039	4.34634176285121
