Energy	Ytterbium	Lutetium	Hafnium	Tantalum	Tungsten	Rhenium	Osmium	Iridium	Platinum	Gold	Mercury	Thallium	Lead	Bismuth	Polonium	Astatine	Radon	Francium	Radium	Actinium	Thorium	Protactinium	Uranium
104	24.4773397352883	35.8922748271456	48.9960099816026	64.5659822298739	77.1754674624678	86.9232329164092	95.9137099726918	99.149073638503	4511.23196497066	90.4686085755165	64.8668784223552	57.991058577945	57.196830239311	50.9860610087565	51.0801886673578	35.5764197216986	0.0538277679420447	12.7183559197975	31.98200114672	16.3601021436648	19.4409067321945	26.90337	33.5718187901894
104.1	24.4166997440227	35.8037038065237	48.8753806552942	64.4074253070961	76.9862446881667	86.7103066752699	95.6786114164822	98.9056941204176	4500.23503796702	90.2475537671312	64.7088244278781	57.8498565818239	57.0578427891405	50.8628121375808	50.9583636461807	35.4910468003581	0.0536982006228724	12.7084159073558	31.9064345244151	16.3221400355625	19.3955230604453	26.84048	33.4936131626101
104.2	24.3562699056684	35.7154387466992	48.7551675657742	64.2494147324824	76.7976731533941	86.4981124211813	95.4443179328829	98.6631463289886	4489.27567253479	90.027255761723	64.5513106892007	57.7091371461282	56.9193289757512	50.7399796400602	50.836934582625	35.4059589552366	0.0535690669848042	12.6984741620518	31.8311151418201	16.2843092444776	19.3502960470258	26.77781	33.4156772676213
104.3	24.296049300682	35.6274783084635	48.6353688899946	64.09194811211	76.6097500067147	86.2866469537697	95.2108260357583	98.421426695445	4478.35370585037	89.8077112704882	64.3943348577045	57.5688981740377	56.781286747836	50.6175617341405	50.7158998938742	35.3211549860624	0.0534403651990618	12.6885307201027	31.7560419838283	16.246609191123	19.3052250020303	26.71536	33.3380099182941
104.4	24.2360370143631	35.5398211596874	48.5159828145665	63.9350230647661	76.4224724118265	86.0759070896155	94.9781322571578	98.1805316693286	4467.46897594331	89.588917021902	64.2378945971374	57.4291375797652	56.6437140648383	50.4955566469638	50.595258004477	35.2366336986236	0.0533120934461074	12.6785856176804	31.6812140402981	16.2090392993169	19.2603092392463	26.65312	33.2606099340478
104.5	24.1762321368258	35.4524659752773	48.3970075356998	63.7786372218681	76.2358375474665	85.8658896621483	94.7462331472049	97.9404577183846	4456.62132169103	89.3708697616128	64.0819875835377	57.2898532884875	56.5066088968864	50.3739626148133	50.4750073463089	35.1523939047324	0.05318424991559	12.6686388909109	31.6066303060255	16.1715989959633	19.2155480761312	26.59109	33.1834761406106
104.6	24.1166337629679	35.3654114371322	48.2784412591442	63.6227882273858	76.0498426073166	85.6565915215424	94.5151252739878	97.7012013284544	4445.81058281367	89.1535662523362	63.9266115051579	57.1510432362785	56.3699692247276	50.2527778830586	50.3551463585343	35.0684344221899	0.0530568328062916	12.658690575874	31.5322897807165	16.1342877110328	19.170940833789	26.52928	33.1066073699797
104.7	24.0572409924424	35.2786562341001	48.1602822001298	63.4674737377627	75.8644847999115	85.4480095346122	94.2848052234501	97.4627590033679	4435.0365998689	88.9370032737507	63.7717640623897	57.0127053700418	56.2337930396636	50.1320007061004	50.2356734875687	34.9847540747514	0.0529298403260738	12.648740708603	31.4581914689591	16.0971048775432	19.126486836948	26.46768	33.0300024603818
104.8	23.9980529296281	35.1921990619355	48.0425285833082	63.3126914218389	75.6797613485459	85.2401405847103	94.0552695992826	97.2251272648375	4424.29921424685	88.7211776223932	63.6174429676893	56.8748376474444	56.0980783434853	50.0116293473172	50.1165871870412	34.9013516920916	0.052803270691825	12.6387893250841	31.3843343801962	16.0600499315402	19.0821854139372	26.40629	32.9536602562342
104.9	23.9390686836009	35.1060386232563	47.9251786426949	63.1584389607741	75.4956694911832	85.0329815716238	93.8265150228158	96.9883026523518	4413.59826816496	88.5060861115565	63.4636459455031	56.7374380368503	55.9628231484094	49.8916620790105	49.9978859177574	34.81822610977	0.0526771221294077	12.6288364612563	31.3107175286986	16.0231223120784	19.0380358966643	26.34511	32.8775796081059
105	23.8802873681047	35.0201736275025	47.8082306216109	63.0047140479713	75.3122064803642	84.8265294114738	93.5985381329129	96.7522817230712	4402.93360466299	88.2917255711859	63.3103707321942	56.600504517255	55.8280254770139	49.7720971823522	49.879568147662	34.7353761691964	0.0525513928736059	12.6188821530107	31.2373399335375	15.9863214612025	18.9940376205932	26.28414	32.8017593726791
105.1	23.8217081015232	34.9346027908934	47.6916827726255	62.8515143890008	75.1293695831174	84.6207810366136	93.3713355858641	96.5170610517228	4392.30506759799	88.078092847778	63.1576150759691	56.4640350782205	55.6936833621757	49.652932947331	49.7616323518018	34.6528007175975	0.0524260811680736	12.6089264361905	31.164200618558	15.9496468239285	18.9501899247212	26.22338	32.7261984127108
105.2	23.7633300068516	34.8493248363863	47.5755333574993	62.6988377015251	74.9471560808689	84.4157333955289	93.144904055281	96.2826372304975	4381.71250163931	87.8651848042794	63.005376736805	56.3280277198099	55.5597948470072	49.5341676726997	49.6440770122893	34.5704986079822	0.0523011852652829	12.5989693465905	31.0912986123523	15.9130978482252	18.9064921515578	26.16283	32.650895596995
105.3	23.7051522116683	34.7643384936351	47.4597806471274	62.546681715224	74.7655632693537	84.2113834527384	92.9192402319919	96.0490068689462	4371.15575226366	87.6529983199863	62.8536534863778	56.1924804525238	55.4263579847941	49.415799665923	49.5269006182662	34.4884686991087	0.052176703426473	12.5890109199566	31.0186329482332	15.8766739849955	18.8629436471019	26.10248	32.575849800325
105.4	23.6471738481071	34.6796424989495	47.3444229214835	62.3950441717204	74.5845884585271	84.0077281886948	92.6943408239384	95.8161665938783	4360.63466575022	87.4415302904445	62.7024431079905	56.0573912972364	55.2933708389336	49.2978272431253	49.4101016658668	34.4067098554508	0.052052633921599	12.5790511919854	30.9462026642075	15.8403746880582	18.8195437608204	26.04234	32.5010599034555
105.5	23.5893940528295	34.5952355952538	47.2294584695637	62.2439228245067	74.4042289724768	83.8047645996865	92.4702025560716	95.5841130492595	4350.14908917573	87.2307776273512	62.5517433965021	55.9227582851317	55.1608314828727	49.180248729039	49.2936786581819	34.3252209471648	0.0519289750292813	12.5690901983242	30.8740068029502	15.8041994141297	18.7762918456265	25.98241	32.4265247930664
105.6	23.5318119669972	34.5111165320465	47.1148855893313	62.0933154388716	74.2244821493365	83.6024896977407	92.2468221702501	95.3528428961114	4339.6988704097	87.0207372584556	62.4015521582568	55.7885794576407	55.0287380000472	49.0630624569535	49.1776301052233	34.2440008500565	0.0518057250367557	12.5591279745705	30.8020444117783	15.7681476228061	18.7331872578582	25.92267	32.3522433617248
105.7	23.4744267362444	34.4272840653605	47.0007025876617	61.9432197918272	74.0453453411985	83.400900510526	92.024196425138	95.1223528124107	4329.28385810955	86.8114061274622	62.2518672110142	55.6548528663793	54.8970884838212	48.9462667686638	49.0619545238876	34.1630484455485	0.0516828822398228	12.5491645562711	30.7303145426248	15.7322187765448	18.6902293572572	25.86314	32.278214507849
105.8	23.4172375106513	34.3437369577226	46.8869077802879	61.7936336720373	73.8668159140283	83.1999940812571	91.8023220961039	94.8926394929898	4318.90390171587	86.6027811939332	62.1026863838791	55.5215765730856	54.7658810374267	48.82986001442	48.9466504379212	34.0823626206475	0.0515604449427993	12.5391999789227	30.6588162520131	15.6964123406473	18.6474175069471	25.80382	32.2044371356721
105.9	23.3602434447165	34.2604739781143	46.7734994917458	61.6445548797453	73.6888912475794	82.999767468599	91.5811959751208	94.6636996494382	4308.55885144766	86.3948594331926	61.9540075172331	55.3887486495589	54.6351137739038	48.7138405528773	48.8317163778843	34.0019422679124	0.0514384114584679	12.5292342779708	30.5875486010315	15.6607277832409	18.6047510734131	25.74469	32.1309101552057
106	23.3034436973306	34.177493901932	46.6604760553209	61.4959812267033	73.5115687353081	82.8002177465721	91.3608148706656	94.4355300100036	4298.24855829764	86.1876378362305	61.8058284626652	55.2563671775979	54.5047848160415	48.5982067510456	48.7171508811166	33.9217862854218	0.0513167801080286	12.5192674888097	30.5165106553077	15.6251645752616	18.5622294264806	25.68577	32.0576324822039
106.1	23.2468374317494	34.0947955109486	46.5478358129941	61.3479105361015	73.33484578429	82.6013420044587	91.1411756076212	94.2081273194947	4287.97287402756	85.9811134096079	61.6581470829043	55.1244302489405	54.3748922963183	48.4829569842403	48.6029524917015	33.8418935767424	0.0511955492210502	12.5092996467819	30.4457014849836	15.5897221904363	18.5198519392948	25.62704	31.9846030381282
106.2	23.1904238155678	34.0123775932738	46.4355771153892	61.200340642498	73.158719815136	82.4031373467091	90.9222750271772	93.9814883391841	4277.73165116358	85.7752831753627	61.5109612517507	54.9929359652028	54.2454343568441	48.3680896360326	48.4891197604322	33.7622630508969	0.051074717135422	12.4993307871781	30.3751201646902	15.5544001052655	18.4776179882999	25.56851	31.9118207501117
106.3	23.1342020206931	33.9302389433161	46.3236983217198	61.053269391749	72.9831882619098	82.2056008928493	90.7041099867329	93.755609846712	4267.52474299159	85.5701441709161	61.3642688540098	54.8618824378198	54.1164091493019	48.2536030982011	48.3756512447766	33.6828936223331	0.0509542821973055	12.4893609452366	30.3047657735229	15.5191977990066	18.4355269532189	25.51018	31.8392845509241
106.4	23.0781712233193	33.8483783617446	46.212197799737	60.9066946409401	72.8082485720453	82.0087297773887	90.4866773598001	93.5304886359904	4257.35200355274	85.3656934489794	61.2180677854243	54.7312677879856	53.9878148348898	48.1394957706827	48.262545508843	33.6037842108922	0.0508342427610869	12.4793901561429	30.2346373950163	15.484114753656	18.3935782170328	25.45205	31.766993378937
106.5	23.0223306039012	33.7667946554505	46.1010739256771	60.7606142583168	72.6338982062648	81.8125211497286	90.2699740359064	93.3061215171079	4247.2132876388	85.1619280774615	61.072355952609	54.601090146594	53.8596495842638	48.0257660615245	48.1498011233463	33.5249337417778	0.0507145971893296	12.4694184550297	30.1647341171201	15.4491504539329	18.3517711659614	25.39411	31.6949461780891
106.6	22.9666793471285	33.6854866375098	45.9903250842105	60.6150261232174	72.4601346384981	81.6169721740717	90.0539969205001	93.0825053162355	4237.10845078768	84.9588451393776	60.9271312729838	54.4713476541804	53.7319115774809	47.9124123868359	48.0374166655735	33.4463411455253	0.0505953438527273	12.4594458769762	30.0950550321741	15.414304387262	18.3101051894421	25.33637	31.6231418978521
106.7	22.9112166419006	33.6044531271455	45.8799496683897	60.4699281260044	72.2869553558015	81.4220800293317	89.8387429348549	92.8596368755328	4227.03734927893	84.7564417327579	60.7823916747093	54.3420384608631	53.6045990039423	47.799433170741	47.9253907193503	33.3680053579708	0.0504764811300571	12.4494724570079	30.0255992368843	56.55509	18.2685796801112	25.27882	31.5515794931962
106.8	22.8559416813011	33.5236929496905	45.769946079599	60.3253181679976	72.1143578582783	81.2278419090439	89.6242090159755	92.6375130530543	4216.99984012933	84.5547149705571	60.6381350966211	54.2131607262854	53.4777100623376	47.686826845331	47.8137218750075	33.2899253202211	0.0503580074081332	12.4394982300963	29.9563658322985	56.555085629746	18.2271940337832	25.22147	31.4802579245566
106.9	22.8008536625723	33.4432049365508	45.6603127275033	60.1811941614074	71.9423396589985	81.0342550212761	89.4103921165038	92.4161307226576	4206.99578108839	84.3536619805647	60.4943594881658	54.0847126195584	53.3512429605886	47.5745918506176	47.7024087293472	33.212099978623	0.0502399210817601	12.4295232311586	29.8873539237827	56.4252523556762	18.1859476494321	25.16431	31.4091761577998
107	22.7459517870909	33.3629879251683	45.5510480299983	60.0375540292684	71.7708982839207	80.8413165885406	89.1972892046262	92.1954867739104	4197.02503063402	84.1532799053155	60.3510628093369	53.9566923192036	53.2251959157939	47.4627266344861	47.5914498856099	33.1345282847335	0.0501222205536878	12.4195474950572	29.8185626209965	56.2958325836581	18.1448399291712	25.10734	31.3383331641899
107.1	22.6912352603426	33.2830407589848	45.4421504131605	59.8943957053735	71.6000312718132	80.6490238477064	88.9848972639805	91.9755781120001	4187.08744796814	83.9535659020015	60.2082430306109	53.8290980130966	53.0995671541742	47.3512296526488	47.4808439534415	33.0572091952899	0.0500049042345653	12.4095710565995	29.7499910378701	56.1668246595165	18.1038702782343	25.05056	31.267727920356
107.2	22.6367032918978	33.2033622874056	45.3336183111975	59.7517171342086	71.4297361741763	80.457374049912	88.7732132935645	91.7564016576425	4177.18289301235	83.7545171423834	60.0658981328844	53.7019278984101	52.9743549110171	47.2400993685996	47.3705895488602	32.9801416721802	0.0498879705428957	12.3995939505377	29.6816382925804	56.0382269369677	18.0630381049562	24.99398	31.1973594082586
107.3	22.5823550953868	33.1239513657635	45.2254501663987	59.6095162708878	71.2600105551652	80.2663644604793	88.5622343076446	91.5379543469914	4167.31122640362	83.5561308127035	59.9240261074114	53.5751801815589	52.8495574306237	47.1293342535676	47.260685294224	32.9033246824131	0.0497714179049913	12.3896162115682	29.6135035075276	55.9100377775758	18.0223428207541	24.93758	31.1272266151575
