Energy	Ytterbium	Lutetium	Hafnium	Tantalum	Tungsten	Rhenium	Osmium	Iridium	Platinum	Gold	Mercury	Thallium	Lead	Bismuth	Polonium	Astatine	Radon	Francium	Radium	Actinium	Thorium	Protactinium	Uranium
33.8	98.472203741102	145.204056870798	199.513375872287	264.895505496664	318.817488178745	362.10516725945	402.478167736698	420.259774551346	19232.7217518783	389.876226651315	282.338580390922	254.441435327868	252.230026232637	226.747931649831	228.064583963311	160.649831964407	0.243700788036985	75.729251130209	148.362802616545	282.833383062339	335.85798488772	463.4372	576.227020470573
33.9	97.707874688003	144.077283573749	197.965466954673	262.841640191362	316.345600123359	359.301151027236	399.368542912725	417.024193101636	19085.6007095715	386.884015076167	280.170778254632	252.489388423096	250.29707730913	225.014606964938	226.32551332531	159.43035309129	0.24186021340258	75.1581427327716	147.242602961264	280.697438460404	333.329831165605	459.95686	571.907542786546
34	96.9517251683	142.962592402891	196.434175597231	260.809814598669	313.90026747645	356.527188018637	396.292118665077	413.822951866067	18940.0282364433	383.92343672627	278.025907508556	250.55797556405	248.384532787786	223.299539338389	224.604718966922	158.223645298254	0.240038851995977	74.5929853272418	146.134067536307	278.583703859021	330.827877896968	456.51251	567.632591594754
34.1	96.2036442466289	141.85981933576	194.919276128156	258.799729637929	311.481129825887	353.782871163803	393.24844656871	410.655588866719	18795.9836296597	380.994067560859	275.903661023397	248.6469206789	246.49212018897	221.602485341491	222.901957634787	157.029538844721	0.23823644854115	74.0337000516238	145.03704233929	276.491887143442	328.351781638329	453.10368	563.401587258853
34.2	95.4635228064395	140.768803039432	193.420546574671	256.81109112544	309.087832656448	351.067800041018	390.23708550662	407.521649636025	18653.4465213748	378.095490408632	273.803736634385	246.755952152118	244.619571420315	219.923205460918	221.216989982412	155.847866717246	0.236452751872398	73.4802093093067	143.951375822694	274.421700826168	325.90120436703	449.72989	559.21395921077
34.3	94.7312535150769	139.68938481892	191.937768592134	254.843609680736	306.720027237147	348.381580749893	387.257601530643	404.420687073897	18512.39687238	375.227294837545	271.725837047512	244.884802740462	242.766622694267	218.261464025186	219.549580496884	154.678464578257	0.234687514856739	72.932436745276	142.876918848154	272.37286196155	323.475813381593	446.3907	555.069145785857
34.4	94.0067307896294	138.6214085667	190.470727394694	252.897000634917	304.377370511004	345.723825787305	384.309567725307	401.352261307965	18372.8149658898	372.389077027421	269.669669747783	243.033209490763	240.933014447399	216.617029132681	217.899497427153	153.521170715903	0.23294049431797	72.3903072228377	141.813524641718	270.345092062185	321.075281204153	443.08566	550.96659406144
34.5	93.2898507635262	137.56472071335	189.019211687459	250.970983940968	302.059524987219	343.094153926041	381.392564074617	398.315939556842	18234.6814014636	369.580439645312	267.634946909442	241.200913659478	239.118491261449	214.989672581241	216.266512713842	152.375825994962	0.231211450962375	71.853746800842	140.761048750057	268.338117017057	318.699285484924	439.81432	546.905759698678
34.6	92.5805112538633	136.519170179256	187.583013600149	249.065284086047	299.766158635685	340.492190096065	378.506177331733	395.311295996351	18097.9770890574	366.800991723554	265.621385308129	239.387660633963	237.322801786039	213.379169799233	214.650401920554	151.24227380881	0.229500149306022	71.3226827113928	139.719348997596	266.351667011394	316.347508908661	436.57624	542.886106787684
34.7	91.8786117294425	135.484608327377	186.161928622183	247.179630005655	297.496944783777	337.91756526835	375.650000891455	392.337911628638	17962.6832432043	364.050348540433	263.628706234903	237.593199855424	235.545698663043	211.785299778092	213.050944166633	150.120360032407	0.22780635760363	70.7970433380344	138.688285444552	264.38547644819	314.019639103049	433.37101	538.907107695793
34.8	91.1840532795039	134.460888917028	184.755755539177	245.31375499968	295.251562015378	335.369916341209	372.823634665454	389.395374154094	17828.7813773196	361.328131503416	261.656635412112	235.817284743514	233.786938452551	210.207845006293	211.467922061355	149.009932976285	0.226129847778946	70.2767581944013	137.667720345848	262.439283871359	311.715368548999	430.1982	534.968242918944
34.9	90.4967385831366	133.44786805867	183.36429637081	243.467396650235	293.02969407207	332.848886029076	370.026684960179	386.483277846035	17696.2532981283	358.633968034877	259.704902911044	234.059672622528	232.046281560404	208.646591404717	209.901121639505	147.910843341507	0.224470395356615	69.7617579033216	136.657518110896	260.512831890483	309.434394492784	427.05739	531.069000936084
35	89.81657187935	132.445404169671	181.987356310033	241.640296741274	290.831029756447	330.354122753663	367.258764357377	383.601223428052	17565.0811002107	355.967491460253	257.77324307133	232.320124649156	230.323492167254	207.101328263385	208.350332298312	146.822944175584	0.222827779395499	69.2519741763621	135.657545264216	258.605867107115	307.176418859997	423.94818	527.208878066525
35.1	89.1434589377897	131.45335793102	180.624743663582	239.832201179934	288.655262837499	327.88528053744	364.519491597161	380.748817953993	17435.2471606646	353.328340898584	255.861394422051	230.598405741767	228.61833815912	205.571848179515	206.815346735708	145.746090829315	0.221201782423405	68.7473397938054	134.66767040688	256.718140042604	304.941148171263	420.87016	523.387378330198
35.2	88.4773070300835	130.471592244973	179.276269793763	238.042859919546	286.502091958015	325.442018899395	361.808491463573	377.92567469048	17306.7341338814	350.716161155375	253.969099604507	228.894284511185	226.930591059401	204.057946996885	205.295960889879	144.680140914538	0.219592190373199	68.2477885850489	133.687764178751	254.8494050674	302.728293459688	417.82294	519.604013310734
35.3	87.8180249018004	129.499972193597	177.941749061489	236.272026884306	284.371220543956	323.024002753	359.125394672568	375.131413001939	17179.5249464317	348.130602617714	252.09610529662	227.20753319291	225.260025962305	202.559423746457	203.791973880088	143.624954262767	0.217998792520267	67.7532554094141	132.717699221516	252.999420331818	300.537570189991	414.80613	515.858302021302
35.4	87.1655227450096	128.538364998211	176.620998770521	234.519459895535	282.262356715754	320.630902306343	356.469837762376	372.365658238048	17053.6027920597	345.571321151615	250.242162138915	225.537927580767	223.606421467679	201.07608058825	202.303187948718	142.580392884693	0.216421381421293	67.263676137359	131.757350142472	251.167947698214	298.36869817928	411.81934	512.149770773152
35.5	86.5197121714241	127.586639979684	175.313839112901	232.784920599514	280.17521320149	318.262392964373	353.841462986176	369.628041623569	16928.9511267827	343.037978001509	248.407024662057	223.88524696194	221.969559617186	199.607722754417	200.829408404535	141.546320930526	0.214859752854318	66.7789876320822	130.806593479073	249.354752674545	296.221401519452	408.8622	508.477953046796
35.6	85.880506186115	126.64466851957	174.020093115542	231.068174396836	278.1095072519	315.918155233203	351.239918207037	366.918200150498	16805.5536640938	340.530239691853	246.590451215899	222.249274053357	220.349225831813	198.1541584935	199.370443567113	140.522604651173	0.213313705760056	66.2991277315098	129.865307664196	247.559604349288	294.095408501155	405.93433	504.842389365771
35.7	85.247819161783	125.71232402208	172.739586587942	229.368990373259	276.064960557181	313.597874626429	348.664856795049	364.235776472482	16683.3943702646	338.047777930787	244.792203900009	220.629794939401	218.745208850674	196.715199015851	197.926104712422	139.509112360206	0.211783042184439	65.8240352306568	128.933372992122	245.782275327681	291.990451539294	403.03536	501.242627172926
35.8	84.6215668135738	124.789481876845	171.472148071008	227.687141232008	274.041299165535	311.301241573409	346.115937526631	361.580418801437	16562.4574597466	335.59026951581	243.012048495639	219.026599010914	217.157300671074	195.290658440165	196.496206019529	138.505714396631	0.210267567222346	65.3536498643545	128.010671585224	244.022541669251	289.906267100041	400.16494	497.67822070917
35.9	84.0016661744247	123.876019422467	170.217608786946	226.022403227502	272.038253403428	309.027951329466	343.592824485928	358.951780806339	16442.7273906679	333.157396241417	241.249754399105	217.439478905455	215.585296489807	193.880353741131	195.080564518401	137.512283088418	0.208767088962519	64.8879122903332	127.097087361319	242.280182826609	287.842595629318	397.32271	494.148730894643
36	83.3880355709288	122.971815910837	168.975802590213	224.374556100468	270.055557797508	306.777703887962	341.095186968266	356.349521514115	16324.1888604241	330.748844808651	239.505094556547	215.8682304488	214.028994645672	192.484104698145	193.679000038777	136.528692716785	0.207281418433599	64.4267640726554	126.192506001701	240.554981585485	285.79918148271	394.50832	490.65372521224
36.1	82.7805945997061	122.0767524722	167.746565919488	222.743383014407	268.092950998157	304.550203894199	338.622699385615	353.773305212593	16206.8268013598	328.36430673653	237.777845400026	214.312652597639	212.48819656315	191.101733845081	192.291335160089	135.554819481209	0.205810369551291	63.9701476654877	125.296814919816	238.846724005962	283.775772856788	391.72142	487.192777593435
36.2	82.1792641042684	121.190712080947	166.529737750646	221.128670493389	266.150175704629	302.345160561114	336.175041174015	351.222801355468	16090.6263765401	326.003478275298	236.067786784945	212.772547383452	210.96270669725	189.733066421089	190.917395162402	134.590541465164	0.204353759066614	63.518006397207	124.409903230572	237.155199364893	281.772121721808	388.96167	483.765468306376
36.3	81.5839661523666	120.313579522125	165.325159550714	219.530208361138	264.226978591739	300.16228758671	333.751896702908	348.697684469226	15975.5729756087	323.666060321473	234.374701928743	211.247719857533	209.452332479468	188.377930322394	189.557007978361	133.635738602554	0.202911406515208	63.0702844548302	123.531661720272	235.480200099475	279.787983755745	386.22874	480.371383846174
36.4	80.9946240138092	119.445241358636	164.132675232778	217.947789681374	262.323110238073	298.001303073202	331.352955186349	346.19763406199	15861.6522107313	321.351758334626	232.698377350856	209.737978037139	207.956884264854	187.036156055075	188.210004146105	132.690292644822	0.201483134167688	62.6269268687627	122.661982817155	233.821521751942	277.823118279645	383.5223	477.010116827353
36.5	80.4111621387411	118.585585899124	162.952131111826	216.381210699397	260.438325055676	295.861929447822	328.977910596034	343.722334534241	15748.8499126229	319.060282255879	231.03860281389	208.24313285273	206.476175280146	185.707576688808	186.876216763143	131.754087128744	0.200068766981007	62.187879497856	121.800760562528	232.17896291537	275.877288194262	380.84203	473.681265878412
36.6	79.8335061363719	117.734503166517	161.783375861501	214.83027078487	258.572381221184	293.743893385249	326.626461576124	341.271475091365	15637.1521266549	316.791346428056	229.395171265998	206.762998096289	205.010021572963	184.392027811538	185.555481441155	130.82700734486	0.198668132550813	61.7530890147692	120.947890582475	230.552325180554	273.950259917943	378.18759	470.38443553845
36.7	79.261582754143	116.891884867227	160.626260471746	213.294772375777	256.725040608375	291.646925731633	324.298311359799	338.844749657994	15526.545109043	314.544669517471	227.767878784429	205.297390370682	203.558241962017	183.089347485066	184.247636261715	129.908940306553	0.197281061064773	61.3225028916265	120.103270060139	228.941413083939	272.041803325748	375.55868	467.11923615581
36.8	78.695319857323	116.057624360972	159.48063820732	211.774520923534	254.896068722095	289.570761430173	321.993167687526	336.441856794094	15417.015323112	312.319974437301	226.156524520217	203.846129040046	202.120657988328	181.799376201542	182.952521732895	128.999774719748	0.195907385256842	60.8960693859636	119.266797708554	227.346034056586	270.151691689767	372.95499	463.885283788698
36.9	78.1346464090231	115.231616631231	158.346364567161	210.26932483922	253.08523463354	287.515139448204	319.710742726983	334.062499612751	15308.5494356363	310.116988272512	224.560910643984	202.409036181173	200.697093867428	180.521956840814	181.669980746744	128.099400953222	0.19454694036246	60.4737375269582	118.438373744015	225.765998374137	268.279701620609	370.37621	460.682200107736
37	77.5794924506203	114.413758256289	157.223297244576	208.778995440907	251.292310916846	285.479802705774	317.450752994618	331.706385699641	15201.1343132551	307.935442206309	222.980842292842	200.985936535879	199.287376442511	179.256934628647	180.399858537618	127.207711009508	0.19319956407465	60.0554571019358	117.617899859985	224.201119107777	266.425613010042	367.82203	457.509612300401
37.1	77.0297890825815	113.603947380882	156.111296088255	207.303346902058	249.517073586977	283.464498005669	315.212919278786	329.373227034115	15094.7570189589	305.775071448063	221.416127518358	199.576657464322	197.891335138529	178.004157095768	179.14200264134	126.324598496379	0.191865096501004	59.6411786431462	116.805279201515	222.651212076146	264.589208974754	365.29217	454.367152977322
37.2	76.4854684456772	112.802083688419	155.010223064061	205.84219620098	247.759302038867	281.468975964844	312.996966564447	327.062739911887	14989.4048086481	303.635615162691	219.86657723556	198.181028899256	196.508801917201	176.763474037734	177.89626285518	125.449958598913	0.190543380121521	59.2308534148045	116.000416340169	221.116095798208	262.770275801211	362.78632	451.254460080375
37.3	75.9464637025773	112.008068373759	153.919942217605	204.395363071287	246.018778987789	279.492990947255	310.802623959379	324.774644869276	14885.0651277593	301.516816401456	218.33200517297	196.798883301197	195.139611232915	175.534737475589	176.662491198618	124.583688052096	0.189234259747302	58.8244334003895	115.203217249445	219.595591447031	260.968602891594	360.3042	448.171176792556
37.4	75.4127090198197	111.221804116552	152.840319637579	202.962669953379	244.295290410933	277.536300998024	308.629624621872	322.508666608967	14781.7256079604	299.418422034147	216.812227823625	195.430055614486	193.783599989508	174.317801617314	175.440541874896	123.725685113986	0.18793758248006	58.4218712901954	114.413589280681	218.089522804469	259.183982710779	357.84553	445.116951449589
37.5	74.8841395501432	110.443195055106	151.771223419816	201.543941946885	242.588625490152	275.59866777894	306.477705689878	320.264533927263	14679.374063911	297.340182682617	215.307064397078	194.074383224222	192.440607497899	173.112522820029	174.230271233326	122.875849539398	0.186653197672442	58.0231204691296	113.631441139436	216.597716216736	257.416210734353	355.41001	442.091437453219
37.6	74.3606914151765	109.67214676079	150.712523632092	200.13900676407	240.898576555859	273.679856505243	304.346608211567	318.041979642788	14577.9984900876	295.281852655644	213.816336772353	192.731705914044	191.110475434565	171.918759552945	173.031537732339	122.034082554114	0.185380956889134	57.6281350047522	112.856682862326	215.12000055083	255.665085397629	352.99739	439.094293186175
37.7	73.8423016884751	108.908566212944	149.664092279617	198.74769468417	239.224939032051	271.779635883674	302.236077077282	315.840740526617	14477.5870576717	293.243189885084	212.339869451822	191.401865824754	189.793047800826	170.736372361048	171.844201903262	121.200286829602	0.184120713868741	57.2368696355514	112.08922579432	213.656207151811	253.93040804565	350.60737	436.12518192875
37.8	73.3289083788982	108.152361774297	148.625803271223	197.369838508645	237.567511382417	269.897778051761	300.145860952836	313.660557233783	14378.1281115002	291.223955863295	210.877489516005	190.084707413755	188.488170882938	169.565223829494	170.668126314812	120.374366458226	0.182872324486416	56.849279759449	111.328982566475	212.206169800895	252.211982884152	348.2397	433.183771776973
37.9	72.8204504143189	107.403443166872	147.597532386235	196.005273517319	235.926095057537	268.034058518305	298.07571221414	311.501174236156	14279.610167075	289.223915581788	209.429026579251	188.780077415281	187.195693212962	168.405178548701	169.503175538273	119.556226928951	0.181635646717229	56.4653214225322	110.575867074107	210.769724674367	250.509616931471	345.89412	430.269735562332
38	72.3168676256579	106.661721448376	146.579157241985	194.653837425394	234.300494443114	266.188256105057	296.025386883121	309.362339756641	14182.0219076331	287.2428374711	207.994312746297	187.487824801413	185.915465530407	167.256103080125	168.349216113364	118.745775103517	0.180410540600253	56.0849513080057	109.829794455382	209.346710303276	248.823119971369	343.57035	427.382750773026
38.1	71.8181007312363	105.927108989052	145.570557261989	193.31537034132	232.690516809236	264.360152889535	293.994644564911	307.243805704679	14085.3521812729	285.280493341837	206.573182569673	186.207800743855	184.647340744609	166.117865922703	167.206116514766	117.94291919308	0.17919686820336	55.7081267253594	109.090681070323	207.936967533906	247.152304506768	341.26814	424.522499476702
38.2	71.3240913214377	105.199519449003	144.571613644739	191.989714725492	231.095972260647	262.549534148979	291.983248386268	305.145327613013	13989.5899981377	283.336658326885	205.16547300794	184.939858576458	183.391173897858	164.990337479949	166.073747119304	117.14756873531	0.177994493588692	55.3348055997473	108.358444480221	206.540339489001	245.496985714355	338.98725	421.688668244651
38.3	70.8347818436755	104.478867755948	143.582209333125	190.676715349768	229.516673687986	260.756188305407	289.99096493521	303.0666645757	13894.7245276541	281.411110824745	203.771023384748	183.683853758472	182.146822129222	163.873390027684	164.951980173755	116.359634571928	0.176803282778826	54.9649464615723	107.633003427445	205.156671529738	243.856981400066	336.72741	418.880948077432
38.4	70.3501155876547	103.765070083429	142.60222898445	189.376219257782	227.952436719997	258.979906871746	288.017564201829	301.007579187333	13800.7450958248	279.503632443972	202.389675348685	182.439643838512	180.914144639091	162.766897682403	163.840689763295	115.579028826688	0.175623103723577	54.5985084362739	106.914277815638	203.785811218418	242.2321119554	334.48838	416.099034331897
38.5	69.8700366709267	103.058043829446	141.631558941036	188.088075726036	226.403079676666	257.220484399017	286.062819520269	298.967837483456	13707.641182573	277.614007948707	201.021272833908	181.207088419225	179.693002654391	161.670736370236	162.739751780539	114.805664883771	0.174453826267461	54.2354512343117	106.202188690291	202.427608281867	240.622200314575	332.26992	413.342626649579
38.6	69.3944900247254	102.357707595504	140.670087201417	186.812136225754	224.868423523281	255.477718424561	284.12650751183	296.947208882132	13615.4024191398	275.742025205253	199.665662021535	179.986049122634	178.483259394479	160.584783796521	161.649043895184	114.03945736661	0.173295322117776	53.8757351413438	105.496658219695	201.081914575531	239.027071912478	330.07179	410.611428886423
38.7	68.9234213800827	101.663981166077	139.71770339208	185.54825438548	223.348291825385	253.751409421261	282.208408029177	294.945466126655	13524.0185855309	273.887475129699	198.322691301786	178.776389556159	177.284780037684	159.508919415955	160.568445524238	113.280322117111	0.172147464813309	53.5193210085928	104.797609676246	199.748584048256	237.446554643424	327.89376	407.905149043827
38.8	68.4567772542146	100.976785488476	138.774298739767	184.296285954412	221.842510704611	252.041360747759	280.308304101641	292.962385229365	13433.4796080133	272.050151636545	196.992211236844	177.577975279283	176.097431688501	158.443024403318	159.497837802809	112.52817617528	0.171010129693641	53.1661702433977	104.104967418114	198.427472707722	235.880478820677	325.73559	405.223499200972
38.9	67.9945049371722	100.296042653096	137.839766044316	183.056088766439	220.350908795364	250.347378599638	278.425981881571	290.997745416558	13343.7755566603	270.229851588325	195.674074524447	176.390673770864	174.921083345402	157.386981624759	158.437103555465	111.782937759236	0.16988319386904	52.8162447999457	103.418656871258	197.118438586541	234.328677136741	323.59704	402.566195448403
39	67.5365524787538	99.6216758740626	136.913999652026	181.827522704882	218.873317202356	248.669271961543	276.561230591723	289.051329074451	13254.8966429432	268.4263747462	194.368135962156	175.21435439707	173.755605869269	156.340675609626	157.386127268128	111.044526245604	0.168766536190938	52.4695071701816	102.738604511779	195.821341708981	232.790984624386	321.4779	399.932957822842
39.1	67.0828686756695	98.9536094702451	135.99689542954	180.610449667916	217.409569458952	247.006852560231	274.713842473669	287.122921696195	13166.8332173695	266.639523721491	193.07425241233	174.048888379924	172.600871952426	155.303992522838	156.34479506051	110.312862150289	0.167660037222965	52.1259203748904	102.064737848611	194.536044058319	231.267238618411	319.37795	397.323510243218
39.2	66.6334030589546	98.2917688466376	135.088350738233	179.40473353466	215.959501486318	245.359934818523	272.883612737188	285.212311829896	13079.5757671668	264.869103928146	191.792282767747	172.894148766457	171.456756088259	154.276820137775	155.312994659068	109.587867109608	0.166563579212541	51.785447954949	101.396985406531	193.262409544805	229.757278718111	317.29695	394.737580447858
39.3	66.1881058816269	97.6360804761017	134.188264409094	178.210240131914	214.522951553366	243.728335810139	271.070339510637	283.31929102764	12993.1149140102	263.114923536115	190.522087917898	171.750010398434	170.323134541409	153.259047809689	154.290615370475	108.869463861781	0.165477046063004	51.4480539627438	100.7352767095	192.000303974222	228.260946750447	315.2347	392.174899932859
39.4	65.7469281065798	96.9864718814586	133.296536718088	177.026837201549	213.099760237449	242.111875215398	269.273823792263	281.443653795487	12907.4414117931	261.376793425609	189.263530715907	170.616349882669	169.199885318536	152.250566449609	153.277548055586	108.157576228774	0.164400323306272	51.113702953751	100.079542264301	190.749595017032	226.7780867339	313.19097	389.635203891568
39.5	65.3098213947098	96.3428716179263	132.413069361993	175.854394368501	211.689770385828	240.510375277767	267.493869402448	279.585197544421	12822.5461444408	259.65452714223	188.016475946091	169.493045561887	168.086888139628	151.251268498744	152.2736851039	107.452129098485	0.163333298076021	50.7823599782751	99.4297135444986	189.510152178095	225.30854484299	311.16557	387.118231155193
39.6	64.8767380932708	95.7052092558923	131.537765434703	174.6927831094	210.292827077859	238.923660761236	265.730282936867	277.743722542228	12738.4201237653	257.947940852953	186.780790292118	168.37997748615	166.984024409853	150.261047903369	151.278920408498	106.753048407262	0.162275859081362	50.4539905733436	98.7857229746881	188.28184676695	223.852169373457	309.15828	384.623724134486
39.7	64.4476312244502	95.0734153640162	130.670529403975	173.541876721775	208.90877758791	237.351558908504	263.982873720525	275.919031866293	12655.0544873605	256.256853302939	185.556342305777	167.277027384807	165.891177191937	149.279800090174	150.29314934145	106.060261122751	0.161227896581031	50.1285607547528	98.1475039150413	187.064551868644	222.408810708073	307.16889	382.151428762499
39.8	64.0224544741643	94.4474214926534	129.811267088625	172.401550293864	207.537471348976	235.793899399959	262.251453762675	274.110931357287	12572.4404965372	254.581085773164	184.343002376335	166.184078638982	164.808231179064	148.307421942084	149.316268729689	105.373695227067	0.160189302358045	49.8060370092642	97.5149906461396	185.8581423151	220.978321283094	305.1972	379.70109443838
39.9	63.6011621810655	93.8271601575949	128.959885636156	171.271680674983	206.178759916988	234.250514313433	260.535837712583	272.319229573726	12490.569534297	252.920462038838	183.14064270046	165.101016254573	163.735072668276	147.343811774524	148.348176831326	104.693279700276	0.159159969694846	49.4863862869448	96.8881183540881	184.662494657015	219.560555555322	303.24302	377.272473972189
40	63.1837093257591	93.212564824115	128.116293500812	170.152146446462	204.832496935793	232.721238084715	258.835842816127	270.543737747389	12409.4331033444	251.274808328619	181.949137252714	164.027726835754	162.671589534377	146.388869312129	147.388773312411	104.018944504186	0.158139793348907	49.1695759936514	96.2668231159046	183.477487136266	218.15536996977	301.30614	374.865323530718
40.1	62.7700515202235	92.6035698913205	127.280400422038	169.042827893129	203.498538102801	231.205907468815	257.151288873213	268.784269739572	12329.022824136	249.643953284575	180.7683617566	162.964098558974	161.617671204315	145.442495665887	146.437959224127	103.350620566444	0.15712866952879	48.8555739836547	95.6510418851787	182.302999658831	216.762622927915	299.38637	372.47940258429
40.2	62.3601449974303	92.0001106767964	126.452117403361	167.943606975332	202.176741135269	229.704361501947	255.481998195992	267.040641998162	12249.3304329657	248.027727922908	179.59819365614	161.910021147441	160.573208632042	144.504593310705	145.495636980399	102.688239764919	0.156126495870651	48.5443485523992	95.0407124779948	181.138913768199	215.382174756539	297.48352	370.114473854517
40.3	61.9539466011601	91.4021234015397	125.631356691655	166.854367301486	200.866965737226	228.21644146423	253.827795567853	265.312673515513	12170.3477800864	246.425965595398	178.438512087986	160.865385846072	159.538094273842	143.57506606339	144.561710335926	102.031734912382	0.155133171415187	48.2358684293983	94.4357735591132	179.985112619269	214.013887677122	295.59741	367.770303263006
40.4	61.5514137760099	90.8095451751761	124.818031756798	165.774994101133	199.569073567014	226.741990843084	252.18850820319	263.60018578711	12092.066827866	244.838501951572	177.289197854051	159.83008539692	158.512222064112	142.653819061039	143.636084364615	101.381039741466	0.154148596585	47.9301027712596	93.8361646284056	178.841480952716	212.657625775804	293.72783	365.446659880976
40.5	61.1525045575869	90.2223139814549	124.012057271721	164.705374198507	198.282928205438	225.280855297313	250.563965707914	261.903002770998	12014.4796489779	243.265174901574	176.150133394639	158.804014015041	157.495487391589	141.740758739824	142.718665438405	100.736088889901	0.153172673162388	47.6270211548392	93.2418260075373	177.707905069837	211.313254973884	291.87462	363.143315879792
40.6	60.7571775628866	89.6403686640135	123.213349092812	163.645395986598	197.008395124502	223.832882621847	248.954000040696	260.220950847966	11937.5784246248	241.705824579714	175.02120276208	157.787067364816	156.487787076016	140.835792814166	141.809361206491	100.096817886024	0.15220530426754	47.3265935705215	92.6526988268932	176.584272807837	209.98064299885	290.03758	360.86004648237
40.7	60.3653919808501	89.0636489124088	122.4218242407	162.594949401685	195.745341656738	222.397922713153	247.358445474934	258.553858782472	11861.3554427954	240.160293308706	173.902291594839	156.779142536703	155.489019345235	139.938830256294	140.908080574921	99.4631631345536	0.151246394337136	47.0287904156227	92.0687250127412	175.470473515573	208.659659355935	288.21654	358.596629915468
40.8	59.9771075630971	88.4920952484073	121.637400881386	161.553925898357	194.493636965094	220.975827535273	245.777138561423	256.90155768428	11785.8030965533	238.628425564546	172.793287092113	155.780138024416	154.499083812698	139.049781276178	140.014733686566	98.8350619026232	0.150295849103336	46.733582487914	91.4898472746294	174.366398029729	207.350175300185	286.41133	356.352847362806
40.9	59.5922846148304	87.9256490125306	120.859998307731	160.522218424991	193.253152013387	219.566451086497	244.209918091709	255.263880970818	11710.913882357	237.110067942048	171.694077988888	154.789953702527	153.517881455393	138.168557301825	139.129231901461	98.2124523060702	0.149353575573158	46.4409409792638	90.9160090930105	173.271938651423	206.052063809021	284.62176	354.128482919041
41	59.2108839859102	87.3642523508492	120.089536921286	159.499721399677	192.023759537293	218.169649366649	242.656625062125	253.640664330213	11636.680398411	235.60506912101	170.604554531446	153.808490804468	152.545314592166	137.295070959935	138.251487777495	97.5952732959746	0.148419482008227	46.1508374693952	90.3471547070912	172.186989123234	204.765199555304	282.84766	351.923323544544
41.1	58.8328670620918	86.807848202021	119.32593821445	158.486330686596	190.80533401588	216.785280344977	241.117102638479	252.031745685019	11563.095343047	234.113279832994	169.524608453333	152.835651900943	151.581286862441	136.42923605691	137.381415051456	96.983464645443	0.147493477904899	45.8632439197573	89.7832291028997	171.111444606637	203.489458880868	281.08888	349.73715902098
41.2	58.458195756426	86.256380284568	118.569124752966	157.48194357283	189.597751643661	215.413203928626	239.591196121398	250.436965156593	11490.1515131345	232.634552828718	168.454132951749	151.871340878726	150.625703205326	135.570967560204	136.518928620423	96.3769669366307	0.146575473974742	45.5781326675066	89.2241780015681	170.04520165985	202.224719770535	279.34523	347.569781907684
41.3	58.086832500817	85.7097930843875	117.819020158732	156.486458745595	188.400890303157	214.053281931695	238.078752912298	248.856165030136	11417.8418025203	231.168742846034	167.39302266438	150.915462919845	149.678469839095	134.720181580014	135.663944523484	95.7757215479996	0.14566538212537	45.2954764195984	88.6699478478259	168.988158216063	200.970861826587	277.61655	345.420987498788
41.4	57.7187402377351	85.1680318424918	117.075549092932	155.499776269891	187.214629537962	212.705378044856	236.579622479983	247.289189720363	11346.1592004969	229.715706578498	166.341173646639	149.967924481145	148.739494241042	133.876795351299	134.816379923794	95.1796706418056	0.144763115441633	45.0152482469837	88.1204857986984	167.940213562066	199.72776624369	275.90268	343.290573781122
41.5	57.3538824120817	84.6310425429727	116.338637239472	154.521797566568	186.038850526307	211.369357805526	235.093656327838	245.735885737797	11275.0967902974	228.275302644502	165.298483349327	149.028633274217	147.808685127699	133.040727216122	133.976153090949	94.5887571518104	0.14386858816713	44.7374215789112	87.5757397124079	166.901268317254	198.495315784266	274.20346	341.178341392837
41.6	56.9922229632021	84.0987719011854	115.608211288719	153.552425390778	184.873436055096	210.045088568584	233.620707961638	244.196101655674	11204.6477476191	226.847391556963	164.264850596691	148.097498245691	146.885952435401	132.211896606311	133.143183383676	94.0029247712151	0.142981715686072	44.4619701973312	87.0356581374727	165.871224412997	197.273394754297	272.51873	339.084093582761
41.7	56.6337263170444	83.5711673521482	114.884198921536	152.591563810833	183.718270494416	208.732439477617	232.16063285792	242.669688077454	11134.8053391726	225.431835693566	163.240175564879	147.17442955788	145.971207301217	131.39022402643	132.317391232841	93.42211794081	0.142102414505461	44.1888682313998	86.5001903019996	164.849985072385	196.061888979557	270.84833	337.00763617047
41.8	56.2783573784608	83.0481770391516	114.166528793608	151.639118187435	182.573239772517	207.431281436688	230.713288432937	241.156497604903	11065.5629212574	224.028499267533	162.224359760782	146.259338569776	145.064362044201	130.575631037054	131.498698124746	92.8462818373347	0.141230602237588	43.9180901520813	85.9692861031672	163.837454790323	194.860685782261	269.19211	334.948777507047
41.9	55.9260815236477	82.5297498025757	113.455130520052	150.694995153291	181.43823135123	206.141487082612	229.278534012174	239.656384806768	10996.9139383633	222.637248298929	161.217306001258	145.352137818381	144.165330146995	129.768040238339	130.68702658474	92.2753623620476	0.140366197582851	43.6496107668469	85.4428960968945	162.833539313979	193.669673958122	267.54992	332.907328436526
42	55.576864592724	82.0158351689085	112.7499346603	149.759102593088	180.313134201843	204.862930757734	227.856230800404	238.169206187999	10928.8519217962	221.257950586467	160.218918392716	144.452741000373	143.274026237748	128.967375253896	129.882300161107	91.7093061294977	0.139509120312872	43.3834052144674	84.9209714876928	161.838145623577	192.488743753816	265.9216	330.883102258009
