Energy	Hydrogen	Helium	Lithium	Beryllium	Boron	Carbon	Nitrogen	Oxygen	Fluorine	Neon	Sodium	Magnesium	Aluminum	Silicon	Phosphorus	Sulfur	Chlorine	Argon	Potassium
58	2.88E-05	3.07E-05	0.078528323	0.222138806	0.156971876	0.385908894	2.01E-04	2.33E-04	3.05E-04	1.63E-04	0.166226088	0.44264	0.757496326	0.790677922	0.666693025	0.868767484	0.001381458	8.20E-04	0.538303155
58.1	2.88E-05	3.07E-05	0.078526534	0.222117449	0.156899959	0.385794253	2.01E-04	2.33E-04	3.05E-04	1.62E-04	0.165788405	0.44168	0.755531955	0.788417198	0.664671757	0.865848845	0.00137649	8.17E-04	0.536181819
58.2	2.88E-05	3.07E-05	0.078524759	0.222096243	0.15682854	0.385680418	2.01E-04	2.33E-04	3.04E-04	1.62E-04	0.165353681	0.44073	0.753580888	0.786170606	0.662664351	0.862949063	0.001371557	8.14E-04	0.534074862
58.3	2.88E-05	3.07E-05	0.078522996	0.222075185	0.156757615	0.385567383	2.01E-04	2.33E-04	3.04E-04	1.62E-04	0.164921892	0.43978	0.751643011	0.783938032	0.660670687	0.860067983	0.001366657	8.11E-04	0.531982161
58.4	2.88E-05	3.07E-05	0.078521245	0.222054275	0.15668718	0.385455141	2.00E-04	2.32E-04	3.03E-04	1.61E-04	0.164493011	0.43883	0.749718213	0.781719367	0.65869065	0.857205453	0.00136179	8.08E-04	0.529903595
58.5	2.88E-05	3.07E-05	0.078519507	0.222033511	0.156617229	0.385343684	2.00E-04	2.32E-04	3.03E-04	1.61E-04	0.164067015	0.4379	0.747806384	0.7795145	0.656724123	0.854361323	0.001356956	8.05E-04	0.527839046
58.6	2.88E-05	3.07E-05	0.078517782	0.222012893	0.15654776	0.385233007	2.00E-04	2.32E-04	3.03E-04	1.61E-04	0.16364388	0.43697	0.745907415	0.777323322	0.65477099	0.851535443	0.001352155	8.02E-04	0.525788394
58.7	2.88E-05	3.07E-05	0.078516068	0.221992418	0.156478767	0.385123102	2.00E-04	2.32E-04	3.02E-04	1.61E-04	0.163223582	0.43604	0.744021196	0.775145725	0.652831139	0.848727666	0.001347386	7.99E-04	0.523751523
58.8	2.88E-05	3.07E-05	0.078514367	0.221972087	0.156410247	0.385013962	2.00E-04	2.32E-04	3.02E-04	1.60E-04	0.162806095	0.43512	0.742147622	0.772981601	0.650904456	0.845937845	0.001342649	7.96E-04	0.521728317
58.9	2.88E-05	3.07E-05	0.078512678	0.221951896	0.156342197	0.384905581	2.00E-04	2.31E-04	3.02E-04	1.60E-04	0.162391398	0.43421	0.740286586	0.770830846	0.648990829	0.843165835	0.001337944	7.93E-04	0.519718662
59	2.88E-05	3.07E-05	0.078511	0.221931846	0.156274611	0.384797953	2.00E-04	2.31E-04	3.01E-04	1.60E-04	0.161979467	0.43331	0.738437983	0.768693354	0.647090149	0.840411493	0.00133327	7.90E-04	0.517722443
59.1	2.88E-05	3.07E-05	0.078509335	0.221911935	0.156207485	0.384691071	2.00E-04	2.31E-04	3.01E-04	1.59E-04	0.161570279	0.43241	0.73660171	0.76656902	0.645202307	0.837674676	0.001328628	7.87E-04	0.51573955
59.2	2.88E-05	3.07E-05	0.078507681	0.221892161	0.156140817	0.384584928	2.00E-04	2.31E-04	3.00E-04	1.59E-04	0.16116381	0.43151	0.734777662	0.764457743	0.643327193	0.834955245	0.001324017	7.84E-04	0.513769869
59.3	2.88E-05	3.07E-05	0.078506039	0.221872524	0.156074602	0.384479518	2.00E-04	2.31E-04	3.00E-04	1.59E-04	0.160760038	0.43063	0.73296574	0.76235942	0.641464702	0.832253058	0.001319436	7.81E-04	0.511813293
59.4	2.88E-05	3.07E-05	0.078504409	0.221853023	0.156008836	0.384374835	2.00E-04	2.30E-04	3.00E-04	1.59E-04	0.160358942	0.42975	0.731165841	0.760273949	0.639614726	0.82956798	0.001314886	7.78E-04	0.50986971
59.5	2.88E-05	3.07E-05	0.07850279	0.221833656	0.155943515	0.384270873	1.99E-04	2.30E-04	2.99E-04	1.58E-04	0.159960498	0.42887	0.729377866	0.758201232	0.637777161	0.826899872	0.001310366	7.76E-04	0.507939014
59.6	2.88E-05	3.07E-05	0.078501182	0.221814422	0.155878636	0.384167625	1.99E-04	2.30E-04	2.99E-04	1.58E-04	0.159564684	0.428	0.727601716	0.756141169	0.635951904	0.8242486	0.001305877	7.73E-04	0.506021097
59.7	2.88E-05	3.07E-05	0.078499585	0.22179532	0.155814195	0.384065085	1.99E-04	2.30E-04	2.99E-04	1.58E-04	0.15917148	0.42714	0.725837293	0.754093662	0.634138851	0.821614028	0.001301417	7.70E-04	0.504115854
59.8	2.88E-05	3.07E-05	0.078498	0.221776348	0.155750189	0.383963248	1.99E-04	2.30E-04	2.98E-04	1.58E-04	0.158780862	0.42628	0.724084501	0.752058612	0.6323379	0.818996026	0.001296986	7.67E-04	0.50222318
59.9	2.88E-05	3.07E-05	0.078496425	0.221757507	0.155686613	0.383862108	1.99E-04	2.30E-04	2.98E-04	1.57E-04	0.158392811	0.42543	0.722343243	0.750035925	0.630548952	0.816394461	0.001292585	7.64E-04	0.500342972
60	2.88E-05	3.07E-05	0.078494862	0.221738794	0.155623464	0.383761657	1.99E-04	2.29E-04	2.98E-04	1.57E-04	0.158007305	0.42458	0.720613425	0.748025505	0.628771905	0.813809202	0.001288213	7.62E-04	0.498475126
60.1	2.88E-05	3.07E-05	0.078493309	0.221720209	0.155560738	0.383661891	1.99E-04	2.29E-04	2.97E-04	1.57E-04	0.157624323	0.42374	0.718894952	0.746027257	0.633328354	0.811240121	0.001283869	7.59E-04	0.496619541
60.2	2.88E-05	3.07E-05	0.078491767	0.22170175	0.155498433	0.383562805	1.99E-04	2.29E-04	2.97E-04	1.56E-04	0.157243845	0.42291	0.717187732	0.744041087	0.631693973	0.808687091	0.001279555	7.56E-04	0.494776117
60.3	2.88E-05	3.07E-05	0.078490236	0.221683417	0.155436543	0.383464391	1.99E-04	2.29E-04	2.97E-04	1.56E-04	0.156865849	0.42208	0.715491672	0.742066903	0.630068475	0.806149983	0.001275268	7.54E-04	0.492944754
60.4	2.88E-05	3.07E-05	0.078488715	0.221665208	0.155375067	0.383366644	1.99E-04	2.29E-04	2.96E-04	1.56E-04	0.156490316	0.42125	0.713806681	0.740104612	0.628451799	0.803628674	0.001271009	7.51E-04	0.491125352
60.5	2.88E-05	3.07E-05	0.078487205	0.221647122	0.155314	0.383269559	1.99E-04	2.29E-04	2.96E-04	1.56E-04	0.156117226	0.42043	0.712132669	0.738154125	0.626843882	0.801123039	0.001266779	7.48E-04	0.489317815
60.6	2.88E-05	3.07E-05	0.078485705	0.221629159	0.15525334	0.383173131	1.98E-04	2.28E-04	2.96E-04	1.55E-04	0.155746558	0.41962	0.710469546	0.736215349	0.625244663	0.798632955	0.001262576	7.46E-04	0.487522046
60.7	2.88E-05	3.07E-05	0.078484215	0.221611317	0.155193082	0.383077353	1.98E-04	2.28E-04	2.95E-04	1.55E-04	0.155378293	0.41881	0.708817223	0.734288197	0.623654081	0.796158301	0.0012584	7.43E-04	0.485737948
60.8	2.88E-05	3.07E-05	0.078482736	0.221593595	0.155133223	0.382982221	1.98E-04	2.28E-04	2.95E-04	1.55E-04	0.155012412	0.41801	0.707175613	0.732372579	0.622072074	0.793698954	0.001254252	7.41E-04	0.483965427
60.9	2.88E-05	3.07E-05	0.078481267	0.221575992	0.155073761	0.382887728	1.98E-04	2.28E-04	2.95E-04	1.55E-04	0.154648895	0.41721	0.70554463	0.730468407	0.620498584	0.791254797	0.00125013	7.38E-04	0.48220439
61	2.88E-05	3.07E-05	0.078479808	0.221558508	0.155014691	0.38279387	1.98E-04	2.28E-04	2.94E-04	1.54E-04	0.154287723	0.41642	0.703924186	0.728575596	0.61893355	0.788825711	0.001246035	7.35E-04	0.480454742
61.1	2.88E-05	3.07E-05	0.078478359	0.221541141	0.154956011	0.382700641	1.98E-04	2.28E-04	2.94E-04	1.54E-04	0.153928877	0.41563	0.702314196	0.726694058	0.617376915	0.786411577	0.001241967	7.33E-04	0.478716392
61.2	2.88E-05	3.07E-05	0.078476919	0.22152389	0.154897718	0.382608036	1.98E-04	2.27E-04	2.94E-04	1.54E-04	0.153572339	0.41485	0.700714577	0.724823708	0.615828619	0.784012281	0.001237925	7.30E-04	0.476989249
61.3	2.88E-05	3.07E-05	0.07847549	0.221506754	0.154839807	0.38251605	1.98E-04	2.27E-04	2.93E-04	1.54E-04	0.153218089	0.41407	0.699125245	0.722964462	0.614288604	0.781627707	0.001233909	7.28E-04	0.475273222
61.4	2.88E-05	3.07E-05	0.07847407	0.221489733	0.154782277	0.382424677	1.98E-04	2.27E-04	2.93E-04	1.54E-04	0.15286611	0.4133	0.697546116	0.721116236	0.612756814	0.779257741	0.001229919	7.25E-04	0.473568222
61.5	2.88E-05	3.07E-05	0.07847266	0.221472825	0.154725124	0.382333913	1.98E-04	2.27E-04	2.93E-04	1.53E-04	0.152516383	0.41254	0.69597711	0.719278946	0.611233191	0.77690227	0.001225955	7.23E-04	0.47187416
61.6	2.88E-05	3.07E-05	0.078471259	0.22145603	0.154668345	0.382243753	1.98E-04	2.27E-04	2.93E-04	1.53E-04	0.15216889	0.41177	0.694418144	0.717452512	0.609717678	0.774561182	0.001222016	7.20E-04	0.470190949
61.7	2.88E-05	3.07E-05	0.078469868	0.221439346	0.154611937	0.382154191	1.97E-04	2.27E-04	2.92E-04	1.53E-04	0.151823613	0.41102	0.692869139	0.71563685	0.608210221	0.772234367	0.001218102	7.18E-04	0.468518501
61.8	2.88E-05	3.07E-05	0.078468486	0.221422772	0.154555896	0.382065223	1.97E-04	2.27E-04	2.92E-04	1.53E-04	0.151480535	0.41027	0.691330015	0.713831881	0.606710762	0.769921714	0.001214214	7.16E-04	0.46685673
61.9	2.88E-05	3.07E-05	0.078467113	0.221406309	0.15450022	0.381976843	1.97E-04	2.26E-04	2.92E-04	1.52E-04	0.151139639	0.40952	0.689800693	0.712037524	0.605219248	0.767623115	0.00121035	7.13E-04	0.465205552
62	2.88E-05	3.07E-05	0.07846575	0.221389954	0.154444907	0.381889048	1.97E-04	2.26E-04	2.91E-04	1.52E-04	0.150800905	0.40878	0.688281094	0.7102537	0.603735623	0.765338461	0.001206511	7.11E-04	0.463564882
62.1	2.88E-05	3.07E-05	0.078464396	0.221373707	0.154389952	0.381801831	1.97E-04	2.26E-04	2.91E-04	1.52E-04	0.150464319	0.40804	0.686771142	0.70848033	0.602259834	0.763067647	0.001202696	7.08E-04	0.461934635
62.2	2.88E-05	3.07E-05	0.078463051	0.221357567	0.154335353	0.381715189	1.97E-04	2.26E-04	2.91E-04	1.52E-04	0.150129862	0.40731	0.68527076	0.706717337	0.600791826	0.760810566	0.001198906	7.06E-04	0.46031473
62.3	2.88E-05	3.07E-05	0.078461715	0.221341533	0.154281108	0.381629117	1.97E-04	2.26E-04	2.90E-04	1.51E-04	0.149797517	0.40658	0.683779872	0.704964643	0.599331548	0.758567114	0.00119514	7.04E-04	0.458705085
62.4	2.88E-05	3.07E-05	0.078460388	0.221325605	0.154227213	0.381543609	1.97E-04	2.26E-04	2.90E-04	1.51E-04	0.149467269	0.40586	0.682298403	0.703222172	0.597878945	0.756337186	0.001191397	7.01E-04	0.457105617
62.5	2.88E-05	3.07E-05	0.078459069	0.221309781	0.154173665	0.381458662	1.97E-04	2.26E-04	2.90E-04	1.51E-04	0.1491391	0.40514	0.680826279	0.701489847	0.596433966	0.754120679	0.001187679	6.99E-04	0.455516247
62.6	2.88E-05	3.07E-05	0.07845776	0.22129406	0.154120462	0.381374271	1.97E-04	2.25E-04	2.90E-04	1.51E-04	0.148812994	0.40442	0.679363425	0.699767595	0.594996558	0.751917493	0.001183983	6.97E-04	0.453936895
62.7	2.88E-05	3.07E-05	0.078456459	0.221278443	0.154067602	0.381290431	1.97E-04	2.25E-04	2.89E-04	1.51E-04	0.148488934	0.40371	0.677909768	0.698055341	0.593566671	0.749727525	0.001180312	6.94E-04	0.452367481
62.8	2.88E-05	3.07E-05	0.078455167	0.221262927	0.15401508	0.381207138	1.97E-04	2.25E-04	2.89E-04	1.50E-04	0.148166906	0.40301	0.676465238	0.69635301	0.592144253	0.747550675	0.001176663	6.92E-04	0.450807928
62.9	2.88E-05	3.07E-05	0.078453883	0.221247512	0.153962895	0.381124388	1.97E-04	2.25E-04	2.89E-04	1.50E-04	0.147846892	0.40231	0.67502976	0.694660529	0.590729254	0.745386845	0.001173037	6.90E-04	0.449258159
63	2.88E-05	3.07E-05	0.078452608	0.221232197	0.153911044	0.381042175	1.96E-04	2.25E-04	2.88E-04	1.50E-04	0.147528877	0.40161	0.673603266	0.692977827	0.589321623	0.743235936	0.001169434	6.88E-04	0.447718095
63.1	2.88E-05	3.07E-05	0.078451341	0.221216982	0.153859524	0.380960497	1.96E-04	2.25E-04	2.88E-04	1.50E-04	0.147212846	0.40092	0.672185683	0.691304831	0.587921311	0.741097851	0.001165853	6.85E-04	0.446187663
63.2	2.88E-05	3.07E-05	0.078450083	0.221201866	0.153808332	0.380879347	1.96E-04	2.25E-04	2.88E-04	1.50E-04	0.146898782	0.40023	0.670776944	0.68964147	0.586528268	0.738972493	0.001162295	6.83E-04	0.444666785
63.3	2.88E-05	3.07E-05	0.078448833	0.221186847	0.153757467	0.380798723	1.96E-04	2.24E-04	2.88E-04	1.49E-04	0.146586671	0.39955	0.669376978	0.687987674	0.585142446	0.736859766	0.00115876	6.81E-04	0.443155387
63.4	2.88E-05	3.07E-05	0.078447591	0.221171926	0.153706925	0.38071862	1.96E-04	2.24E-04	2.87E-04	1.49E-04	0.146276497	0.39887	0.667985717	0.686343372	0.583763796	0.734759576	0.001155246	6.79E-04	0.441653397
63.5	2.88E-05	3.07E-05	0.078446357	0.2211571	0.153656703	0.380639033	1.96E-04	2.24E-04	2.87E-04	1.49E-04	0.145968246	0.3982	0.666603094	0.684708496	0.582392269	0.732671829	0.001151754	6.76E-04	0.440160739
63.6	2.88E-05	3.07E-05	0.078445132	0.221142371	0.1536068	0.380559959	1.96E-04	2.24E-04	2.87E-04	1.49E-04	0.145661902	0.39753	0.665229041	0.683082977	0.581027818	0.730596432	0.001148284	6.74E-04	0.438677342
63.7	2.88E-05	3.07E-05	0.078443914	0.221127736	0.153557213	0.380481394	1.96E-04	2.24E-04	2.87E-04	1.48E-04	0.145357451	0.39686	0.663863492	0.681466746	0.579670396	0.728533292	0.001144835	6.72E-04	0.437203134
63.8	2.88E-05	3.07E-05	0.078442704	0.221113194	0.153507938	0.380403333	1.96E-04	2.24E-04	2.86E-04	1.48E-04	0.145054877	0.3962	0.662506382	0.679859736	0.578319956	0.726482319	0.001141408	6.70E-04	0.435738044
63.9	2.88E-05	3.07E-05	0.078441502	0.221098747	0.153458975	0.380325772	1.96E-04	2.24E-04	2.86E-04	1.48E-04	0.144754167	0.39554	0.661157644	0.67826188	0.576976451	0.724443421	0.001138002	6.68E-04	0.434282002
64	2.88E-05	3.07E-05	0.078440309	0.221084391	0.15341032	0.380248708	1.96E-04	2.23E-04	2.86E-04	1.48E-04	0.144455306	0.39489	0.659817215	0.676673113	0.575639835	0.722416509	0.001134617	6.66E-04	0.432834936
64.1	2.88E-05	3.07E-05	0.078439122	0.221070128	0.153361971	0.380172137	1.96E-04	2.23E-04	2.86E-04	1.48E-04	0.14415828	0.39424	0.65848503	0.675093368	0.574310063	0.720401494	0.001131253	6.64E-04	0.431396779
64.2	2.88E-05	3.07E-05	0.078437944	0.221055955	0.153313926	0.380096054	1.96E-04	2.23E-04	2.85E-04	1.47E-04	0.143863075	0.39359	0.657161026	0.67352258	0.572987088	0.718398288	0.00112791	6.62E-04	0.429967461
64.3	2.88E-05	3.07E-05	0.078436773	0.221041873	0.153266181	0.380020455	1.96E-04	2.23E-04	2.85E-04	1.47E-04	0.143569677	0.39295	0.65584514	0.671960684	0.571670865	0.716406803	0.001124587	6.59E-04	0.428546915
64.4	2.88E-05	3.07E-05	0.07843561	0.221027881	0.153218736	0.379945338	1.95E-04	2.23E-04	2.85E-04	1.47E-04	0.143278071	0.39231	0.654537309	0.670407617	0.570361351	0.714426953	0.001121285	6.57E-04	0.427135072
64.5	2.88E-05	3.07E-05	0.078434454	0.221013977	0.153171587	0.379870698	1.95E-04	2.23E-04	2.85E-04	1.47E-04	0.142988245	0.39168	0.653237473	0.668863315	0.5690585	0.712458653	0.001118003	6.55E-04	0.425731868
64.6	2.88E-05	3.07E-05	0.078433306	0.221000161	0.153124732	0.37979653	1.95E-04	2.23E-04	2.84E-04	1.47E-04	0.142700184	0.39105	0.651945569	0.667327716	0.567762269	0.710501816	0.001114741	6.53E-04	0.424337235
64.7	2.88E-05	3.07E-05	0.078432165	0.220986433	0.153078169	0.379722833	1.95E-04	2.23E-04	2.84E-04	1.46E-04	0.142413876	0.39043	0.650661538	0.665800756	0.566472614	0.708556358	0.001111499	6.51E-04	0.422951108
64.8	2.88E-05	3.07E-05	0.078431031	0.220972792	0.153031895	0.379649601	1.95E-04	2.22E-04	2.84E-04	1.46E-04	0.142129306	0.3898	0.649385319	0.664282374	0.565189492	0.706622197	0.001108277	6.49E-04	0.421573422
64.9	2.88E-05	3.07E-05	0.078429905	0.220959237	0.152985909	0.379576832	1.95E-04	2.22E-04	2.84E-04	1.46E-04	0.141846462	0.38919	0.648116852	0.66277251	0.563912859	0.70469925	0.001105074	6.47E-04	0.420204113
65	2.88E-05	3.07E-05	0.078428786	0.220945767	0.152940208	0.379504521	1.95E-04	2.22E-04	2.83E-04	1.46E-04	0.141565331	0.38857	0.64685608	0.661271101	0.562642674	0.702787433	0.001101891	6.45E-04	0.418843117
65.1	2.88E-05	3.07E-05	0.078427674	0.220932382	0.15289479	0.379432666	1.95E-04	2.22E-04	2.83E-04	1.46E-04	0.141285899	0.38796	0.645602943	0.659778088	0.561378894	0.700886667	0.001098728	6.43E-04	0.417490371
65.2	2.88E-05	3.07E-05	0.07842657	0.220919082	0.152849653	0.379361262	1.95E-04	2.22E-04	2.83E-04	1.46E-04	0.141008154	0.38735	0.644357384	0.658293412	0.560121477	0.69899687	0.001095583	6.41E-04	0.416145812
65.3	2.88E-05	3.07E-05	0.078425472	0.220905864	0.152804795	0.379290305	1.95E-04	2.22E-04	2.83E-04	1.45E-04	0.140732083	0.38675	0.643119345	0.656817012	0.558870382	0.697117962	0.001092458	6.39E-04	0.414809379
65.4	2.88E-05	3.07E-05	0.078424381	0.22089273	0.152760212	0.379219793	1.95E-04	2.22E-04	2.82E-04	1.45E-04	0.140457673	0.38615	0.641888769	0.655348831	0.557625567	0.695249864	0.001089351	6.37E-04	0.41348101
65.5	2.88E-05	3.07E-05	0.078423297	0.220879678	0.152715905	0.379149723	1.95E-04	2.22E-04	2.82E-04	1.45E-04	0.140184912	0.38556	0.640665601	0.65388881	0.556386991	0.693392498	0.001086263	6.36E-04	0.412160644
65.6	2.88E-05	3.07E-05	0.07842222	0.220866707	0.152671869	0.379080089	1.95E-04	2.21E-04	2.82E-04	1.45E-04	0.139913787	0.38496	0.639449784	0.652436891	0.555154614	0.691545786	0.001083194	6.34E-04	0.41084822
65.7	2.88E-05	3.07E-05	0.07842115	0.220853817	0.152628104	0.37901089	1.95E-04	2.21E-04	2.82E-04	1.45E-04	0.139644287	0.38438	0.638241263	0.650993018	0.553928397	0.689709651	0.001080144	6.32E-04	0.40954368
65.8	2.88E-05	3.07E-05	0.078420087	0.220841007	0.152584606	0.378942122	1.95E-04	2.21E-04	2.81E-04	1.44E-04	0.139376398	0.38379	0.637039984	0.649557133	0.552708297	0.687884016	0.001077111	6.30E-04	0.408246964
65.9	2.88E-05	3.07E-05	0.078419031	0.220828277	0.152541375	0.378873781	1.94E-04	2.21E-04	2.81E-04	1.44E-04	0.139110109	0.38321	0.635845891	0.648129181	0.551494277	0.686068805	0.001074097	6.28E-04	0.406958013
66	2.88E-05	3.07E-05	0.078417981	0.220815626	0.152498408	0.378805865	1.94E-04	2.21E-04	2.81E-04	1.44E-04	0.138845408	0.38263	0.634658932	0.646709106	0.550286297	0.684263944	0.001071101	6.26E-04	0.405676769
66.1	2.88E-05	3.07E-05	0.078416937	0.220803054	0.152455703	0.378738369	1.94E-04	2.21E-04	2.81E-04	1.44E-04	0.138582283	0.38206	0.633479053	0.645296852	0.549084318	0.682469357	0.001068123	6.24E-04	0.404403175
66.2	2.88E-05	3.07E-05	0.078415901	0.220790559	0.152413257	0.378671291	1.94E-04	2.21E-04	2.80E-04	1.44E-04	0.138320723	0.38149	0.632306201	0.643892365	0.547888301	0.680684971	0.001065163	6.22E-04	0.403137172
66.3	2.88E-05	3.07E-05	0.078414871	0.220778142	0.15237107	0.378604628	1.94E-04	2.21E-04	2.80E-04	1.44E-04	0.138060715	0.38092	0.631140324	0.642495591	0.546698208	0.678910713	0.00106222	6.20E-04	0.401878706
66.4	2.88E-05	3.07E-05	0.078413847	0.220765801	0.152329139	0.378538376	1.94E-04	2.21E-04	2.80E-04	1.43E-04	0.137802248	0.38036	0.62998137	0.641106475	0.545514	0.67714651	0.001059295	6.19E-04	0.400627719
66.5	2.88E-05	3.07E-05	0.07841283	0.220753536	0.152287462	0.378472532	1.94E-04	2.20E-04	2.80E-04	1.43E-04	0.137545311	0.3798	0.628829287	0.639724964	0.544335641	0.67539229	0.001056387	6.17E-04	0.399384156
66.6	2.88E-05	3.07E-05	0.078411819	0.220741347	0.152246038	0.378407093	1.94E-04	2.20E-04	2.80E-04	1.43E-04	0.137289892	0.37924	0.627684024	0.638351006	0.543163092	0.673647982	0.001053497	6.15E-04	0.398147961
66.7	2.88E-05	3.07E-05	0.078410814	0.220729232	0.152204863	0.378342056	1.94E-04	2.20E-04	2.79E-04	1.43E-04	0.137035981	0.37869	0.626545531	0.636984547	0.541996316	0.671913516	0.001050624	6.13E-04	0.396919081
66.8	2.88E-05	3.07E-05	0.078409816	0.220717192	0.152163937	0.378277417	1.94E-04	2.20E-04	2.79E-04	1.43E-04	0.136783565	0.37813	0.625413758	0.635625536	0.540835278	0.67018882	0.001047767	6.11E-04	0.395697461
66.9	2.88E-05	3.07E-05	0.078408824	0.220705226	0.152123258	0.378213175	1.94E-04	2.20E-04	2.79E-04	1.43E-04	0.136532634	0.37759	0.624288656	0.634273922	0.539679939	0.668473826	0.001044928	6.10E-04	0.394483048
67	2.88E-05	3.07E-05	0.078407838	0.220693332	0.152082823	0.378149325	1.94E-04	2.20E-04	2.79E-04	1.42E-04	0.136283178	0.37704	0.623170174	0.632929652	0.538530263	0.666768465	0.001042105	6.08E-04	0.393275788
67.1	2.88E-05	3.07E-05	0.078406858	0.220681512	0.152042631	0.378085866	1.94E-04	2.20E-04	2.78E-04	1.42E-04	0.136035184	0.3765	0.622058265	0.631592676	0.537386215	0.665072668	0.0010393	6.06E-04	0.392075628
67.2	2.88E-05	3.07E-05	0.078405884	0.220669763	0.152002681	0.378022793	1.94E-04	2.20E-04	2.78E-04	1.42E-04	0.135788643	0.37597	0.62095288	0.630262944	0.53624776	0.663386367	0.00103651	6.04E-04	0.390882517
67.3	2.88E-05	3.07E-05	0.078404916	0.220658086	0.151962969	0.377960104	1.94E-04	2.20E-04	2.78E-04	1.42E-04	0.135543544	0.37543	0.61985397	0.628940407	0.53511486	0.661709496	0.001033737	6.03E-04	0.389696402
67.4	2.88E-05	3.07E-05	0.078403955	0.22064648	0.151923495	0.377897796	1.94E-04	2.19E-04	2.78E-04	1.42E-04	0.135299876	0.3749	0.61876149	0.627625013	0.533987482	0.660041988	0.00103098	6.01E-04	0.388517233
67.5	2.88E-05	3.07E-05	0.078402999	0.220634945	0.151884257	0.377835866	1.94E-04	2.19E-04	2.78E-04	1.42E-04	0.135057628	0.37437	0.61767539	0.626316715	0.53286559	0.658383778	0.00102824	5.99E-04	0.387344958
67.6	2.88E-05	3.07E-05	0.078402049	0.220623479	0.151845253	0.377774312	1.93E-04	2.19E-04	2.77E-04	1.41E-04	0.134816792	0.37385	0.616595626	0.625015464	0.53174915	0.656734798	0.001025515	5.98E-04	0.386179527
67.7	2.88E-05	3.07E-05	0.078401105	0.220612083	0.151806481	0.37771313	1.93E-04	2.19E-04	2.77E-04	1.41E-04	0.134577355	0.37333	0.61552215	0.623721212	0.530638127	0.655094985	0.001022807	5.96E-04	0.385020889
67.8	2.88E-05	3.07E-05	0.078400167	0.220600756	0.15176794	0.377652318	1.93E-04	2.19E-04	2.77E-04	1.41E-04	0.134339308	0.37281	0.614454918	0.62243391	0.529532487	0.653464275	0.001020114	5.94E-04	0.383868997
67.9	2.88E-05	3.07E-05	0.078399234	0.220589497	0.151729627	0.377591872	1.93E-04	2.19E-04	2.77E-04	1.41E-04	0.134102641	0.37229	0.613393882	0.621153511	0.528432197	0.651842602	0.001017437	5.92E-04	0.382723799
68	2.88E-05	3.07E-05	0.078398308	0.220578305	0.151691541	0.377531791	1.93E-04	2.19E-04	2.77E-04	1.41E-04	0.133867344	0.37178	0.612338999	0.619879968	0.527337223	0.650229905	0.001014775	5.91E-04	0.381585249
68.1	2.88E-05	3.07E-05	0.078397386	0.220567182	0.151653681	0.377472071	1.93E-04	2.19E-04	2.76E-04	1.41E-04	0.133633407	0.37127	0.611290224	0.618613235	0.526247531	0.648626121	0.001012129	5.89E-04	0.380453297
68.2	2.88E-05	3.07E-05	0.078396471	0.220556125	0.151616045	0.37741271	1.93E-04	2.19E-04	2.76E-04	1.40E-04	0.133400819	0.37076	0.610247512	0.617353265	0.525163088	0.647031187	0.001009498	5.88E-04	0.379327895
68.3	2.88E-05	3.07E-05	0.078395561	0.220545134	0.15157863	0.377353705	1.93E-04	2.18E-04	2.76E-04	1.40E-04	0.133169572	0.37026	0.60921082	0.616100012	0.524083862	0.645445041	0.001006883	5.86E-04	0.378208996
68.4	2.88E-05	3.07E-05	0.078394657	0.220534209	0.151541437	0.377295054	1.93E-04	2.18E-04	2.76E-04	1.40E-04	0.132939656	0.36976	0.608180104	0.61485343	0.52300982	0.643867624	0.001004283	5.84E-04	0.377096554
68.5	2.88E-05	3.07E-05	0.078393758	0.22052335	0.151504462	0.377236753	1.93E-04	2.18E-04	2.76E-04	1.40E-04	0.132711061	0.36926	0.607155321	0.613613476	0.52194093	0.642298872	0.001001697	5.83E-04	0.375990521
68.6	2.88E-05	3.07E-05	0.078392865	0.220512555	0.151467704	0.377178801	1.93E-04	2.18E-04	2.75E-04	1.40E-04	0.132483777	0.36877	0.606136428	0.612380103	0.52087716	0.640738728	9.99E-04	5.81E-04	0.374890852
68.7	2.88E-05	3.07E-05	0.078391977	0.220501825	0.151431162	0.377121194	1.93E-04	2.18E-04	2.75E-04	1.40E-04	0.132257795	0.36827	0.605123383	0.611153267	0.519818477	0.639187131	9.97E-04	5.79E-04	0.3737975
68.8	2.88E-05	3.07E-05	0.078391094	0.220491159	0.151394834	0.37706393	1.93E-04	2.18E-04	2.75E-04	1.40E-04	0.132033107	0.36778	0.604116144	0.609932924	0.518764851	0.637644022	9.94E-04	5.78E-04	0.37271042
68.9	2.88E-05	3.07E-05	0.078390217	0.220480556	0.151358719	0.377007006	1.93E-04	2.18E-04	2.75E-04	1.39E-04	0.131809701	0.3673	0.60311467	0.608719032	0.51771625	0.636109342	9.92E-04	5.76E-04	0.371629567
69	2.88E-05	3.07E-05	0.078389345	0.220470016	0.151322814	0.376950421	1.93E-04	2.18E-04	2.75E-04	1.39E-04	0.13158757	0.36681	0.602118918	0.607511545	0.516672642	0.634583033	9.89E-04	5.75E-04	0.370554897
69.1	2.88E-05	3.07E-05	0.078388478	0.220459539	0.151287119	0.376894171	1.93E-04	2.18E-04	2.74E-04	1.39E-04	0.131366705	0.36633	0.601128849	0.606310421	0.515633998	0.633065038	9.86E-04	5.73E-04	0.369486366
