Energy	Hydrogen	Helium	Lithium	Beryllium	Boron	Carbon	Nitrogen	Oxygen	Fluorine	Neon	Sodium	Magnesium	Aluminum	Silicon	Phosphorus	Sulfur	Chlorine	Argon	Potassium
86.5	2.88E-05	3.07E-05	0.078292602	0.219292182	0.147283191	0.37062637	1.87E-04	2.07E-04	2.53E-04	1.22E-04	0.106353236	0.31224	0.489084604	0.466153699	0.389948448	0.458132786	7.04E-04	3.96E-04	0.248610932
86.6	2.88E-05	3.07E-05	0.078292265	0.219288036	0.14726885	0.370604107	1.87E-04	2.07E-04	2.53E-04	1.22E-04	0.106262566	0.31204	0.488678845	0.465626697	0.389454924	0.457484986	7.03E-04	3.96E-04	0.248173416
86.7	2.88E-05	3.07E-05	0.078291929	0.21928391	0.147254575	0.370581949	1.87E-04	2.07E-04	2.53E-04	1.22E-04	0.106172309	0.31185	0.488274932	0.465101909	0.388963275	0.456840001	7.02E-04	3.95E-04	0.247737894
86.8	2.88E-05	3.07E-05	0.078291594	0.219279803	0.147240367	0.370559895	1.87E-04	2.07E-04	2.53E-04	1.22E-04	0.106082461	0.31166	0.487872854	0.464579325	0.388473494	0.456197814	7.01E-04	3.95E-04	0.247304353
86.9	2.88E-05	3.07E-05	0.078291262	0.219275715	0.147226225	0.370537946	1.87E-04	2.07E-04	2.53E-04	1.22E-04	0.10599302	0.31147	0.487472602	0.464058932	0.38798557	0.455558411	7.00E-04	3.94E-04	0.246872782
87	2.88E-05	3.07E-05	0.078290931	0.219271647	0.147212149	0.3705161	1.87E-04	2.07E-04	2.52E-04	1.22E-04	0.105903984	0.31128	0.487074164	0.463540719	0.387499494	0.454921777	6.99E-04	3.93E-04	0.24644317
87.1	2.88E-05	3.07E-05	0.078290601	0.219267598	0.147198138	0.370494357	1.87E-04	2.07E-04	2.52E-04	1.22E-04	0.10581535	0.31109	0.486677531	0.463024675	0.387015257	0.454287896	6.98E-04	3.93E-04	0.246015506
87.2	2.88E-05	3.07E-05	0.078290273	0.219263568	0.147184191	0.370472716	1.87E-04	2.07E-04	2.52E-04	1.22E-04	0.105727117	0.3109	0.486282692	0.462510787	0.386532851	0.453656754	6.97E-04	3.92E-04	0.245589778
87.3	2.88E-05	3.07E-05	0.078289947	0.219259557	0.147170309	0.370451176	1.87E-04	2.07E-04	2.52E-04	1.22E-04	0.105639281	0.31071	0.485889637	0.461999045	0.386052266	0.453028335	6.96E-04	3.91E-04	0.245165976
87.4	2.88E-05	3.07E-05	0.078289622	0.219255565	0.147156491	0.370429738	1.87E-04	2.06E-04	2.52E-04	1.22E-04	0.105551841	0.31052	0.485498357	0.461489436	0.385573493	0.452402624	6.95E-04	3.91E-04	0.244744089
87.5	2.88E-05	3.07E-05	0.078289299	0.219251591	0.147142736	0.3704084	1.87E-04	2.06E-04	2.52E-04	1.22E-04	0.105464795	0.31033	0.48510884	0.46098195	0.385096524	0.451779607	6.94E-04	3.90E-04	0.244324106
87.6	2.88E-05	3.07E-05	0.078288978	0.219247636	0.147129045	0.370387162	1.87E-04	2.06E-04	2.52E-04	1.22E-04	0.10537814	0.31015	0.484721077	0.460476576	0.384621349	0.451159269	6.93E-04	3.90E-04	0.243906016
87.7	2.88E-05	3.07E-05	0.078288657	0.219243699	0.147115417	0.370366023	1.87E-04	2.06E-04	2.52E-04	1.22E-04	0.105291873	0.30996	0.484335058	0.459973301	0.38414796	0.450541596	6.92E-04	3.89E-04	0.243489809
87.8	2.88E-05	3.07E-05	0.078288339	0.219239781	0.147101852	0.370344983	1.87E-04	2.06E-04	2.52E-04	1.22E-04	0.105205994	0.30978	0.483950774	0.459472116	0.383676349	0.449926573	6.91E-04	3.88E-04	0.243075474
87.9	2.88E-05	3.07E-05	0.078288022	0.219235881	0.147088348	0.370324041	1.87E-04	2.06E-04	2.52E-04	1.21E-04	0.105120499	0.3096	0.483568214	0.458973008	0.383206506	0.449314185	6.90E-04	3.88E-04	0.242663
88	2.88E-05	3.07E-05	0.078287706	0.219232	0.147074907	0.370303196	1.87E-04	2.06E-04	2.52E-04	1.21E-04	0.105035387	0.30941	0.483187369	0.458475968	0.382738422	0.44870442	6.89E-04	3.87E-04	0.242252377
88.1	2.88E-05	3.07E-05	0.078287392	0.219228136	0.147061527	0.370282448	1.87E-04	2.06E-04	2.52E-04	1.21E-04	0.104950655	0.30923	0.482808229	0.457980984	0.38227209	0.448097261	6.88E-04	3.87E-04	0.241843595
88.2	2.88E-05	3.07E-05	0.078287079	0.21922429	0.147048208	0.370261797	1.87E-04	2.06E-04	2.52E-04	1.21E-04	0.104866301	0.30905	0.482430785	0.457488045	0.381807501	0.447492696	6.88E-04	3.86E-04	0.241436642
88.3	2.88E-05	3.07E-05	0.078286768	0.219220462	0.14703495	0.370241242	1.87E-04	2.06E-04	2.51E-04	1.21E-04	0.104782324	0.30887	0.482055027	0.456997141	0.381344646	0.446890709	6.87E-04	3.85E-04	0.24103151
88.4	2.88E-05	3.07E-05	0.078286458	0.219216652	0.147021753	0.370220782	1.87E-04	2.06E-04	2.51E-04	1.21E-04	0.10469872	0.30869	0.481680946	0.45650826	0.380883517	0.446291289	6.86E-04	3.85E-04	0.240628188
88.5	2.88E-05	3.07E-05	0.07828615	0.21921286	0.147008615	0.370200416	1.87E-04	2.06E-04	2.51E-04	1.21E-04	0.104615489	0.30851	0.481308532	0.456021393	0.380424105	0.445694419	6.85E-04	3.84E-04	0.240226665
88.6	2.88E-05	3.07E-05	0.078285844	0.219209085	0.146995538	0.370180145	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.104532627	0.30834	0.480937777	0.455536529	0.379966403	0.445100088	6.84E-04	3.84E-04	0.239826932
88.7	2.88E-05	3.07E-05	0.078285538	0.219205327	0.14698252	0.370159968	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.104450133	0.30816	0.48056867	0.455053657	0.379510401	0.44450828	6.83E-04	3.83E-04	0.239428978
88.8	2.88E-05	3.07E-05	0.078285234	0.219201587	0.146969561	0.370139883	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.104368005	0.30798	0.480201203	0.454572767	0.379056093	0.443918983	6.82E-04	3.82E-04	0.239032795
88.9	2.88E-05	3.07E-05	0.078284932	0.219197864	0.14695666	0.370119892	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.10428624	0.30781	0.479835366	0.454093848	0.378603469	0.443332184	6.81E-04	3.82E-04	0.238638371
89	2.88E-05	3.07E-05	0.078284631	0.219194159	0.146943819	0.370099992	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.104204837	0.30763	0.479471151	0.45361689	0.378152521	0.442747868	6.80E-04	3.81E-04	0.238245697
89.1	2.88E-05	3.07E-05	0.078284331	0.21919047	0.146931035	0.370080184	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.104123794	0.30746	0.479108548	0.453141884	0.377703242	0.442166023	6.79E-04	3.81E-04	0.237854764
89.2	2.88E-05	3.07E-05	0.078284033	0.219186798	0.146918309	0.370060467	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.104043109	0.30729	0.478747549	0.452668818	0.377255623	0.441586635	6.78E-04	3.80E-04	0.237465561
89.3	2.88E-05	3.07E-05	0.078283736	0.219183143	0.146905641	0.37004084	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.103962779	0.30711	0.478388145	0.452197683	0.376809657	0.441009691	6.77E-04	3.80E-04	0.23707808
89.4	2.88E-05	3.07E-05	0.078283441	0.219179505	0.146893029	0.370021303	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.103882804	0.30694	0.478030327	0.451728469	0.376365335	0.440435178	6.76E-04	3.79E-04	0.23669231
89.5	2.88E-05	3.07E-05	0.078283146	0.219175884	0.146880475	0.370001856	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.10380318	0.30677	0.477674085	0.451261166	0.37592265	0.439863084	6.76E-04	3.78E-04	0.236308242
89.6	2.88E-05	3.07E-05	0.078282854	0.219172279	0.146867977	0.369982498	1.86E-04	2.06E-04	2.51E-04	1.21E-04	0.103723905	0.3066	0.477319412	0.450795763	0.375481593	0.439293395	6.75E-04	3.78E-04	0.235925867
89.7	2.88E-05	3.07E-05	0.078282562	0.219168691	0.146855535	0.369963228	1.86E-04	2.06E-04	2.50E-04	1.21E-04	0.103644979	0.30643	0.476966299	0.450332252	0.375042158	0.438726098	6.74E-04	3.77E-04	0.235545175
89.8	2.88E-05	3.07E-05	0.078282272	0.219165119	0.146843149	0.369944046	1.86E-04	2.06E-04	2.50E-04	1.20E-04	0.103566399	0.30627	0.476614737	0.449870621	0.374604336	0.438161182	6.73E-04	3.77E-04	0.235166158
89.9	2.88E-05	3.07E-05	0.078281984	0.219161563	0.146830819	0.369924951	1.86E-04	2.06E-04	2.50E-04	1.20E-04	0.103488163	0.3061	0.476264718	0.449410863	0.374168119	0.437598633	6.72E-04	3.76E-04	0.234788806
90	2.88E-05	3.07E-05	0.078281696	0.219158023	0.146818544	0.369905944	1.86E-04	2.06E-04	2.50E-04	1.20E-04	0.103410269	0.30593	0.475916233	0.448952966	0.373733501	0.437038438	6.71E-04	3.76E-04	0.234413109
90.1	2.88E-05	3.07E-05	0.07828141	0.2191545	0.146806324	0.369887023	1.86E-04	2.06E-04	2.50E-04	1.20E-04	0.103332716	0.30577	0.475569273	0.448496921	0.373300472	0.436480586	6.70E-04	3.75E-04	0.234039059
90.2	2.88E-05	3.07E-05	0.078281126	0.219150992	0.146794158	0.369868188	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.103255501	0.3056	0.475223831	0.448042719	0.372869027	0.435925064	6.69E-04	3.75E-04	0.233666646
90.3	2.88E-05	3.07E-05	0.078280842	0.219147501	0.146782047	0.369849438	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.103178623	0.30544	0.474879898	0.447590351	0.372439156	0.435371859	6.69E-04	3.74E-04	0.233295863
90.4	2.88E-05	3.07E-05	0.07828056	0.219144025	0.14676999	0.369830774	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.10310208	0.30527	0.474537466	0.447139806	0.372010854	0.43482096	6.68E-04	3.74E-04	0.232926699
90.5	2.88E-05	3.07E-05	0.07828028	0.219140565	0.146757986	0.369812194	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.103025869	0.30511	0.474196527	0.446691076	0.371584111	0.434272354	6.67E-04	3.73E-04	0.232559146
90.6	2.88E-05	3.07E-05	0.07828	0.219137121	0.146746036	0.369793698	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.10294999	0.30495	0.473857072	0.446244151	0.371158922	0.43372603	6.66E-04	3.72E-04	0.232193195
90.7	2.88E-05	3.07E-05	0.078279722	0.219133692	0.146734139	0.369775285	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.10287444	0.30478	0.473519093	0.445799022	0.370735278	0.433181974	6.65E-04	3.72E-04	0.231828838
90.8	2.88E-05	3.07E-05	0.078279445	0.219130279	0.146722295	0.369756956	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.102799218	0.30462	0.473182583	0.44535568	0.370313173	0.432640176	6.64E-04	3.71E-04	0.231466065
90.9	2.88E-05	3.07E-05	0.078279169	0.219126881	0.146710504	0.369738709	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.102724322	0.30446	0.472847533	0.444914116	0.369892599	0.432100624	6.63E-04	3.71E-04	0.231104868
91	2.88E-05	3.07E-05	0.078278895	0.219123499	0.146698764	0.369720545	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.10264975	0.3043	0.472513936	0.44447432	0.369473548	0.431563305	6.63E-04	3.70E-04	0.230745239
91.1	2.88E-05	3.07E-05	0.078278622	0.219120132	0.146687077	0.369702462	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.1025755	0.30415	0.472181783	0.444036284	0.369056014	0.431028208	6.62E-04	3.70E-04	0.230387169
91.2	2.88E-05	3.07E-05	0.07827835	0.219116779	0.146675441	0.36968446	1.86E-04	2.05E-04	2.50E-04	1.20E-04	0.10250157	0.30399	0.471851067	0.443599998	0.36863999	0.430495322	6.61E-04	3.69E-04	0.230030649
91.3	2.88E-05	3.07E-05	0.078278079	0.219113442	0.146663857	0.36966654	1.86E-04	2.05E-04	2.49E-04	1.20E-04	0.10242796	0.30383	0.47152178	0.443165454	0.368225468	0.429964634	6.60E-04	3.69E-04	0.229675671
91.4	2.88E-05	3.07E-05	0.07827781	0.21911012	0.146652324	0.369648699	1.86E-04	2.05E-04	2.49E-04	1.20E-04	0.102354666	0.30367	0.471193914	0.442732643	0.367812441	0.429436134	6.59E-04	3.68E-04	0.229322227
91.5	2.88E-05	3.07E-05	0.078277542	0.219106813	0.146640841	0.369630939	1.86E-04	2.05E-04	2.49E-04	1.20E-04	0.102281688	0.30352	0.470867462	0.442301556	0.367400903	0.42890981	6.58E-04	3.68E-04	0.228970309
91.6	2.88E-05	3.07E-05	0.078277275	0.21910352	0.14662941	0.369613258	1.86E-04	2.05E-04	2.49E-04	1.20E-04	0.102209023	0.30336	0.470542415	0.441872185	0.366990847	0.428385651	6.58E-04	3.67E-04	0.228619908
91.7	2.88E-05	3.07E-05	0.078277009	0.219100243	0.146618028	0.369595656	1.86E-04	2.05E-04	2.49E-04	1.20E-04	0.102136671	0.30321	0.470218767	0.44144452	0.366582265	0.427863645	6.57E-04	3.67E-04	0.228271016
91.8	2.88E-05	3.07E-05	0.078276745	0.219096979	0.146606697	0.369578133	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.102064629	0.30305	0.46989651	0.441018553	0.36617515	0.427343782	6.56E-04	3.66E-04	0.227923625
91.9	2.88E-05	3.07E-05	0.078276481	0.219093731	0.146595415	0.369560687	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.101992895	0.3029	0.469575636	0.440594276	0.365769496	0.42682605	6.55E-04	3.66E-04	0.227577727
92	2.88E-05	3.07E-05	0.078276219	0.219090497	0.146584182	0.36954332	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.101921469	0.30275	0.469256138	0.440171679	0.365365296	0.426310438	6.54E-04	3.65E-04	0.227233313
92.1	2.88E-05	3.07E-05	0.078275958	0.219087277	0.146572999	0.36952603	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.101850348	0.30259	0.468938008	0.439750755	0.364962543	0.425796935	6.54E-04	3.65E-04	0.226890377
92.2	2.88E-05	3.07E-05	0.078275699	0.219084072	0.146561865	0.369508816	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.10177953	0.30244	0.46862124	0.439331495	0.364561231	0.42528553	6.53E-04	3.64E-04	0.226548909
92.3	2.88E-05	3.07E-05	0.07827544	0.219080881	0.146550779	0.369491679	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.101709015	0.30229	0.468305826	0.438913891	0.364161353	0.424776213	6.52E-04	3.64E-04	0.226208903
92.4	2.88E-05	3.07E-05	0.078275183	0.219077704	0.146539742	0.369474618	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.1016388	0.30214	0.467991758	0.438497934	0.363762901	0.424268973	6.51E-04	3.63E-04	0.225870349
92.5	2.88E-05	3.07E-05	0.078274926	0.219074541	0.146528753	0.369457633	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.101568884	0.30199	0.467679029	0.438083616	0.36336587	0.423763799	6.50E-04	3.63E-04	0.225533241
92.6	2.88E-05	3.07E-05	0.078274671	0.219071392	0.146517812	0.369440723	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.101499265	0.30184	0.467367633	0.437670929	0.362970253	0.42326068	6.50E-04	3.62E-04	0.225197571
92.7	2.88E-05	3.07E-05	0.078274417	0.219068257	0.146506918	0.369423888	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.101429942	0.3017	0.467057562	0.437259865	0.362576043	0.422759606	6.49E-04	3.62E-04	0.224863331
92.8	2.88E-05	3.07E-05	0.078274165	0.219065136	0.146496072	0.369407127	1.86E-04	2.05E-04	2.49E-04	1.19E-04	0.101360913	0.30155	0.466748809	0.436850416	0.362183234	0.422260566	6.48E-04	3.61E-04	0.224530513
92.9	2.88E-05	3.07E-05	0.078273913	0.219062028	0.146485272	0.36939044	1.86E-04	2.05E-04	2.48E-04	1.19E-04	0.101292177	0.3014	0.466441368	0.436442572	0.36179182	0.42176355	6.47E-04	3.61E-04	0.22419911
93	2.88E-05	3.07E-05	0.078273662	0.219058935	0.14647452	0.369373826	1.86E-04	2.05E-04	2.48E-04	1.19E-04	0.101223732	0.30126	0.46613523	0.436036328	0.361401793	0.421268547	6.47E-04	3.60E-04	0.223869115
93.1	2.88E-05	3.07E-05	0.078273413	0.219055855	0.146463814	0.369357286	1.86E-04	2.05E-04	2.48E-04	1.19E-04	0.101155576	0.30111	0.46583039	0.435631674	0.361013148	0.420775548	6.46E-04	3.60E-04	0.223540519
93.2	2.88E-05	3.07E-05	0.078273165	0.219052788	0.146453154	0.369340818	1.86E-04	2.05E-04	2.48E-04	1.19E-04	0.101087708	0.30097	0.46552684	0.435228602	0.360625878	0.420284541	6.45E-04	3.59E-04	0.223213316
93.3	2.88E-05	3.07E-05	0.078272917	0.219049735	0.146442541	0.369324423	1.86E-04	2.05E-04	2.48E-04	1.19E-04	0.101020126	0.30082	0.465224573	0.434827105	0.360239978	0.419795518	6.44E-04	3.59E-04	0.222887498
93.4	2.88E-05	3.07E-05	0.078272671	0.219046696	0.146431973	0.369308099	1.86E-04	2.05E-04	2.48E-04	1.19E-04	0.10095283	0.30068	0.464923584	0.434427175	0.359855439	0.419308467	6.44E-04	3.58E-04	0.222563057
93.5	2.88E-05	3.07E-05	0.078272426	0.219043669	0.146421451	0.369291847	1.86E-04	2.04E-04	2.48E-04	1.19E-04	0.100885816	0.30053	0.464623864	0.434028805	0.359472257	0.418823379	6.43E-04	3.58E-04	0.222239987
93.6	2.88E-05	3.07E-05	0.078272182	0.219040656	0.146410974	0.369275667	1.86E-04	2.04E-04	2.48E-04	1.19E-04	0.100819085	0.30039	0.464325407	0.433631985	0.359090425	0.418340243	6.42E-04	3.57E-04	0.22191828
93.7	2.88E-05	3.07E-05	0.07827194	0.219037657	0.146400543	0.369259557	1.86E-04	2.04E-04	2.48E-04	1.19E-04	0.100752634	0.30025	0.464028207	0.43323671	0.358709937	0.41785905	6.41E-04	3.57E-04	0.221597929
93.8	2.88E-05	3.07E-05	0.078271698	0.21903467	0.146390156	0.369243517	1.86E-04	2.04E-04	2.48E-04	1.19E-04	0.100686462	0.30011	0.463732257	0.43284297	0.358330787	0.41737979	6.41E-04	3.57E-04	0.221278927
93.9	2.88E-05	3.07E-05	0.078271457	0.219031696	0.146379814	0.369227548	1.86E-04	2.04E-04	2.48E-04	1.18E-04	0.100620568	0.29997	0.46343755	0.432450759	0.357952968	0.416902452	6.40E-04	3.56E-04	0.220961266
94	2.88E-05	3.07E-05	0.078271218	0.219028735	0.146369516	0.369211648	1.86E-04	2.04E-04	2.48E-04	1.18E-04	0.100554949	0.29983	0.46314408	0.432060069	0.357576476	0.416427028	6.39E-04	3.56E-04	0.22064494
94.1	2.88E-05	3.07E-05	0.078270979	0.219025788	0.146359262	0.369195817	1.86E-04	2.04E-04	2.48E-04	1.18E-04	0.100489605	0.29969	0.462851841	0.431670892	0.357201302	0.415953508	6.38E-04	3.55E-04	0.220329942
94.2	2.88E-05	3.07E-05	0.078270742	0.219022853	0.146349052	0.369180056	1.86E-04	2.04E-04	2.48E-04	1.18E-04	0.100424534	0.29955	0.462560825	0.431283221	0.356827442	0.415481881	6.38E-04	3.55E-04	0.220016264
94.3	2.88E-05	3.07E-05	0.078270505	0.21901993	0.146338886	0.369164363	1.86E-04	2.04E-04	2.48E-04	1.18E-04	0.100359735	0.29941	0.462271027	0.430897048	0.35645489	0.415012139	6.37E-04	3.54E-04	0.219703901
94.4	2.88E-05	3.07E-05	0.07827027	0.219017021	0.146328763	0.369148737	1.86E-04	2.04E-04	2.48E-04	1.18E-04	0.100295207	0.29927	0.46198244	0.430512367	0.35608364	0.414544272	6.36E-04	3.54E-04	0.219392843
94.5	2.88E-05	3.07E-05	0.078270036	0.219014124	0.146318684	0.36913318	1.86E-04	2.04E-04	2.48E-04	1.18E-04	0.100230947	0.29914	0.461695058	0.43012917	0.355713685	0.41407827	6.35E-04	3.53E-04	0.219083086
94.6	2.88E-05	3.07E-05	0.078269802	0.21901124	0.146308647	0.36911769	1.86E-04	2.04E-04	2.48E-04	1.18E-04	0.100166954	0.299	0.461408874	0.429747449	0.35534502	0.413614124	6.35E-04	3.53E-04	0.218774623
94.7	2.88E-05	3.07E-05	0.07826957	0.219008368	0.146298653	0.369102267	1.86E-04	2.04E-04	2.47E-04	1.18E-04	0.100103228	0.29886	0.461123882	0.429367197	0.354977639	0.413151825	6.34E-04	3.52E-04	0.218467445
94.8	2.88E-05	3.07E-05	0.078269339	0.219005508	0.146288702	0.369086911	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.100039766	0.29873	0.460840077	0.428988408	0.354611536	0.412691363	6.33E-04	3.52E-04	0.218161547
94.9	2.88E-05	3.07E-05	0.078269108	0.219002661	0.146278793	0.369071621	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099976567	0.29859	0.460557451	0.428611074	0.354246705	0.41223273	6.33E-04	3.52E-04	0.217856923
95	2.88E-05	3.07E-05	0.078268879	0.218999826	0.146268926	0.369056397	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099913631	0.29846	0.460275999	0.428235187	0.353883141	0.411775915	6.32E-04	3.51E-04	0.217553564
95.1	2.88E-05	3.07E-05	0.078268651	0.218997004	0.146259101	0.369041239	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099850955	0.29833	0.459995714	0.427860741	0.353520839	0.41132091	6.31E-04	3.51E-04	0.217251466
95.2	2.88E-05	3.07E-05	0.078268424	0.218994193	0.146249317	0.369026146	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099788538	0.29819	0.459716591	0.427487729	0.353159791	0.410867706	6.30E-04	3.50E-04	0.216950621
95.3	2.88E-05	3.07E-05	0.078268198	0.218991395	0.146239575	0.369011118	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099726379	0.29806	0.459438623	0.427116144	0.352799993	0.410416294	6.30E-04	3.50E-04	0.216651022
95.4	2.88E-05	3.07E-05	0.078267972	0.218988609	0.146229874	0.368996154	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099664477	0.29793	0.459161805	0.426745979	0.352441439	0.409966665	6.29E-04	3.49E-04	0.216352664
95.5	2.88E-05	3.07E-05	0.078267748	0.218985834	0.146220214	0.368981255	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.09960283	0.2978	0.45888613	0.426377226	0.352084124	0.409518809	6.28E-04	3.49E-04	0.21605554
95.6	2.88E-05	3.07E-05	0.078267525	0.218983072	0.146210595	0.36896642	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099541437	0.29767	0.458611593	0.42600988	0.351728041	0.409072719	6.28E-04	3.48E-04	0.215759644
95.7	2.88E-05	3.07E-05	0.078267302	0.218980321	0.146201016	0.368951648	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099480296	0.29753	0.458338188	0.425643933	0.351373186	0.408628385	6.27E-04	3.48E-04	0.215464968
95.8	2.88E-05	3.07E-05	0.078267081	0.218977582	0.146191478	0.368936939	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099419407	0.29741	0.458065909	0.425279378	0.351019552	0.408185799	6.26E-04	3.48E-04	0.215171507
95.9	2.88E-05	3.07E-05	0.078266861	0.218974855	0.14618198	0.368922293	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099358768	0.29728	0.457794749	0.424916209	0.350667135	0.407744951	6.26E-04	3.47E-04	0.214879255
96	2.88E-05	3.07E-05	0.078266641	0.218972139	0.146172521	0.36890771	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099298377	0.29715	0.457524705	0.424554419	0.350315929	0.407305834	6.25E-04	3.47E-04	0.214588205
96.1	2.88E-05	3.07E-05	0.078266423	0.218969436	0.146163103	0.368893189	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099238234	0.29702	0.457255768	0.424194001	0.349965928	0.406868438	6.24E-04	3.46E-04	0.214298352
96.2	2.88E-05	3.07E-05	0.078266205	0.218966743	0.146153723	0.368878729	1.85E-04	2.04E-04	2.47E-04	1.18E-04	0.099178337	0.29689	0.456987935	0.42383495	0.349617127	0.406432756	6.24E-04	3.46E-04	0.214009688
96.3	2.88E-05	3.07E-05	0.078265989	0.218964062	0.146144384	0.368864332	1.85E-04	2.04E-04	2.47E-04	1.17E-04	0.099118685	0.29676	0.456721199	0.423477257	0.349269522	0.405998778	6.23E-04	3.45E-04	0.213722208
96.4	2.88E-05	3.07E-05	0.078265773	0.218961393	0.146135083	0.368849995	1.85E-04	2.04E-04	2.47E-04	1.17E-04	0.099059277	0.29664	0.456455554	0.423120917	0.348923105	0.405566497	6.22E-04	3.45E-04	0.213435906
96.5	2.88E-05	3.07E-05	0.078265558	0.218958734	0.146125821	0.36883572	1.85E-04	2.04E-04	2.47E-04	1.17E-04	0.099000111	0.29651	0.456190996	0.422765923	0.348577873	0.405135903	6.22E-04	3.45E-04	0.213150776
96.6	2.88E-05	3.07E-05	0.078265345	0.218956088	0.146116597	0.368821505	1.85E-04	2.04E-04	2.46E-04	1.17E-04	0.098941186	0.29639	0.455927518	0.422412268	0.34823382	0.404706989	6.21E-04	3.44E-04	0.212866812
96.7	2.88E-05	3.07E-05	0.078265132	0.218953452	0.146107413	0.36880735	1.85E-04	2.04E-04	2.46E-04	1.17E-04	0.098882501	0.29626	0.455665114	0.422059947	0.34789094	0.404279747	6.20E-04	3.44E-04	0.212584007
96.8	2.88E-05	3.07E-05	0.07826492	0.218950827	0.146098266	0.368793255	1.85E-04	2.04E-04	2.46E-04	1.17E-04	0.098824055	0.29614	0.455403781	0.421708953	0.347549229	0.403854167	6.20E-04	3.43E-04	0.212302357
96.9	2.88E-05	3.07E-05	0.078264709	0.218948214	0.146089157	0.36877922	1.85E-04	2.04E-04	2.46E-04	1.17E-04	0.098765846	0.29601	0.455143511	0.421359279	0.347208682	0.403430242	6.19E-04	3.43E-04	0.212021854
97	2.88E-05	3.07E-05	0.078264499	0.218945611	0.146080087	0.368765244	1.85E-04	2.04E-04	2.46E-04	1.17E-04	0.098707874	0.29589	0.4548843	0.421010919	0.346869292	0.403007964	6.18E-04	3.43E-04	0.211742493
97.1	2.88E-05	3.07E-05	0.078264289	0.21894302	0.146071054	0.368751327	1.85E-04	2.04E-04	2.46E-04	1.17E-04	0.098650136	0.29577	0.454626142	0.420663867	0.346531056	0.402587325	6.18E-04	3.42E-04	0.211464269
97.2	2.88E-05	3.07E-05	0.078264081	0.21894044	0.146062058	0.368737469	1.85E-04	2.03E-04	2.46E-04	1.17E-04	0.098592633	0.29564	0.454369032	0.420318116	0.346193967	0.402168316	6.17E-04	3.42E-04	0.211187175
97.3	2.88E-05	3.07E-05	0.078263874	0.21893787	0.1460531	0.368723669	1.85E-04	2.03E-04	2.46E-04	1.17E-04	0.098535362	0.29552	0.454112964	0.419973661	0.345858021	0.40175093	6.16E-04	3.41E-04	0.210911206
97.4	2.88E-05	3.07E-05	0.078263667	0.218935311	0.146044179	0.368709927	1.85E-04	2.03E-04	2.46E-04	1.17E-04	0.098478323	0.2954	0.453857934	0.419630495	0.345523214	0.401335158	6.16E-04	3.41E-04	0.210636356
97.5	2.88E-05	3.07E-05	0.078263461	0.218932763	0.146035295	0.368696243	1.85E-04	2.03E-04	2.46E-04	1.17E-04	0.098421514	0.29528	0.453603935	0.419288613	0.345189539	0.400920993	6.15E-04	3.41E-04	0.21036262
