1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35	1.000000e-35
3.518700e-12	3.431070e-12	3.343440e-12	3.255810e-12	3.168180e-12	3.080550e-12	2.992920e-12	2.905290e-12	2.817660e-12
3.815384e-12	4.565908e-12	5.316432e-12	6.066956e-12	6.817480e-12	7.568004e-12	8.318528e-12	9.069052e-12	9.819576e-12
2.404717e-11	2.559834e-11	2.714951e-11	2.870068e-11	3.025185e-11	3.180302e-11	3.335419e-11	3.490536e-11	3.645653e-11
2.178569e-10	2.392988e-10	2.607407e-10	2.821826e-10	3.036245e-10	3.250664e-10	3.465083e-10	3.679502e-10	3.893921e-10
3.123913e-10	3.218566e-10	3.313219e-10	3.407872e-10	3.502525e-10	3.597178e-10	3.691831e-10	3.786484e-10	3.881137e-10
8.631274e-10	8.751778e-10	8.872282e-10	8.992786e-10	9.113290e-10	9.233794e-10	9.354298e-10	9.474802e-10	9.595306e-10
2.449271e-09	2.451402e-09	2.453533e-09	2.455664e-09	2.457795e-09	2.459926e-09	2.462057e-09	2.464188e-09	2.466319e-09
7.134457e-08	7.106864e-08	7.079271e-08	7.051678e-08	7.024085e-08	6.996492e-08	6.968899e-08	6.941306e-08	6.913713e-08
2.335330e-08	2.335750e-08	2.336170e-08	2.336590e-08	2.337010e-08	2.337430e-08	2.337850e-08	2.338270e-08	2.338690e-08
4.541041e-09	4.650842e-09	4.760643e-09	4.870444e-09	4.980245e-09	5.090046e-09	5.199847e-09	5.309648e-09	5.419449e-09
1.051815e-08	1.057010e-08	1.062205e-08	1.067400e-08	1.072595e-08	1.077790e-08	1.082985e-08	1.088180e-08	1.093375e-08
8.271980e-09	8.329710e-09	8.387440e-09	8.445170e-09	8.502900e-09	8.560630e-09	8.618360e-09	8.676090e-09	8.733820e-09
9.990028e-09	1.008614e-08	1.018224e-08	1.027835e-08	1.037446e-08	1.047057e-08	1.056668e-08	1.066278e-08	1.075889e-08
1.577473e-08	1.581786e-08	1.586099e-08	1.590412e-08	1.594725e-08	1.599038e-08	1.603351e-08	1.607664e-08	1.611977e-08
1.340781e-08	1.353102e-08	1.365423e-08	1.377744e-08	1.390065e-08	1.402386e-08	1.414707e-08	1.427028e-08	1.439349e-08
1.512888e-08	1.525686e-08	1.538484e-08	1.551282e-08	1.564080e-08	1.576878e-08	1.589676e-08	1.602474e-08	1.615272e-08
1.671658e-08	1.686496e-08	1.701334e-08	1.716172e-08	1.731010e-08	1.745848e-08	1.760686e-08	1.775524e-08	1.790362e-08
1.945425e-08	1.956160e-08	1.966895e-08	1.977630e-08	1.988365e-08	1.999100e-08	2.009835e-08	2.020570e-08	2.031305e-08
1.988075e-08	2.002110e-08	2.016145e-08	2.030180e-08	2.044215e-08	2.058250e-08	2.072285e-08	2.086320e-08	2.100355e-08
2.158768e-08	2.174636e-08	2.190504e-08	2.206372e-08	2.222240e-08	2.238108e-08	2.253976e-08	2.269844e-08	2.285712e-08
2.337158e-08	2.351206e-08	2.365254e-08	2.379302e-08	2.393350e-08	2.407398e-08	2.421446e-08	2.435494e-08	2.449542e-08
2.485187e-08	2.502634e-08	2.520081e-08	2.537528e-08	2.554975e-08	2.572422e-08	2.589869e-08	2.607316e-08	2.624763e-08
2.626156e-08	2.642592e-08	2.659028e-08	2.675464e-08	2.691900e-08	2.708336e-08	2.724772e-08	2.741208e-08	2.757644e-08
2.782036e-08	2.793992e-08	2.805948e-08	2.817904e-08	2.829860e-08	2.841816e-08	2.853772e-08	2.865728e-08	2.877684e-08
2.937547e-08	2.950334e-08	2.963121e-08	2.975908e-08	2.988695e-08	3.001482e-08	3.014269e-08	3.027056e-08	3.039843e-08
3.086246e-08	3.097082e-08	3.107918e-08	3.118754e-08	3.129590e-08	3.140426e-08	3.151262e-08	3.162098e-08	3.172934e-08
3.159813e-08	3.173176e-08	3.186539e-08	3.199902e-08	3.213265e-08	3.226628e-08	3.239991e-08	3.253354e-08	3.266717e-08
3.253008e-08	3.267686e-08	3.282364e-08	3.297042e-08	3.311720e-08	3.326398e-08	3.341076e-08	3.355754e-08	3.370432e-08
3.375021e-08	3.389032e-08	3.403043e-08	3.417054e-08	3.431065e-08	3.445076e-08	3.459087e-08	3.473098e-08	3.487109e-08
3.502262e-08	3.514624e-08	3.526986e-08	3.539348e-08	3.551710e-08	3.564072e-08	3.576434e-08	3.588796e-08	3.601158e-08
3.599576e-08	3.606382e-08	3.613188e-08	3.619994e-08	3.626800e-08	3.633606e-08	3.640412e-08	3.647218e-08	3.654024e-08
3.699353e-08	3.712436e-08	3.725519e-08	3.738602e-08	3.751685e-08	3.764768e-08	3.777851e-08	3.790934e-08	3.804017e-08
3.785682e-08	3.797834e-08	3.809986e-08	3.822138e-08	3.834290e-08	3.846442e-08	3.858594e-08	3.870746e-08	3.882898e-08
3.894967e-08	3.897964e-08	3.900961e-08	3.903958e-08	3.906955e-08	3.909952e-08	3.912949e-08	3.915946e-08	3.918943e-08
3.969870e-08	3.982470e-08	3.995070e-08	4.007670e-08	4.020270e-08	4.032870e-08	4.045470e-08	4.058070e-08	4.070670e-08
4.022824e-08	4.033538e-08	4.044252e-08	4.054966e-08	4.065680e-08	4.076394e-08	4.087108e-08	4.097822e-08	4.108536e-08
4.135052e-08	4.146824e-08	4.158596e-08	4.170368e-08	4.182140e-08	4.193912e-08	4.205684e-08	4.217456e-08	4.229228e-08
4.193365e-08	4.202210e-08	4.211055e-08	4.219900e-08	4.228745e-08	4.237590e-08	4.246435e-08	4.255280e-08	4.264125e-08
4.260387e-08	4.270234e-08	4.280081e-08	4.289928e-08	4.299775e-08	4.309622e-08	4.319469e-08	4.329316e-08	4.339163e-08
4.310614e-08	4.318368e-08	4.326122e-08	4.333876e-08	4.341630e-08	4.349384e-08	4.357138e-08	4.364892e-08	4.372646e-08
4.408951e-08	4.421472e-08	4.433993e-08	4.446514e-08	4.459035e-08	4.471556e-08	4.484077e-08	4.496598e-08	4.509119e-08
4.455502e-08	4.471634e-08	4.487766e-08	4.503898e-08	4.520030e-08	4.536162e-08	4.552294e-08	4.568426e-08	4.584558e-08
4.550673e-08	4.554436e-08	4.558199e-08	4.561962e-08	4.565725e-08	4.569488e-08	4.573251e-08	4.577014e-08	4.580777e-08
4.558838e-08	4.574466e-08	4.590094e-08	4.605722e-08	4.621350e-08	4.636978e-08	4.652606e-08	4.668234e-08	4.683862e-08
4.598402e-08	4.614144e-08	4.629886e-08	4.645628e-08	4.661370e-08	4.677112e-08	4.692854e-08	4.708596e-08	4.724338e-08
4.670938e-08	4.684186e-08	4.697434e-08	4.710682e-08	4.723930e-08	4.737178e-08	4.750426e-08	4.763674e-08	4.776922e-08
4.720762e-08	4.738844e-08	4.756926e-08	4.775008e-08	4.793090e-08	4.811172e-08	4.829254e-08	4.847336e-08	4.865418e-08
