Energy	Air, Dry (near sea level)	Blood, Whole (ICRU-44)	Brain, Grey/White Matter (ICRU-44)	Breast Tissue (ICRU-44)	Bone, Cortical (ICRU-44)	Cadmium Telluride	Gallium Arsenide	Glass, Borosilicate (Pyrex)	Muscle, Skeletal (ICRU-44)	Polyethylene Terephthalate, (Mylar)	Polymethyl Methacrylate, (PMMA)	Polytetrafluoroethylene, (Teflon)	Polyvinyl Chloride, (PVC) 	Tissue, Soft (ICRU-44)	Water, Liquid	Adipose Tissue (ICRU-44)	PLA, (XCOM)
3	0.199247602	197.8590966	199.4136304	157.6907431	567.9497362	3654.331522	5151.751551	1162.784779	190.1872703	177.74273	147.0826147	542.468022	1223.44832	195.0966807	192.8978734	112.859004	157.57852
3.1	0.180766195	179.9787969	181.4633943	143.3287961	518.0734509	3395.302917	4729.177065	1057.104845	173.7193485	161.3660298	133.5410642	493.8362257	1126.366958	177.4683238	175.3793612	102.490284	143.1978
3.2	0.164435654	164.0589327	165.4598557	130.6282664	473.6580502	3173.5784	4351.82583	963.3056772	159.0506343	146.9031909	121.5797051	450.7283285	1039.122704	161.7736155	159.877565	93.33020673	130.50472
3.3	0.16697448	149.8845575	151.1918958	119.3606285	434.1056297	2983.785612	4013.841752	880.0516143	145.9495537	134.0884256	110.9796409	412.4009908	960.5387964	147.8004545	146.1170542	85.21140097	119.25808
3.4	0.153212922	137.264292	138.4712916	109.3331753	398.8837483	2821.325894	3710.243996	806.1571529	134.2179864	122.6980116	101.5564892	378.2242478	889.5957752	135.3600049	133.8651425	77.99289565	109.25693
3.5	0.140889935	126.0277403	127.130233	100.3828168	367.5182615	2682.262865	3436.780909	740.5700663	123.6860539	112.5429326	93.15437626	347.6625586	825.4090954	124.284144	122.9245888	71.55552058	100.33297
3.6	0.129827296	116.0231889	117.0191085	92.37103558	339.5869379	4623.39647	3189.810481	682.3564215	114.2077468	103.4629087	85.64105551	320.2592252	767.2099358	114.4231907	113.127632	65.79817023	92.34448
3.7	0.119871807	109.14505	111.3828071	85.17977072	314.7137759	4318.606403	2966.202197	651.6575811	105.657261	95.32153709	78.90392949	295.6235642	714.3287969	108.7624695	104.3311071	60.63475988	85.17161
3.8	0.11089145	100.94387	102.9848905	78.70805058	292.5639416	5038.993539	2763.256211	605.5351167	97.92592737	88.00232615	72.84679819	273.4203246	666.1815091	100.5979422	96.41243558	55.99173871	78.71248
3.9	0.102772163	93.53283	95.40493425	72.86922886	272.8392617	4747.450427	2578.636537	563.6032613	90.9196384	81.40544738	67.38719308	253.3609397	622.2573067	93.22083828	89.26632546	51.80605122	72.88014
4	0.095415145	86.82066	88.54660015	67.58870908	255.2742094	4536.940531	2410.315654	525.4066932	84.55668827	75.44506629	62.45418424	235.1962775	582.108664	86.53989017	82.8020474	48.02346081	67.60009
4.1	0.088734592	80.72819	82.32671451	62.80206465	615.6827186	4383.715774	2256.52842	490.5465381	78.76595814	70.04714163	57.98657065	218.7106165	545.3426323	80.47601904	76.9411794	44.59716653	62.8082
4.2	0.082655801	75.1866	76.67324042	58.45348088	579.1535018	4271.328765	2115.733588	458.6726648	73.48538832	65.14760459	53.93138174	203.7166269	511.6134476	74.96051495	71.61573391	41.48665788	58.44911
4.3	0.077113564	70.13587	71.52359447	54.49445937	545.3516887	4188.289178	1986.581577	429.4771026	68.66068988	60.6908472	50.2426326	190.0511771	480.6162182	69.93351361	66.76659765	38.65676353	54.47485
4.4	0.072050825	65.52356	66.82324459	50.88273707	514.0417378	4126.502489	1867.887392	402.6884105	64.24425571	56.62846303	46.88028637	177.571819	452.0815266	65.34271807	62.3422279	36.07685843	50.84369
4.5	0.067417537	61.30368	62.52453804	47.5813815	485.0100691	5348.916501	1758.607779	378.0668585	60.19423823	52.91819485	43.80938657	166.1538358	425.7708053	61.14232319	58.29755964	33.72020083	47.51923
4.6	0.063169698	57.43587	58.58571837	44.55803108	458.0630371	5076.339477	1657.821923	355.4002946	56.47376654	49.52305212	40.9993292	155.6877528	401.4723709	57.29210817	54.59308681	31.56337609	44.46963
4.7	0.059268528	53.88455	54.97009817	41.78425517	433.025054	5666.813455	1564.715059	334.5005982	53.05028027	46.41056855	38.42325014	146.0772345	378.998015	53.75666879	51.19408743	29.58582858	41.66693
4.8	0.055679776	50.61834	51.64536074	39.23501333	409.7368651	5448.429451	1478.564533	315.2006298	49.89496154	43.55217572	36.05750799	137.2373015	358.1800692	50.50476611	48.06996825	27.76946651	39.08654
4.9	0.05237312	47.60947	48.58296861	36.88819715	388.0539727	5236.666005	1398.72791	297.3516032	46.98224934	40.92267273	33.88124618	129.092816	338.8688741	47.50877244	45.19370883	26.09832735	36.70674
5	0.049321662	44.83332	45.75766111	34.7242407	367.8452021	5031.666896	1324.63279	280.8208192	44.28942348	38.49977602	31.87602108	121.5771899	320.9305911	44.74419893	42.54138856	24.55829362	34.50833
5.1	0.046501488	42.26802	43.14702635	32.72578855	348.991402	4833.521378	1255.768073	265.4897055	41.79624726	36.26373601	30.02548523	114.6312821	304.2453077	42.18929149	40.09178322	23.13685085	32.47428
5.2	0.043891295	39.8941	40.73113544	30.87741201	331.3842689	4642.269729	1191.676444	251.2521196	39.48465991	34.19700977	28.31511685	108.202453	288.7053942	39.82468447	37.82601987	21.82288081	30.58942
5.3	0.041472071	37.69417	38.4922291	29.16536582	314.9252866	4457.908746	1131.947885	238.0128767	37.33851119	32.28398078	26.73198812	102.2437526	274.2140744	37.63310304	35.72728082	20.60648447	28.84028
5.4	0.03922681	35.6527	36.41444838	27.57737918	299.5247709	4280.397092	1076.214067	225.6864694	35.34333196	30.51071823	25.26456625	96.71322115	260.6841814	35.59910674	33.78054917	19.47882991	27.2148
5.5	0.037140278	33.75578	34.48360276	26.10247562	285.1010094	4109.660385	1024.143487	214.1959534	33.4861353	28.86476994	23.90254212	91.57328603	248.037071	33.70886803	31.97238929	18.43202135	25.70218
5.6	0.035198798	31.99093	32.68696979	24.73081741	271.5794886	3945.596009	975.43724	203.4719746	31.75524384	27.3349836	22.63668254	86.79023921	236.2016728	31.94998059	30.29075731	17.4589862	24.29275
5.7	0.033390073	30.34694	31.01312165	23.45357091	258.8921987	3788.077568	929.8253387	193.4519195	30.14013944	25.9113521	21.45870224	82.33378451	225.1136577	30.311293	28.72483675	16.55337721	22.97782
5.8	0.031703027	28.81368	29.45177466	22.26278962	246.9770096	3636.958992	887.0634964	184.0791702	28.63133209	24.5848795	20.36115298	78.17664384	214.7147082	28.78276419	27.264896	15.70948769	21.74957
5.9	0.030127665	27.38206	27.99365834	21.15131254	235.7771099	3492.078266	846.9303145	175.3024517	27.22024535	23.34746442	19.33732707	74.2942143	204.9518763	27.35533732	25.90216412	14.92217771	20.60093
6	0.028654957	26.04384	26.63040124	20.11267546	225.2405026	3353.260783	809.2248151	167.0752581	25.89911605	22.19179851	18.38117339	70.66426868	195.7770187	26.02082979	24.62872267	14.18680991	19.52552
6.1	0.027276725	24.79156	25.3544312	19.14103352	215.3195527	3220.322347	773.7642732	159.3553465	24.66090621	21.11127783	17.48722399	67.26669355	187.1462971	24.77183694	23.43741103	13.49919336	18.51757
6.2	0.025985559	23.61848	24.15888798	18.23109339	205.9705797	3093.071811	740.3823079	152.1042921	23.49922573	20.09992527	16.65052993	64.08325956	179.0197379	23.60164754	22.32174358	12.85553445	17.57186
6.3	0.024774731	22.51846	23.03754667	17.37805375	197.1534913	2971.313402	708.927198	145.2870943	22.40826418	19.15232255	15.86660496	61.09741971	171.3608419	22.50416967	21.27583696	12.25239387	16.68362
6.4	0.023638122	21.48593	21.98475023	16.57755296	188.8314543	2854.848732	679.2603934	138.8718281	21.38273072	18.26355049	15.13137608	58.29413181	164.1362376	21.47386534	20.29434612	11.68664874	15.84853
6.5	0.022570162	20.51582	20.99535018	15.82562301	180.9705974	2743.478528	651.255197	132.8293354	20.4178009	17.42913641	14.44114001	55.65970189	157.3153738	20.50569293	19.37240798	11.15545935	15.06266
6.6	0.021565771	19.6035	20.06465415	15.11864884	173.5397444	2637.004105	624.795595	127.1329508	19.50906964	16.64500777	13.7925248	53.1816459	150.8702463	19.59505626	18.50559168	10.65623974	14.32241
6.7	0.020620314	18.74476	19.18837958	14.45333236	166.5101727	2535.22861	599.7752176	121.7582581	18.65250947	15.90745119	13.18245592	50.84856731	144.7751537	18.7377596	17.68985464	10.18663178	13.62451
6.8	0.019729551	17.93574	18.36261264	13.82666066	159.8553965	2437.958052	576.0964135	116.6828727	17.84443343	15.21307619	12.60812617	48.65004857	139.0064799	17.92996765	16.92150353	9.74448215	12.96596
6.9	0.018889602	17.1729	17.5837718	13.2358777	153.5509697	2345.00215	553.6694251	111.8862485	17.08146213	14.558783	12.06696914	46.57655478	133.5424995	17.16817016	16.19715977	9.327822004	12.344
7	0.01809691	16.45301	16.84857549	12.67845923	147.5743091	2256.175016	532.4116516	107.3495045	16.36049426	13.94173404	11.5566355	44.61934794	128.3632038	16.44915029	15.51372873	8.934848827	11.75612
7.1	0.017348214	15.7731	16.15401319	12.15209043	141.9045338	2171.295695	512.2469893	103.0552706	15.6786804	13.35932847	11.07497196	42.77041059	123.4501447	15.76995654	14.86837242	8.563910349	11.20001
7.2	0.016640516	15.47305214	15.49731978	11.65464597	136.5223199	2090.18858	493.1052414	98.98754821	15.03339952	12.80917957	10.62000255	41.02237764	118.7862942	15.12787766	14.25848505	8.21349018	10.67353
7.3	0.015971059	14.85232163	14.87595251	11.18417223	131.409769	2012.683715	474.9215878	95.13158689	14.42223796	12.2890945	10.18991183	39.36847549	114.3559191	14.52042019	13.68167126	7.882194999	10.17473
7.4	0.015337305	14.26442245	14.2875705	10.73887135	126.5502887	1938.617013	457.6361091	91.47377195	13.84297061	11.79705628	9.783029981	37.80246749	110.144467	13.94528841	13.1357266	7.568743092	9.7018
7.5	0.014736915	13.7072345	13.73001627	10.31708701	121.9284848	1867.830388	441.1933579	88.00152428	13.29354399	11.33120753	9.397819382	36.31860508	106.1384645	13.40036634	12.61862009	7.271954096	9.25308
7.6	0.01416773	13.17879812	13.20129926	9.917291596	117.5300628	1800.17182	425.5419728	84.70320987	12.772061	10.88983607	9.032862597	34.91158392	102.3254249	12.88370158	12.12847852	6.990739802	8.82703
7.7	0.013627756	12.67730025	12.69958098	9.538074731	113.3417384	1735.495365	410.6343296	81.5680582	12.2767673	10.47136181	8.686851604	33.57650445	98.69376449	12.39349081	11.66357241	6.724095893	8.42224
7.8	0.013115151	12.20106193	12.22316161	9.178132939	109.3511564	1673.661121	396.4262273	78.58608854	11.80603892	10.0743251	8.358578092	32.30883644	95.23272778	11.92806667	11.22230333	6.47109452	8.03738
7.9	0.012628207	11.74852701	11.77046801	8.836260329	105.5468165	1614.535154	382.8766022	75.74804343	11.35837109	9.697376159	8.046924734	31.10438692	91.93231873	11.48588604	10.80319246	6.230877613	7.67123
8	0.012165345	11.3182519	11.34004283	8.511340199	101.9180062	1557.989386	369.9472711	73.04532833	10.93236823	9.339265587	7.75085732	29.95927138	88.78323895	11.06551935	10.40487036	6.002650854	8.27971
8.1	0.011725099	10.90889629	10.93053473	8.202337451	98.45473868	1503.901468	357.6026964	70.46995704	10.52673482	8.998835789	7.469417653	28.86988767	85.77683149	10.66564101	10.02606762	5.785678234	7.97783
8.2	0.01130611	10.51921471	10.54068946	7.908291735	95.14769714	1452.154629	345.8097743	68.01450211	10.14026712	8.675013217	7.201717131	27.83289235	82.9050297	10.2850207	9.665606509	5.579277132	7.69064
8.3	0.010907113	10.14804884	10.16934186	7.62831124	91.98818322	1402.637507	334.5376413	65.67204988	9.771845684	8.366801359	6.946930933	26.84517938	80.16031071	9.922515508	9.322393308	5.382813866	7.41726
8.4	0.010526934	9.794320584	9.815408577	7.361567068	88.9680701	1355.243976	323.7574987	63.43615952	9.420428605	8.073274383	6.704292762	25.90386068	77.53565306	9.577062763	8.995411458	5.195699658	7.15688
8.5	0.010164481	9.45702571	9.47788143	7.107288125	86.07975956	1309.872958	313.4424525	61.30082579	9.085045286	7.793571373	6.47309007	25.00624853	75.02449805	9.247673583	8.683715283	5.017386976	6.90874
8.6	0.009818734	9.135228039	9.155821411	6.864756485	83.31614263	1266.428235	303.5673671	59.2604451	8.764790833	7.526891093	6.252659718	24.14983961	72.62071448	8.933426959	8.386424303	4.847366208	6.67214
8.7	0.009488747	8.828054192	8.848353214	6.633303167	80.67056348	1224.81826	294.1087321	57.30978455	8.458820934	7.272487229	6.042384043	23.33230038	70.31856642	8.633464405	8.102718062	4.685162642	6.44643
8.8	0.009173632	8.534688759	8.554660258	6.412304298	78.13678635	1184.955956	285.0445407	55.44395367	8.166347178	7.029664059	5.841687264	22.55145387	68.1126837	8.346985064	7.831831422	4.530333718	6.23098
8.9	0.008872565	8.2543699	8.273980145	6.201177606	75.70896514	1146.758536	276.3541776	53.65837857	7.886632793	6.797772504	5.650032218	21.80526754	65.99803493	8.073241259	7.573050264	4.38246652	6.02524
9	0.008584773	7.986385307	8.005600514	5.999379229	73.38161551	1110.147304	268.0183173	51.94877831	7.618988742	6.57620653	5.466917379	21.09184229	63.96990279	7.811534424	7.325707574	4.241175492	5.82865
9.1	0.008309535	7.730068523	7.748855258	5.806400796	71.14958916	1075.047477	260.0188305	50.31114329	7.362770161	6.364399866	5.291874136	20.40940231	62.02386126	7.561211392	7.089179865	4.106100349	5.64074
9.2	0.008046175	7.484795553	7.503121055	5.621766757	69.00805022	1041.387999	252.3386979	48.74171534	7.117373091	6.161822994	5.124464309	19.7562859	60.15575486	7.321660989	6.862883905	3.976904173	5.46102
9.3	0.007794061	7.249981767	7.267814207	5.445031943	66.95245344	1009.101367	244.9619315	47.23696959	6.882231485	5.967980407	4.96427787	19.13093702	58.36167945	7.092310934	6.646273723	3.853271665	5.28906
9.4	0.007552602	7.02507905	7.042387727	5.275779332	64.97852419	978.1234613	237.8735019	45.79359771	6.65681446	5.782408094	4.810930864	18.5318975	56.63796463	6.872624976	6.438837865	3.734907549	5.12444
9.5	0.00732124	6.809573185	6.826328682	5.113617992	63.08223986	948.3933775	231.0592717	44.4084926	6.44062378	5.604671229	4.664063498	17.95780001	54.98115752	6.662100289	6.240096882	3.621535107	4.96679
9.6	0.007099457	6.602981453	6.61915574	4.958181206	61.25981283	919.8532701	224.5059342	43.07873418	6.233191537	5.434362062	4.52333839	17.40736149	53.38800786	6.460265062	6.04960102	3.512894837	4.81575
9.7	0.006886761	6.404850412	6.42041693	4.809124738	59.50767467	892.4481987	218.200956	41.80157649	6.034078017	5.271097976	4.388438961	16.87937715	51.85545414	6.266676303	5.866928103	3.408743215	4.67096
9.8	0.006682694	6.214753861	6.229687572	4.666125247	57.82246154	866.1259821	212.1325257	40.57443561	5.842869746	5.114519699	4.259067958	16.37271503	50.38061097	6.0809178	5.691681578	3.308851566	4.53212
9.9	0.006486823	6.032290964	6.046568374	4.528878823	56.20100067	840.8370576	206.2895051	39.39487867	5.659177673	4.964289664	4.134946094	15.88631083	48.96075732	5.902598261	5.523488728	3.213005017	4.39893
10	0.006298742	5.857084511	5.870683684	4.397099641	54.64029792	816.5343472	200.6613844	38.2606136	5.482635512	4.8200905	4.015810796	15.41916333	47.59332561	5.731349588	5.361999016	3.121001539	4.2711
10.1	0.006118069	5.688779323	5.701679868	4.27051872	53.13752613	793.17313	195.2382415	37.16947976	5.461286965	4.681623637	3.901415053	14.97033001	46.27589173	5.566825296	5.206882566	3.032651062	4.14837
10.2	0.005944443	5.527040769	5.539223826	4.148882777	51.69001444	770.7109196	190.0107037	36.11943921	5.307871266	4.548608022	3.791526354	14.53892313	45.00616572	5.408699046	5.057828756	2.947774655	4.03048
10.3	0.005777525	5.371553403	5.383001613	4.031953171	50.29523831	749.1073487	184.9699119	35.10856863	5.160319732	4.420778934	3.685925704	14.12410602	43.78198314	5.256663293	4.914544921	2.866203781	3.91721
10.4	0.005616994	5.222019698	5.232717165	3.919504926	48.95081028	728.3240585	180.1074884	34.13505191	5.018355746	4.297886894	3.584406721	13.7250897	42.6012971	5.110428039	4.776755159	2.787779593	3.80834
10.5	0.00546255	5.078158877	5.088091126	3.811325826	47.6544714	708.3245936	647.5843918	33.19717322	4.881718144	4.179696645	3.486774798	13.34112975	41.46217086	4.969719677	4.644199219	2.712352295	3.70364
10.6	0.005313906	4.939705826	4.948859756	3.707215586	46.40408323	689.0743027	632.017695	32.29331059	4.750160221	4.065986224	3.392846325	12.97152339	40.36277092	4.834279922	4.516631481	2.639780548	3.60293
10.7	0.005170793	4.806410092	4.814773924	3.606985069	45.19762046	670.5402438	616.9420288	31.42193	4.623448816	3.956546093	3.302447976	12.61560682	39.30136066	4.703864819	4.393820003	2.569930918	3.50602
10.8	0.005032958	4.678034948	4.685598174	3.510455578	44.03316397	652.6910947	602.3419043	30.58157983	4.501363445	3.851178336	3.215416046	12.27275267	38.27629439	4.578243826	4.275545644	2.502677367	3.41273
10.9	0.004900159	4.554356527	4.561109854	3.417458186	42.90889442	635.4970681	588.202321	29.77088578	4.383695519	3.749695917	3.131595828	11.94236775	37.28601179	4.457198963	4.161601245	2.437900776	3.3229
11	0.00477217	4.435163021	4.441098317	3.327833118	41.82308624	618.9298309	574.5087519	28.98854608	4.270247593	3.651921988	3.05084105	11.62389086	36.32903282	4.340524023	4.05179088	2.375488512	3.23637
11.1	0.004648775	4.32025393	4.325364167	3.241429186	40.77410208	602.962428	561.247128	28.23332705	4.160832689	3.55768925	2.97301334	11.31679081	35.40395287	4.228023834	3.945929145	2.31533402	3.15298
11.2	0.004529769	4.209439369	4.213718569	3.158103245	39.76038758	587.5692102	548.4038242	27.50405899	4.055273653	3.466839357	2.897981736	11.02056458	34.50943833	4.119513579	3.843840509	2.25733644	3.07261
11.3	0.004414961	4.102539419	4.1059826	3.07771971	38.78046653	572.7257658	535.9656452	26.79963236	3.953402559	3.379222365	2.825622226	10.73473557	33.64422241	4.014818162	3.745358709	2.20140026	2.99511
11.4	0.004304167	3.999383528	4.001986648	3.000150087	37.83293629	558.4088561	523.9198118	26.11899416	3.855060156	3.294696215	2.755817324	10.45885199	32.80710123	3.913771617	3.65032618	2.147434986	2.92036
11.5	0.004197213	3.899809943	3.901569853	2.925272547	36.91646362	544.5963538	512.2539481	25.46114461	3.760095353	3.213126257	2.688455672	10.19248542	31.99693023	3.816216558	3.558593534	2.09535484	2.84824
11.6	0.004093935	3.803665195	3.804579583	2.852971528	36.02978062	531.2671858	500.9560683	24.82513406	3.668364732	3.134384801	2.623431674	9.935229346	31.21262072	3.722003665	3.470019066	2.045078475	2.77864
11.7	0.003994177	3.710803604	3.710870949	2.783137361	35.17168113	518.4012777	490.014565	24.21006002	3.579732105	3.058350704	2.560645149	9.686697913	30.45313676	3.630991208	3.384468302	1.99652871	2.71144
11.8	0.003897789	3.621086827	3.620306348	2.715665924	34.34101715	505.9795028	479.4181966	23.61506451	3.494068089	2.98490898	2.50000101	9.446524691	29.71749216	3.543044601	3.301813567	1.949632286	2.64655
11.9	0.003804633	3.534383428	3.532755044	2.650458317	33.53669569	493.9836325	469.1560765	23.03933148	3.411249714	2.913950443	2.441408969	9.214361549	29.00474771	3.458035986	3.221933593	1.904319633	2.58386
12	0.003714572	3.450568486	3.448092766	2.587420557	32.75767566	482.3962906	870.0776124	22.48208446	3.331160058	2.845371364	2.384783251	8.989877598	28.31400858	3.375843843	3.144713146	1.860524656	2.52329
12.1	0.00362748	3.36952322	3.366201344	2.526463302	32.00296504	471.2009091	852.1569086	21.94258431	3.253687904	2.779073159	2.330042341	8.772758204	27.64442187	3.296352628	3.070042677	1.818184537	2.46475
12.2	0.003543237	3.291134638	3.286968358	2.467501578	31.27161819	460.3816869	834.7060518	21.42012715	3.178727415	2.714962094	2.277108733	8.562704066	26.99517434	3.219452433	2.997818001	1.777239546	2.40815
12.3	0.003461726	3.215295219	3.210286816	2.41045454	30.56273339	449.9235509	817.7107203	20.91404243	3.106177839	2.652949009	2.225908707	8.359430348	26.36549026	3.145038668	2.927939991	1.737632863	2.35341
12.4	0.003382838	3.141902598	3.136054851	2.355245233	29.87545039	439.8121187	801.1570611	20.42369107	3.035943222	2.59294906	2.176372111	8.162665876	25.75462939	3.073011763	2.860314295	1.699310419	2.30047
12.5	0.003306469	3.070859291	3.064175435	2.301800382	29.20894828	430.0336638	785.0316754	19.94846378	2.967932148	2.534881478	2.128432167	7.972152375	25.1618851	3.003276892	2.79485107	1.662220738	2.24924
12.6	0.003232518	3.002072418	2.994556118	2.250050182	28.56244339	420.5750824	769.3216038	19.4877794	2.902057489	2.478669343	2.082025278	7.787643763	24.5865826	2.935743706	2.731464735	1.626314794	2.19965
12.7	0.003160892	2.935453456	2.927108772	2.199928114	27.9351873	411.423862	754.014313	19.04108348	2.838236173	2.424239371	2.037090857	7.608905484	24.02807723	2.870326096	2.670073732	1.59154588	2.15166
12.8	0.0030915	2.870918005	2.86174936	2.151370763	27.32646504	402.5680522	739.0976813	18.60784676	2.776388967	2.371521717	1.99357116	7.435713883	23.48575297	2.806941956	2.610600314	1.557869477	2.10518
12.9	0.003024255	2.808385562	2.798397718	2.104317651	26.73559334	393.9962359	724.5599857	18.18756391	2.71644027	2.320449788	1.951411134	7.267855619	22.95902089	2.745512973	2.552970334	1.525243136	2.06016
13	0.002959075	2.747779317	2.736977345	2.058711079	26.16191901	385.6975038	710.3898886	17.77975225	2.658317923	2.270960067	1.910558268	7.105127117	22.44731779	2.685964421	2.497113056	1.49362637	2.01655
13.1	0.002895882	2.689025953	2.67741521	2.014495982	25.60481741	377.6614282	696.5764252	17.38395057	2.601953026	2.222991949	1.870962464	6.947334051	21.9501049	2.628224971	2.442960968	1.462980544	1.97428
13.2	0.002834601	2.63205547	2.619641573	1.971619786	25.06369097	369.8780402	683.1089909	16.99971805	2.547279771	2.17648759	1.832575902	6.794290854	21.46686664	2.572226516	2.390449619	1.433268783	1.93332
13.3	0.002775159	2.576801005	2.563589807	1.930032282	24.53796789	362.3378067	669.9773296	16.62663316	2.494235276	2.131391755	1.795352925	6.645820264	20.99710944	2.517903999	2.339517454	1.404455874	1.89361
13.4	0.00271749	2.523198672	2.509196246	1.889685497	24.0271008	355.0316092	657.1715218	16.26429274	2.442759441	2.087651689	1.759249923	6.501752895	20.54036068	2.465195253	2.290105664	1.376508183	1.8551
13.5	0.002661527	2.471187408	2.456400023	1.850533587	23.53056557	347.9507236	644.6819732	15.91231104	2.392794802	2.045216984	1.724225229	6.361926828	20.09616761	2.41404086	2.242158047	1.349393571	1.81774
13.6	0.002607207	2.420708834	2.405142935	1.81253272	23.04786018	341.0868014	632.4994038	15.57031886	2.344286397	2.004039458	1.690239019	6.226187235	19.66409645	2.364384003	2.19562087	1.323081319	1.7815
13.7	0.002554472	2.37170711	2.355369304	1.775640978	22.57850359	334.4318511	620.6148373	15.2379627	2.297181644	1.964073046	1.657253214	6.094386015	19.24373136	2.316170338	2.150442746	1.297542054	1.74634
13.8	0.002503263	2.324128815	2.307025851	1.739818258	22.1220348	327.9782218	609.0195905	14.91490402	2.251430216	1.925273686	1.625231398	5.966381459	18.83467368	2.269347868	2.106574518	1.272747681	1.71221
13.9	0.002453526	2.277922822	2.260061577	1.705026185	21.6780118	321.7185861	597.7052635	14.60081849	2.206983934	1.887599223	1.594138727	5.842037927	18.43654103	2.223866825	2.06396914	1.24867132	1.67908
14	0.002405209	2.233040187	2.214427649	1.671228021	21.24601072	315.6459252	586.6637299	14.29539531	2.163796659	1.851009313	1.563941856	5.721225553	18.04896659	2.179679562	2.022581581	1.225287242	1.64691
14.1	0.002358261	2.189434037	2.170077296	1.638388587	20.82562495	309.7535146	575.8871275	13.99833651	2.121824194	1.815465329	1.534608863	5.603819953	17.6715983	2.136740447	1.982368716	1.202570817	1.61566
14.2	0.002312634	2.147059475	2.126965704	1.606474186	20.41646431	304.0349094	565.3678491	13.7093564	2.081024185	1.780930283	1.506109176	5.489701963	17.30409823	2.095005764	1.943289242	1.180498456	1.58531
14.3	0.002268282	2.105873476	2.085049923	1.575452531	20.01815431	298.4839321	555.0985339	13.42818095	2.041356036	1.747368741	1.478413512	5.378757382	16.9461419	2.054433618	1.905303579	1.159047559	1.55582
14.4	0.002225162	2.065834805	2.044288779	1.545292674	19.63033538	293.0946595	545.0720588	13.15454721	2.002780825	1.714746747	1.451493809	5.270876736	16.59741762	2.014983852	1.868373797	1.138196472	1.52717
14.5	0.00218323	2.026903924	2.004642787	1.515964946	19.25266221	287.8614112	535.2815303	12.88820286	1.965261222	1.683031756	1.425323171	5.165955046	16.25762595	1.97661796	1.832463527	1.117924436	1.49932
14.6	0.002142447	1.989042915	1.966074071	1.487440894	18.88480308	282.7787385	525.7202767	12.62890565	1.928761413	1.652192561	1.399875809	5.063891621	15.92647912	1.939299008	1.797537894	1.098211549	1.47224
14.7	0.002102772	1.952215405	1.928546287	1.459693223	18.52643925	277.8414132	516.3818402	12.37642294	1.893247031	1.622199235	1.37512699	4.964589848	15.6037005	1.902991562	1.763563441	1.079038719	1.44591
14.8	0.002064169	1.916386486	1.892024556	1.43269574	18.17726436	273.0444182	507.2599698	12.1305313	1.85868509	1.593023063	1.351052989	4.867957008	15.2890241	1.867661616	1.730508066	1.060387634	1.4203
14.9	0.002026602	1.881522656	1.856475387	1.406423306	17.83698386	268.3829376	498.3486139	11.89101603	1.825043914	1.564636493	1.327631036	4.773904087	14.98219409	1.833276526	1.698340955	1.042240715	1.3954
15	0.001990037	1.847591746	1.821866621	1.380851783	17.50531452	263.8523474	489.6419136	11.65767082	1.792293084	1.537013076	1.304839276	4.682345611	14.68296436	1.799804945	1.667032525	1.024581093	1.37117
15.1	0.00195444	1.814562864	1.813702231	1.381010424	17.18198389	259.4482071	481.134196	11.43029733	1.760403376	1.535416072	1.288061821	4.609474368	14.41407317	1.768134038	1.642361246	1.011121078	1.34759
15.2	0.001919779	1.782406332	1.782276035	1.357871774	16.86672984	255.1662516	472.8199677	11.20870483	1.72934671	1.51038965	1.267400445	4.526154268	14.14304482	1.737689233	1.614008852	0.995279049	1.32464
15.3	0.001886024	1.751093635	1.751658859	1.335327588	16.55930008	251.0023829	464.6939088	10.99270989	1.699096094	1.486004672	1.247267048	4.444989932	13.87882954	1.708023446	1.586385249	0.979836103	1.3023
15.4	0.001853146	1.720597365	1.721824921	1.313358941	16.25945179	246.9526632	456.7508667	10.78213603	1.669625578	1.462240744	1.227644883	4.365912305	13.62121661	1.679111944	1.559467209	0.964779716	1.28055
15.5	0.001821117	1.690891173	1.692749417	1.291947624	15.96695113	243.0133073	448.9858507	10.57681344	1.640910208	1.439078247	1.208517836	4.288854963	13.37000298	1.650930926	1.533232389	0.950097835	1.25937
15.6	0.001789908	1.661949721	1.664408475	1.271076111	15.68157293	239.1806765	441.394026	10.37657866	1.612925979	1.416498298	1.189870396	4.213753991	13.12499297	1.623457487	1.507659285	0.935778853	1.23875
15.7	0.001759495	1.633748637	1.636779115	1.250727535	15.40310024	235.4512718	433.9707087	10.18127431	1.585649796	1.394482718	1.171687633	4.140547882	12.88599797	1.596669576	1.482727199	0.921811593	1.21866
15.8	0.001729852	1.606264475	1.609839213	1.230885652	15.13132406	231.8217276	426.7113605	9.990748849	1.559059432	1.373014006	1.15395517	4.069177424	12.6528361	1.570545961	1.458416204	0.90818529	1.19908
15.9	0.001700954	1.579474668	1.583567459	1.211534821	14.86604294	228.2888067	419.6115838	9.804856295	1.533133492	1.352075305	1.136659157	3.999585606	12.42533199	1.545066193	1.434707108	0.894889572	1.18001
16	0.001672779	1.553357499	1.557943331	1.192659974	14.60706268	224.8493938	412.6671166	9.623456005	1.507851375	1.331650377	1.119786255	3.931717522	12.2033165	1.52021057	1.411581427	0.881914443	1.16142
