Energy	Air, Dry (near sea level)	Blood, Whole (ICRU-44)	Brain, Grey/White Matter (ICRU-44)	Breast Tissue (ICRU-44)	Bone, Cortical (ICRU-44)	Cadmium Telluride	Gallium Arsenide	Glass, Borosilicate (Pyrex)	Muscle, Skeletal (ICRU-44)	Polyethylene Terephthalate, (Mylar)	Polymethyl Methacrylate, (PMMA)	Polytetrafluoroethylene, (Teflon)	Polyvinyl Chloride, (PVC) 	Tissue, Soft (ICRU-44)	Water, Liquid	Adipose Tissue (ICRU-44)	PLA, (XCOM)
84.7	2.00E-04	0.190541893	0.194644112	0.181688983	0.403828218	16.0930381	4.420470955	0.408686817	0.186265704	0.230269651	0.203234536	0.360515873	0.306975567	0.190179247	0.180797483	0.168609348	0.18768
84.8	2.00E-04	0.190459146	0.194560725	0.181617787	0.403365221	16.04264864	4.407167537	0.408357335	0.186234247	0.230178426	0.203151706	0.360335712	0.306609326	0.190097943	0.180721235	0.168548922	0.18762
84.9	2.00E-04	0.190376561	0.194477497	0.181546714	0.402904041	15.99248064	4.393923704	0.408028884	0.186202938	0.230087369	0.203069057	0.360155952	0.306244458	0.190016795	0.180645131	0.16848859	0.18756
85	2.00E-04	0.190294136	0.19439443	0.181475765	0.402444667	15.94253289	4.38073912	0.407701461	0.186171777	0.229996481	0.202986589	0.35997659	0.305880957	0.189935803	0.18056917	0.168428351	0.1875
85.1	2.00E-04	0.190211871	0.194311521	0.181404939	0.401987091	15.89280416	4.367613451	0.40737506	0.186140763	0.229905761	0.202904301	0.359797625	0.305518816	0.189854965	0.180493351	0.168368206	0.18744
85.2	2.00E-04	0.190129765	0.194228771	0.181334235	0.401531304	15.84329325	4.354546364	0.407049678	0.186109894	0.229815208	0.202822192	0.359619057	0.305158028	0.189774281	0.180417675	0.168308154	0.18737
85.3	2.00E-04	0.190047819	0.194146179	0.181263653	0.401077296	15.79399895	4.34153753	0.406725311	0.18607917	0.229724822	0.202740263	0.359440883	0.304798587	0.189693751	0.180342141	0.168248195	0.18731
85.4	2.00E-04	0.18996603	0.194063744	0.181193194	0.400625059	15.74492007	4.328586622	0.406401953	0.18604859	0.229634603	0.202658512	0.359263103	0.304440485	0.189613375	0.180266748	0.168188328	0.18725
85.5	2.00E-04	0.1898844	0.193981467	0.181122855	0.400174583	15.69605542	4.315693314	0.4060796	0.186018153	0.229544549	0.202576938	0.359085714	0.304083717	0.189533151	0.180191495	0.168128554	0.18719
85.6	2.00E-04	0.189802927	0.193899346	0.181052638	0.39972586	15.64740383	4.302857284	0.405758249	0.185987858	0.22945466	0.202495542	0.358908717	0.303728276	0.18945308	0.180116384	0.168068872	0.18713
85.7	1.99E-04	0.18972161	0.193817382	0.180982542	0.39927888	15.59896412	4.290078211	0.405437896	0.185957705	0.229364936	0.202414323	0.358732109	0.303374156	0.18937316	0.180041412	0.168009282	0.18707
85.8	1.99E-04	0.189640451	0.193735573	0.180912566	0.398833636	15.55073514	4.277355776	0.405118534	0.185927693	0.229275377	0.202333279	0.358555889	0.303021349	0.189293392	0.179966581	0.167949784	0.18701
85.9	1.99E-04	0.189559447	0.193653919	0.18084271	0.398390118	15.50271572	4.264689662	0.404800162	0.18589782	0.229185981	0.202252411	0.358380056	0.302669851	0.189213775	0.179891888	0.167890377	0.18695
86	1.99E-04	0.189478599	0.19357242	0.180772974	0.397948317	15.45490471	4.252079556	0.404482774	0.185868086	0.229096749	0.202171718	0.358204608	0.302319654	0.189134309	0.179817334	0.167831061	0.18689
86.1	1.99E-04	0.189397906	0.193491075	0.180703358	0.397508226	15.40730099	4.239525145	0.404166366	0.185838491	0.22900768	0.202091199	0.358029545	0.301970751	0.189054992	0.179742919	0.167771837	0.18683
86.2	1.99E-04	0.189317367	0.193409884	0.18063386	0.397069835	15.35990342	4.227026118	0.403850934	0.185809033	0.228918773	0.202010854	0.357854865	0.301623138	0.188975826	0.179668642	0.167712703	0.18676
86.3	1.99E-04	0.189236983	0.193328847	0.180564481	0.396633136	15.31271086	4.214582169	0.403536474	0.185779711	0.228830028	0.201930682	0.357680567	0.301276807	0.188896808	0.179594502	0.167653659	0.1867
86.4	1.99E-04	0.189156752	0.193247962	0.180495221	0.39619812	15.26572221	4.202192991	0.403222982	0.185750525	0.228741445	0.201850682	0.357506649	0.300931753	0.188817939	0.1795205	0.167594706	0.18664
86.5	1.99E-04	0.189076674	0.19316723	0.180426079	0.395764779	15.21893636	4.18985828	0.402910454	0.185721475	0.228653022	0.201770855	0.357333111	0.300587968	0.188739219	0.179446635	0.167535843	0.18658
86.6	1.99E-04	0.188996749	0.193086649	0.180357054	0.395333104	15.17235219	4.177577734	0.402598886	0.185692558	0.22856476	0.201691198	0.35715995	0.300245448	0.188660646	0.179372905	0.167477069	0.18652
86.7	1.99E-04	0.188916976	0.193006221	0.180288147	0.394903089	15.12596862	4.165351053	0.402288273	0.185663775	0.228476658	0.201611713	0.356987166	0.299904186	0.188582221	0.179299312	0.167418385	0.18646
86.8	1.99E-04	0.188837355	0.192925943	0.180219357	0.394474723	15.07978456	4.153177939	0.401978612	0.185635125	0.228388716	0.201532398	0.356814758	0.299564175	0.188503942	0.179225855	0.167359791	0.1864
86.9	1.98E-04	0.188757886	0.192845816	0.180150683	0.394047998	15.03379892	4.141058098	0.401669899	0.185606607	0.228300933	0.201453253	0.356642725	0.299225411	0.18842581	0.179152532	0.167301285	0.18634
87	1.98E-04	0.188678567	0.192765839	0.180082127	0.393622908	14.98801064	4.128991233	0.401362129	0.185578219	0.228213309	0.201374277	0.356471064	0.298887887	0.188347825	0.179079345	0.167242868	0.18628
87.1	1.98E-04	0.188599399	0.192686011	0.180013686	0.393199443	14.94241864	4.116977055	0.401055299	0.185549963	0.228125842	0.201295469	0.356299775	0.298551596	0.188269985	0.179006291	0.16718454	0.18622
87.2	1.98E-04	0.18852038	0.192606333	0.179945361	0.392777596	14.89702186	4.105015272	0.400749405	0.185521836	0.228038534	0.20121683	0.356128857	0.298216534	0.18819229	0.178933372	0.1671263	0.18616
87.3	1.98E-04	0.188441511	0.192526804	0.179877151	0.392357358	14.85181925	4.093105597	0.400444443	0.185493838	0.227951383	0.201138358	0.355958308	0.297882694	0.18811474	0.178860587	0.167068148	0.1861
87.4	1.98E-04	0.188362791	0.192447423	0.179809057	0.391938721	14.80680977	4.081247743	0.400140409	0.185465968	0.227864388	0.201060053	0.355788128	0.29755007	0.188037334	0.178787934	0.167010085	0.18604
87.5	1.98E-04	0.18828422	0.19236819	0.179741077	0.391521678	14.76199237	4.069441426	0.3998373	0.185438225	0.22777755	0.200981914	0.355618314	0.297218657	0.187960072	0.178715415	0.166952108	0.18598
87.6	1.98E-04	0.188205797	0.192289105	0.179673212	0.391106221	14.71736601	4.057686365	0.39953511	0.18541061	0.227690868	0.200903942	0.355448867	0.296888448	0.187882954	0.178643027	0.166894219	0.18592
87.7	1.98E-04	0.188127522	0.192210166	0.179605461	0.390692342	14.67292969	4.045982277	0.399233838	0.18538312	0.227604342	0.200826135	0.355279784	0.296559439	0.187805978	0.178570772	0.166836418	0.18586
87.8	1.98E-04	0.188049394	0.192131375	0.179537824	0.390280033	14.62868237	4.034328885	0.398933477	0.185355755	0.22751797	0.200748492	0.355111064	0.296231623	0.187729146	0.178498649	0.166778703	0.1858
87.9	1.98E-04	0.187971412	0.192052729	0.1794703	0.389869286	14.58462303	4.022725911	0.398634026	0.185328516	0.227431753	0.200671014	0.354942707	0.295904995	0.187652455	0.178426657	0.166721075	0.18574
88	1.98E-04	0.187893578	0.191974229	0.17940289	0.389460094	14.54075069	4.011173081	0.39833548	0.1853014	0.22734569	0.2005937	0.354774711	0.295579549	0.187575907	0.178354795	0.166663534	0.18568
88.1	1.97E-04	0.187815889	0.191895875	0.179335592	0.389052449	14.49706432	3.999670122	0.398037836	0.185274407	0.227259781	0.200516548	0.354607075	0.295255279	0.1874995	0.178283064	0.166606079	0.18562
88.2	1.97E-04	0.187738345	0.191817665	0.179268407	0.388646344	14.45356295	3.988216761	0.397741089	0.185247537	0.227174025	0.20043956	0.354439797	0.29493218	0.187423233	0.178211464	0.16654871	0.18556
88.3	1.97E-04	0.187660947	0.1917396	0.179201334	0.38824177	14.41024558	3.976812731	0.397445236	0.185220788	0.227088422	0.200362734	0.354272878	0.294610247	0.187347108	0.178139993	0.166491427	0.1855
88.4	1.97E-04	0.187583694	0.191661679	0.179134374	0.387838721	14.36711123	3.965457761	0.397150274	0.185194161	0.227002971	0.200286069	0.354106314	0.294289473	0.187271122	0.178068651	0.166434229	0.18544
88.5	1.97E-04	0.187506584	0.191583901	0.179067525	0.387437189	14.32415893	3.954151587	0.396856198	0.185167654	0.226917672	0.200209565	0.353940106	0.293969854	0.187195276	0.177997439	0.166377117	0.18539
88.6	1.97E-04	0.187429619	0.191506267	0.179000787	0.387037167	14.28138771	3.942893944	0.396563005	0.185141267	0.226832525	0.200133222	0.353774253	0.293651384	0.18711957	0.177926355	0.16632009	0.18533
88.7	1.97E-04	0.187352797	0.191428775	0.17893416	0.386638646	14.23879661	3.93168457	0.396270691	0.185114998	0.226747528	0.200057039	0.353608752	0.293334057	0.187044002	0.177855399	0.166263148	0.18527
88.8	1.97E-04	0.187276118	0.191351426	0.178867644	0.386241621	14.19638467	3.920523203	0.395979254	0.185088849	0.226662683	0.199981016	0.353443603	0.293017869	0.186968573	0.177784571	0.166206291	0.18521
88.9	1.97E-04	0.187199581	0.191274219	0.178801239	0.385846083	14.15415094	3.909409584	0.395688688	0.185062816	0.226577987	0.199905152	0.353278805	0.292702813	0.186893282	0.177713871	0.166149518	0.18515
89	1.97E-04	0.187123187	0.191197153	0.178734943	0.385452026	14.11209447	3.898343456	0.395398991	0.185036901	0.226493442	0.199829446	0.353114357	0.292388885	0.186818129	0.177643297	0.16609283	0.18509
89.1	1.97E-04	0.187046934	0.191120228	0.178668758	0.385059442	14.07021434	3.887324563	0.395110159	0.185011103	0.226409045	0.199753899	0.352950257	0.292076079	0.186743113	0.177572851	0.166036226	0.18503
89.2	1.97E-04	0.186970823	0.191043444	0.178602681	0.384668324	14.0285096	3.876352651	0.394822189	0.18498542	0.226324798	0.199678509	0.352786504	0.29176439	0.186668234	0.177502531	0.165979705	0.18497
89.3	1.96E-04	0.186894852	0.1909668	0.178536715	0.384278665	13.98697933	3.865427467	0.394535076	0.184959852	0.226240699	0.199603275	0.352623098	0.291453813	0.186593491	0.177432337	0.165923269	0.18491
89.4	1.96E-04	0.186819022	0.190890297	0.178470857	0.383890458	13.94562262	3.85454876	0.394248818	0.184934399	0.226156748	0.199528199	0.352460037	0.291144342	0.186518885	0.177362268	0.165866915	0.18485
89.5	1.96E-04	0.186743332	0.190813932	0.178405107	0.383503696	13.90443854	3.84371628	0.393963411	0.184909059	0.226072945	0.199453278	0.35229732	0.290835973	0.186444414	0.177292325	0.165810645	0.18479
89.6	1.96E-04	0.186667781	0.190737707	0.178339466	0.383118372	13.86342619	3.832929782	0.393678852	0.184883833	0.225989289	0.199378513	0.352134947	0.2905287	0.186370079	0.177222507	0.165754458	0.18474
89.7	1.96E-04	0.18659237	0.19066162	0.178273933	0.382734479	13.82258467	3.822189017	0.393395137	0.184858719	0.22590578	0.199303904	0.351972915	0.290222518	0.186295878	0.177152814	0.165698354	0.18468
89.8	1.96E-04	0.186517098	0.190585672	0.178208508	0.382352009	13.78191308	3.811493742	0.393112262	0.184833717	0.225822417	0.199229448	0.351811224	0.289917422	0.186221812	0.177083244	0.165642332	0.18462
89.9	1.96E-04	0.186441964	0.190509862	0.17814319	0.381970957	13.74141052	3.800843714	0.392830225	0.184808826	0.2257392	0.199155147	0.351649872	0.289613407	0.18614788	0.177013799	0.165586393	0.18456
90	1.96E-04	0.186366968	0.190434188	0.178077979	0.381591316	13.70107612	3.790238691	0.392549021	0.184784047	0.225656129	0.199080999	0.35148886	0.289310468	0.186074082	0.176944477	0.165530536	0.1845
90.1	1.96E-04	0.18629211	0.190358653	0.178012876	0.381213078	13.66090899	3.779678434	0.392268648	0.184759377	0.225573203	0.199007004	0.351328185	0.2890086	0.186000417	0.176875278	0.165474761	0.18444
90.2	1.96E-04	0.186217388	0.190283253	0.177947878	0.380836237	13.62090825	3.769162705	0.391989103	0.184734816	0.225490422	0.198933162	0.351167846	0.288707799	0.185926886	0.176806202	0.165419067	0.18438
90.3	1.96E-04	0.186142804	0.19020799	0.177882987	0.380460786	13.58107305	3.758691266	0.391710381	0.184710365	0.225407785	0.198859473	0.351007843	0.288408058	0.185853486	0.176737249	0.165363456	0.18433
90.4	1.96E-04	0.186068356	0.190132863	0.177818202	0.380086719	13.54140251	3.748263883	0.391432479	0.184686022	0.225325292	0.198785934	0.350848174	0.288109374	0.185780219	0.176668418	0.165307925	0.18427
90.5	1.95E-04	0.185994044	0.190057871	0.177753523	0.379714029	13.50189578	3.737880321	0.391155395	0.184661786	0.225242943	0.198712547	0.350688839	0.287811741	0.185707084	0.176599708	0.165252476	0.18421
90.6	1.95E-04	0.185919868	0.189983015	0.177688949	0.379342709	13.462552	3.727540349	0.390879124	0.184637657	0.225160737	0.198639311	0.350529836	0.287515154	0.185634081	0.17653112	0.165197107	0.18415
90.7	1.95E-04	0.185845827	0.189908293	0.177624481	0.378972754	13.42337033	3.717243736	0.390603664	0.184613635	0.225078673	0.198566225	0.350371164	0.28721961	0.185561208	0.176462653	0.16514182	0.18409
90.8	1.95E-04	0.185771921	0.189833705	0.177560117	0.378604155	13.38434992	3.706990253	0.390329012	0.184589719	0.224996752	0.198493288	0.350212823	0.286925102	0.185488466	0.176394307	0.165086613	0.18403
90.9	1.95E-04	0.185698149	0.189759252	0.177495857	0.378236907	13.34548995	3.696779672	0.390055163	0.184565908	0.224914973	0.198420501	0.35005481	0.286631626	0.185415855	0.176326081	0.165031486	0.18398
91	1.95E-04	0.185624512	0.189684932	0.177431702	0.377871004	13.30678957	3.686611766	0.389782116	0.184542202	0.224833335	0.198347863	0.349897126	0.286339178	0.185343373	0.176257975	0.164976439	0.18392
91.1	1.95E-04	0.185551008	0.189610745	0.177367651	0.377506439	13.26824796	3.67648631	0.389509866	0.1845186	0.224751839	0.198275373	0.349739769	0.286047752	0.185271021	0.176189989	0.164921472	0.18386
91.2	1.95E-04	0.185477637	0.189536691	0.177303704	0.377143205	13.2298643	3.666403082	0.389238411	0.184495101	0.224670483	0.19820303	0.349582738	0.285757344	0.185198798	0.176122122	0.164866585	0.1838
91.3	1.95E-04	0.185404399	0.189462769	0.17723986	0.376781297	13.19163777	3.65636186	0.388967747	0.184471706	0.224589268	0.198130836	0.349426032	0.28546795	0.185126705	0.176054375	0.164811778	0.18374
91.4	1.95E-04	0.185331294	0.18938898	0.177176119	0.376420709	13.15356756	3.646362421	0.388697871	0.184448413	0.224508193	0.198058788	0.34926965	0.285179565	0.185054739	0.175986746	0.164757049	0.18369
91.5	1.95E-04	0.185258321	0.189315322	0.177112482	0.376061433	13.11565287	3.636404548	0.38842878	0.184425222	0.224427257	0.197986887	0.349113591	0.284892183	0.184982902	0.175919235	0.1647024	0.18363
91.6	1.95E-04	0.18518548	0.189241795	0.177048946	0.375703463	13.0778929	3.626488023	0.388160471	0.184402132	0.22434646	0.197915131	0.348957855	0.284605801	0.184911192	0.175851843	0.16464783	0.18357
91.7	1.95E-04	0.18511277	0.189168399	0.176985514	0.375346795	13.04028685	3.616612628	0.387892941	0.184379143	0.224265803	0.197843522	0.348802439	0.284320414	0.18483961	0.175784568	0.164593339	0.18351
91.8	1.94E-04	0.185040191	0.189095134	0.176922183	0.37499142	13.00283392	3.606778149	0.387626186	0.184356254	0.224185283	0.197772057	0.348647343	0.284036018	0.184768155	0.17571741	0.164538926	0.18346
91.9	1.94E-04	0.184967743	0.189021999	0.176858954	0.374637334	12.96553334	3.596984373	0.387360205	0.184333465	0.224104902	0.197700737	0.348492566	0.283752607	0.184696827	0.17565037	0.164484591	0.1834
92	1.94E-04	0.184895425	0.188948994	0.176795826	0.374284531	12.92838431	3.587231086	0.387094992	0.184310775	0.224024659	0.197629562	0.348338108	0.283470178	0.184625625	0.175583446	0.164430335	0.18334
92.1	1.94E-04	0.184823237	0.188876118	0.1767328	0.373933003	12.89138607	3.577518078	0.386830547	0.184288183	0.223944553	0.19755853	0.348183966	0.283188726	0.184554548	0.175516639	0.164376156	0.18328
92.2	1.94E-04	0.184751178	0.188803372	0.176669875	0.373582746	12.85453785	3.567845139	0.386566864	0.18426569	0.223864583	0.197487641	0.348030141	0.282908247	0.184483598	0.175449948	0.164322055	0.18323
92.3	1.94E-04	0.184679249	0.188730754	0.176607051	0.373233753	12.81783887	3.55821206	0.386303942	0.184243294	0.223784751	0.197416896	0.34787663	0.282628736	0.184412773	0.175383373	0.164268032	0.18317
92.4	1.94E-04	0.184607448	0.188658264	0.176544327	0.372886019	12.78128837	3.548618635	0.386041778	0.184220995	0.223705054	0.197346293	0.347723434	0.282350188	0.184342072	0.175316913	0.164214086	0.18311
92.5	1.94E-04	0.184535776	0.188585902	0.176481703	0.372539536	12.7448856	3.539064657	0.385780368	0.184198793	0.223625493	0.197275832	0.347570551	0.2820726	0.184271496	0.175250568	0.164160218	0.18305
92.6	1.94E-04	0.184464232	0.188513668	0.176419179	0.372194301	12.7086298	3.529549923	0.38551971	0.184176686	0.223546068	0.197205512	0.34741798	0.281795968	0.184201045	0.175184338	0.164106426	0.183
92.7	1.94E-04	0.184392816	0.188441562	0.176356755	0.371850306	12.67252023	3.520074228	0.3852598	0.184154675	0.223466778	0.197135334	0.34726572	0.281520286	0.184130717	0.175118222	0.164052711	0.18294
92.8	1.94E-04	0.184321527	0.188369582	0.17629443	0.371507547	12.63655614	3.510637371	0.385000635	0.184132759	0.223387622	0.197065296	0.347113771	0.28124555	0.184060513	0.175052221	0.163999073	0.18288
92.9	1.94E-04	0.184250365	0.188297729	0.176232204	0.371166016	12.60073679	3.501239152	0.384742214	0.184110938	0.223308601	0.196995399	0.346962131	0.280971757	0.183990432	0.174986333	0.163945511	0.18283
93	1.94E-04	0.184179329	0.188226001	0.176170077	0.37082571	12.56506145	3.49187937	0.384484532	0.18408921	0.223229713	0.196925641	0.346810799	0.280698902	0.183920473	0.174920559	0.163892025	0.18277
93.1	1.93E-04	0.18410842	0.1881544	0.176108049	0.370486621	12.52952938	3.482557828	0.384227587	0.184067576	0.223150959	0.196856023	0.346659775	0.280426981	0.183850637	0.174854898	0.163838616	0.18271
93.2	1.93E-04	0.184037637	0.188082924	0.176046119	0.370148744	12.49413987	3.473274328	0.383971375	0.184046034	0.223072339	0.196786544	0.346509057	0.280155989	0.183780924	0.17478935	0.163785282	0.18266
93.3	1.93E-04	0.183966979	0.188011574	0.175984287	0.369812074	12.45889219	3.464028675	0.383715895	0.184024585	0.222993851	0.196717203	0.346358645	0.279885923	0.183711332	0.174723915	0.163732024	0.1826
93.4	1.93E-04	0.183896446	0.187940348	0.175922553	0.369476605	12.42378563	3.454820674	0.383461144	0.184003228	0.222915496	0.196648001	0.346208537	0.279616779	0.183641861	0.174658592	0.163678841	0.18254
93.5	1.93E-04	0.183826039	0.187869247	0.175860917	0.369142331	12.38881946	3.445650132	0.383207117	0.183981962	0.222837273	0.196578936	0.346058733	0.279348551	0.183572512	0.17459338	0.163625734	0.18249
93.6	1.93E-04	0.183755755	0.187798269	0.175799378	0.368809247	12.35399299	3.436516856	0.382953814	0.183960788	0.222759182	0.196510009	0.345909232	0.279081237	0.183503283	0.174528281	0.163572701	0.18243
93.7	1.93E-04	0.183685596	0.187727416	0.175737936	0.368477348	12.31930551	3.427420657	0.382701229	0.183939703	0.222681222	0.196441219	0.345760032	0.278814832	0.183434175	0.174463293	0.163519744	0.18237
93.8	1.93E-04	0.183615561	0.187656686	0.175676591	0.368146627	12.28475632	3.418361343	0.382449362	0.183918709	0.222603393	0.196372565	0.345611134	0.278549332	0.183365187	0.174398415	0.163466861	0.18232
93.9	1.93E-04	0.183545649	0.187586079	0.175615343	0.36781708	12.25034473	3.409338727	0.382198209	0.183897804	0.222525695	0.196304047	0.345462535	0.278284733	0.183296319	0.174333649	0.163414053	0.18226
94	1.93E-04	0.183475861	0.187515595	0.17555419	0.367488702	12.21607004	3.400352621	0.381947768	0.183876988	0.222448127	0.196235664	0.345314236	0.278021031	0.18322757	0.174268993	0.16336132	0.1822
94.1	1.93E-04	0.183406195	0.187445233	0.175493134	0.367161486	12.18193157	3.391402838	0.381698035	0.183856261	0.222370689	0.196167417	0.345166234	0.277758221	0.18315894	0.174204447	0.16330866	0.18215
94.2	1.93E-04	0.183336651	0.187374993	0.175432174	0.366835427	12.14792863	3.382489194	0.381449008	0.183835622	0.222293381	0.196099305	0.34501853	0.277496301	0.183090429	0.174140011	0.163256075	0.18209
94.3	1.93E-04	0.18326723	0.187304875	0.175371309	0.36651052	12.11406055	3.373611505	0.381200684	0.18381507	0.222216202	0.196031327	0.344871123	0.277235267	0.183022037	0.174075685	0.163203563	0.18203
94.4	1.93E-04	0.18319793	0.187234878	0.175310539	0.366186761	12.08032665	3.364769587	0.380953061	0.183794606	0.222139152	0.195963483	0.344724011	0.276975113	0.182953762	0.174011468	0.163151125	0.18198
94.5	1.92E-04	0.183128752	0.187165002	0.175249865	0.365864142	12.04672626	3.355963259	0.380706135	0.183774228	0.222062231	0.195895773	0.344577193	0.276715836	0.182885606	0.173947359	0.163098761	0.18192
94.6	1.92E-04	0.183059695	0.187095247	0.175189285	0.365542661	12.01325872	3.347192341	0.380459905	0.183753936	0.221985438	0.195828196	0.344430669	0.276457433	0.182817566	0.17388336	0.16304647	0.18187
94.7	1.92E-04	0.182990758	0.187025613	0.1751288	0.36522231	11.97992336	3.338456652	0.380214366	0.18373373	0.221908773	0.195760752	0.344284438	0.2761999	0.182749644	0.173819468	0.162994251	0.18181
94.8	1.92E-04	0.182921942	0.186956098	0.17506841	0.364903085	11.94671952	3.329756014	0.379969518	0.18371361	0.221832236	0.19569344	0.344138499	0.275943232	0.182681839	0.173755685	0.162942106	0.18175
94.9	1.92E-04	0.182853246	0.186886703	0.175008113	0.364584981	11.91364655	3.321090251	0.379725356	0.183693574	0.221755825	0.19562626	0.343992851	0.275687427	0.182614151	0.17369201	0.162890034	0.1817
95	1.92E-04	0.18278467	0.186817428	0.17494791	0.364267993	11.8807038	3.312459185	0.379481879	0.183673623	0.221679542	0.195559212	0.343847493	0.275432479	0.182546578	0.173628442	0.162838034	0.18164
95.1	1.92E-04	0.182716213	0.186748271	0.174887801	0.363952116	11.84789063	3.303862642	0.379239084	0.183653755	0.221603385	0.195492295	0.343702424	0.275178386	0.182479122	0.173564981	0.162786107	0.18159
95.2	1.92E-04	0.182647875	0.186679233	0.174827786	0.363637344	11.81520638	3.295300448	0.378996968	0.183633971	0.221527354	0.195425509	0.343557643	0.274925143	0.182411781	0.173501627	0.162734252	0.18153
95.3	1.92E-04	0.182579656	0.186610314	0.174767863	0.363323673	11.78265043	3.286772428	0.378755528	0.183614271	0.22145145	0.195358853	0.343413151	0.274672748	0.182344555	0.173438379	0.162682469	0.18147
95.4	1.92E-04	0.182511556	0.186541513	0.174708033	0.363011097	11.75022213	3.278278412	0.378514763	0.183594653	0.221375671	0.195292328	0.343268945	0.274421195	0.182277444	0.173375238	0.162630758	0.18142
95.5	1.92E-04	0.182443573	0.18647283	0.174648296	0.362699612	11.71792086	3.269818229	0.378274669	0.183575117	0.221300017	0.195225932	0.343125024	0.274170482	0.182210448	0.173312203	0.162579118	0.18136
95.6	1.92E-04	0.182375708	0.186404264	0.174588651	0.362389213	11.68574598	3.261391708	0.378035243	0.183555663	0.221224487	0.195159665	0.342981389	0.273920605	0.182143566	0.173249274	0.16252755	0.18131
95.7	1.92E-04	0.182307961	0.186335815	0.174529099	0.362079894	11.65369687	3.252998681	0.377796484	0.18353629	0.221149083	0.195093527	0.342838038	0.27367156	0.182076798	0.17318645	0.162476054	0.18125
95.8	1.91E-04	0.182240331	0.186267483	0.174469638	0.361771651	11.62177292	3.244638979	0.377558389	0.183516998	0.221073803	0.195027518	0.34269497	0.273423343	0.182010144	0.173123731	0.162424628	0.1812
95.9	1.91E-04	0.182172817	0.186199267	0.174410269	0.36146448	11.58997351	3.236312437	0.377320955	0.183497787	0.220998646	0.194961636	0.342552185	0.273175952	0.181943603	0.173061117	0.162373274	0.18114
96	1.91E-04	0.18210542	0.186131168	0.174350992	0.361158374	11.55829802	3.228018887	0.37708418	0.183478656	0.220923613	0.194895883	0.342409681	0.272929381	0.181877175	0.172998608	0.162321991	0.18109
96.1	1.91E-04	0.18203814	0.186063184	0.174291806	0.360853331	11.52674584	3.219758166	0.376848061	0.183459604	0.220848704	0.194830257	0.342267458	0.272683629	0.18181086	0.172936203	0.162270778	0.18103
96.2	1.91E-04	0.181970975	0.185995316	0.174232711	0.360549343	11.49531638	3.211530109	0.376612595	0.183440632	0.220773917	0.194764757	0.342125514	0.272438691	0.181744657	0.172873902	0.162219636	0.18097
96.3	1.91E-04	0.181903925	0.185927563	0.174173706	0.360246408	11.46400902	3.203334553	0.376377781	0.183421739	0.220699253	0.194699385	0.34198385	0.272194563	0.181678567	0.172811705	0.162168564	0.18092
96.4	1.91E-04	0.181836991	0.185859925	0.174114792	0.35994452	11.43282317	3.195171338	0.376143616	0.183402924	0.220624711	0.194634138	0.341842464	0.271951243	0.181612588	0.172749611	0.162117562	0.18086
96.5	1.91E-04	0.181770172	0.185792402	0.174055969	0.359643674	11.40175824	3.1870403	0.375910097	0.183384187	0.220550291	0.194569018	0.341701356	0.271708726	0.181546721	0.172687621	0.162066631	0.18081
96.6	1.91E-04	0.181703467	0.185724993	0.173997235	0.359343866	11.37081362	3.178941282	0.375677221	0.183365527	0.220475992	0.194504023	0.341560524	0.271467009	0.181480965	0.172625733	0.162015769	0.18075
96.7	1.91E-04	0.181636877	0.185657698	0.173938592	0.359045091	11.33998875	3.170874123	0.375444988	0.183346945	0.220401815	0.194439153	0.341419968	0.27122609	0.18141532	0.172563949	0.161964977	0.1807
96.8	1.91E-04	0.1815704	0.185590517	0.173880038	0.358747345	11.30928302	3.162838667	0.375213393	0.18332844	0.220327759	0.194374407	0.341279687	0.270985963	0.181349786	0.172502266	0.161914255	0.18064
96.9	1.91E-04	0.181504037	0.185523449	0.173821573	0.358450622	11.27869587	3.154834754	0.374982435	0.183310011	0.220253824	0.194309787	0.34113968	0.270746626	0.181284362	0.172440686	0.161863601	0.18059
97	1.91E-04	0.181437788	0.185456494	0.173763197	0.358154919	11.2482267	3.14686223	0.374752111	0.183291659	0.220180008	0.19424529	0.340999947	0.270508076	0.181219048	0.172379207	0.161813018	0.18053
97.1	1.91E-04	0.181371651	0.185389652	0.173704911	0.357860231	11.21787496	3.13892094	0.374522419	0.183273381	0.220106313	0.194180917	0.340860486	0.270270309	0.181153844	0.17231783	0.161762503	0.18048
97.2	1.91E-04	0.181305628	0.185322922	0.173646713	0.357566554	11.18764006	3.131010728	0.374293357	0.18325518	0.220032738	0.194116667	0.340721297	0.270033322	0.181088749	0.172256555	0.161712057	0.18043
97.3	1.90E-04	0.181239716	0.185256304	0.173588604	0.357273882	11.15752144	3.123131443	0.374064921	0.183237053	0.219959282	0.19405254	0.340582378	0.269797111	0.181023764	0.17219538	0.161661679	0.18037
97.4	1.90E-04	0.181173917	0.185189799	0.173530583	0.356982211	11.12751854	3.11528293	0.37383711	0.183219	0.219885945	0.193988535	0.34044373	0.269561673	0.180958887	0.172134306	0.16161137	0.18032
97.5	1.90E-04	0.18110823	0.185123405	0.17347265	0.356691537	11.09763079	3.107465039	0.373609922	0.183201022	0.219812727	0.193924653	0.340305352	0.269327004	0.180894119	0.172073333	0.16156113	0.18026
