Energy	Zirconium	Tin	Calcium	Scandium	Titanium	Vanadium	Chromium	Manganese	Iron	Cobalt	Nickel	Copper	Zinc	Gallium	Germanium	Arsenic	Selenium	Bromine	Krypton	Rubidium	Strontium	Yttrium	Niobium	Molybdenum	Technetium	Ruthenium	Rhodium	Palladium	Silver	Cadmium	Indium	Antimony	Tellurium	Iodine	Xenon	Cesium	Barium	Lanthanum	Cerium	Praseodymium	Neodymium	Promethium	Samarium	Europium	Gadolinium	Terbium	Dysprosium	Holmium	Erbium	Thulium
29.3	173.122681528546	315.519179287503	6.80728320285217	14.6646343902286	24.5175201062286	34.9997829774288	51.807957435831	57.2802494783053	69.1204078267728	85.4505216342534	98.3603117280211	102.448835418033	91.8762211000123	80.4720824359849	78.5578831948982	31.5451005003954	81.8345618732806	58.2716965407573	0.0740926635476029	32.7462073281602	60.7137629261714	111.075333914445	243.490930832926	307.744522716965	366.517580999375	407.584335122966	439.547217737387	438.36308337434	409.394444154707	348.318303600248	306.80193584367	55.1058210949569	53.1744170831593	46.0639431118209	0.0558547736921117	19.2799132766282	37.0261016539293	69.5980326030963	80.5451998408176	85.8590020587928	92.9479838970631	91.4090092777666	109.438880956517	81.0894776721235	123.879188115819	136.552075084532	148.140792966871	154.470604086187	165.889851760219	185.536834215572
29.4	171.539595944292	312.880983804294	6.73872574381481	14.5270516773173	24.2833340309059	34.6700292273463	51.330781922474	56.7383652057468	68.4666770551484	84.6378833187326	97.4293013373747	101.485452792513	91.0101674465924	79.7167210063467	77.8211312702627	31.2496101099076	81.070416267175	57.731647873837	0.0734064851095744	32.442936368612	60.1532273155998	110.054454285817	241.274162418783	304.959561513466	363.220721789282	403.942195468135	435.648548639246	434.505193430808	405.818707483324	345.290983886642	304.165447582594	54.6168145623159	52.7066391100991	45.6680507382305	0.0553695485123582	19.110500367334	36.6919683429633	68.9789565302686	79.8289414840464	85.095874893496	92.117726155932	90.585494790116	108.45288738881	80.3572900323952	122.763502097955	135.322867390826	146.808372514999	153.082859717144	164.401016567887	183.874078392443
29.5	169.975971717445	310.270551322827	6.67104782723599	14.3912493452331	24.052166634523	34.3445460409883	50.8596574131499	56.2034597005456	67.8213676159857	83.8356343454363	96.5102479303587	100.534723289857	90.1551730227166	78.9709559450954	77.093726615809	30.9578614445268	80.3159082848312	57.1983634039848	0.0727288760791744	32.143442159216	59.5996359935548	109.046154017389	239.084335448697	302.208193269164	359.963231952911	400.343116877704	431.795424514751	430.691922620745	402.28401643868	342.298382994769	301.558576368296	54.1339407128238	52.2447405045759	45.2771576020969	0.0548904330308934	18.9432163473078	36.3620067479864	68.3676466165201	79.1216873657334	84.3423432231421	91.2978746168842	89.7722470464405	107.479181642233	79.6342916348069	121.661779933931	134.109024863657	145.492519163945	151.712279484533	162.930561800364	182.231787878506
29.6	168.431511243602	307.687550383095	6.60423525275053	14.2571984595851	23.82396901898	34.023264009316	50.3944870594485	55.6754201167036	67.1843433909125	83.0436078548995	95.6029589815563	99.5964402007865	89.311060858422	78.234634397242	76.3755206874705	30.669795219174	79.5708859181764	56.671737012093	0.0720597027638006	31.8476661594739	59.0528821430995	108.050240878513	236.921045932171	299.489919028161	356.744535432386	396.786478243152	427.98720010026	426.922647131533	398.789801751558	339.340017687668	298.980923399296	53.6571022985568	51.7886278849955	44.8911840207347	0.054417330090946	18.778027420116	36.0361509795108	67.7639797729557	78.4232945725814	83.5982547547338	90.4882645516154	88.9691042081665	106.517570119158	78.9203368813757	120.573801085843	132.910305138682	144.19297263824	150.358594795765	161.47820030095	180.609643701702
29.7	166.90592231621	305.131653548518	6.53827409598507	14.1248706512491	23.5986932386536	33.7061150784809	49.9351758828184	55.1541358004333	66.5554709032264	82.2616402074698	94.7072456838888	98.6704008407822	88.4776573776884	77.5076064262882	75.6663677679077	30.385353272239	78.8352000242746	56.1516645708338	0.0713988339590569	31.5555509070666	58.5128608938503	107.066526112979	234.78389699608	296.804248516939	353.564065980736	393.271668820402	424.223240619162	423.19675310407	395.335503150926	336.415412437432	296.432095915435	53.186203933665	51.3382096599504	44.5100518431749	0.0539501443996895	18.6149004367184	35.7143364048995	67.1678352646535	77.7336229268091	82.8634601096006	89.6887343769932	88.1759075160188	105.567862903038	78.2152829551452	119.499349212977	131.726470458013	142.909477593888	149.021542131984	160.043650329001	179.007332894506
29.8	165.39891801429	302.602537367362	6.47315070229296	13.9942381034839	23.3762922787469	33.3930325189733	49.4816307323336	54.6394982405099	65.9346192581637	81.4895709108921	93.8229228650428	97.7564064594063	87.6547923227765	76.7897249494556	74.9661249040549	30.1044785408956	78.1087042627779	55.6380439013216	0.0707461408952454	31.2670399950147	57.9794692813288	106.094824367219	232.672498742589	294.150699973872	350.421266975089	389.798088038236	420.502921595624	419.513636460755	391.920569210342	333.524099291195	293.911707101428	52.7211520526396	50.8933959880633	44.1336844157342	0.0534887824864158	18.4538028809616	35.3964996203055	66.5790946580095	77.0525349249344	82.1378127582107	88.8991255848491	87.3925012214853	104.629873676551	77.5189897581198	118.438212078512	130.557287567975	141.641783509177	147.700862935979	158.626635440459	177.42454836169
29.9	163.910216592772	300.099882333974	6.40885168065174	13.8652735393816	23.156720034201	33.0839508955719	49.033760243552	54.1314010199063	65.3216600847086	80.727242549751	92.9498089060359	96.8542621519483	86.842298680485	76.0808456745474	74.274651846233	29.8271150370316	77.3912550349253	55.1307747308434	0.0701014971851569	30.9820780493829	57.452606207261	105.134953620156	230.586468110182	291.528799982387	347.315591233698	386.365145310477	416.825628671759	415.872702736497	388.544457196997	330.66561773952	291.419375991869	52.2618548696504	50.4540987388604	43.7620065484686	0.0530331526617823	18.2947028554444	35.0825784233257	65.9976417694296	76.3798956781244	81.4211689566502	88.1192826735621	86.6187325200259	103.703419641816	76.83131985078	117.390181458591	129.402527619454	140.389644578247	146.396303502925	157.226884371406	175.86098875142
30	162.43954137537	297.623372849892	6.34536389771832	13.7379502096447	22.939931289152	32.7788060380726	48.5914747984337	53.6297397686726	64.7164674788962	79.9745007167161	92.0877256618596	95.9637767733121	86.0400126102689	75.3808270383998	73.5918109887839	29.5532078237756	76.6827114240426	54.6297586516283	0.0694647787731247	30.700610707512	56.9321724008011	104.186735114668	228.52542873775	288.9380833077	344.246500836709	382.97225985183	413.19075742814	412.273366912681	385.206632923354	327.839514587116	288.954727377684	51.8082223389229	50.0202314546464	43.3949444824879	0.052583164978102	18.1375690677444	34.7725117863535	65.4233626153311	75.7155728540664	80.7133876847206	87.3490530813814	85.8544514859757	102.788321442645	76.1521383931355	116.35505305369	128.261966070754	139.152819607337	145.107614873882	155.844130924524	174.316358329586
30.1	160.986620649937	295.172697184833	6.2826744720374	13.6122418806788	22.7258816969181	32.4775350127709	48.1546864862877	53.1344121180257	64.1189179485687	79.2311939455388	91.2364983841388	95.0847628540881	85.2477733741697	74.6895301468745	72.9174673121859	29.2827029926058	75.982935137505	54.1348990806267	0.0688358638853076	30.4225845967663	56.418070380654	103.249993290619	226.489010831633	286.378092737047	341.213466950599	379.618860497345	409.597713207623	408.71505325405	381.90657060135	325.04534382588	286.517391714012	51.3601661161247	49.591709313351	43.0324258581036	0.0521387311906452	17.9823708169952	34.4662398306053	64.8561453634125	75.0594366203154	80.0143305856082	86.588287121441	85.0995110090943	101.884403088742	75.4813130872713	115.332626402229	127.135382592909	137.931071913645	143.834552731957	154.478113858423	172.790366857276
30.2	159.551187566236	292.747547437608	6.22077076839856	13.4881228229912	22.5145277605006	32.1800760946792	47.7233090657187	52.6453176556133	63.5288903595409	78.4971736457515	90.3959556457535	94.2170365187457	84.4654232685044	74.0068187163521	72.2514883266073	29.0155476410234	75.2917904501209	53.646101220273	0.0682146329811701	30.1479473137822	55.9102044180766	102.324555719421	224.476851035579	283.848378923325	338.215969656198	376.304385525399	406.045910942396	405.197195148464	378.643752699113	322.2826665102	284.107005029504	50.9175995207332	49.1684490923203	42.6743796837886	0.0516997647199258	17.8290779808042	34.1637038008066	64.2958802851603	74.4113595890786	79.3238619070818	85.8368379184153	84.3537667327149	100.991491881828	74.8187141213443	114.322704796347	126.022560977367	136.724169226725	142.576877301069	153.128576779713	171.282729471309
30.3	158.132980036063	290.347619496969	6.15964039233792	13.3655677998891	22.3058268135844	31.8863687404558	47.2972579275432	52.162357881918	62.9462658831359	77.7722940390187	89.5659292673624	93.3604174058876	83.6928075572649	73.3325590166839	71.5937440168583	28.7516898507754	74.6091441488994	53.1632720202035	0.0676009687061265	29.8766474042052	55.4084805007334	101.410253040092	222.488592303535	281.348500232069	335.253497780236	373.028282484152	402.53477498422	401.719234949482	375.417669800165	319.551050634502	281.72320883701	50.4804374993557	48.7503691330243	42.3207363059235	0.0512661806149416	17.6776610025013	33.8648460405147	63.7424597095531	73.7712167633926	78.641848444174	85.0945613467707	83.6170769934473	100.109418343606	74.1642141149894	113.325095199796	124.923289045986	135.531883592337	141.334353247235	151.795268037774	169.793166567729
30.4	156.731740635668	287.972613002436	6.09927118478	13.2445520564654	22.099737002024	31.596353562026	46.8764500586498	51.6854361677705	62.3709279450516	77.0564120970959	88.7462542457804	92.5147285905082	82.9297744071797	72.6666198155593	70.9441067887041	28.4910786666122	73.9348654791627	52.6863201399054	0.0669947558453194	29.6086343429029	54.912806297385	100.506918896765	220.523883775204	278.878022591695	332.325548730318	369.790008021397	399.063738937803	398.280623821724	372.227820465067	316.850071012984	279.36565004566	50.048596589975	48.3373893066568	41.971427379309	0.0508378955173448	17.5280908787093	33.5696099680625	63.1957779779321	73.1388854846565	77.9681594833039	84.3613159705681	82.8893027623903	99.2380161455371	73.5176880660963	112.339608167877	123.837358563273	134.353991278698	140.10674958231	150.477940622134	168.321403688196
30.5	155.347216510413	285.622231305096	6.03965121681596	13.1250513088672	21.8962172658001	31.3099723008749	46.4608040067738	51.2144577129386	61.8027621755199	76.3493874813476	87.936768684152	91.6797965081995	82.1761748243915	72.0088723242538	70.3024514165001	28.2336640755648	73.2688260919678	52.2151559122697	0.0663958812785019	29.343858514641	54.4230911233907	99.6143898776204	218.582380654313	276.436519346924	329.431628333279	366.589027717745	395.632245497237	394.880821588974	369.073711095474	314.179309161513	277.033980874312	272.044833078446	47.9294309806002	41.6263858384209	0.050414827626512	17.3803391472268	33.2779400531048	62.6557314000035	72.5142453814808	77.3026667478019	83.6369629847713	82.170307587813	98.3771220403646	72.8790132989156	111.366057769378	122.764565150808	133.190272685058	138.893839570116	149.176352062385	166.867171409179
30.6	153.979159281609	283.296181428435	5.9807687846141	13.0070417338359	21.6952273214346	31.0271678029928	46.0502398461617	50.7493295057627	61.2416563607229	75.6510824837837	87.1373137238739	90.8554508812506	81.4318625927052	71.3591901447146	69.6686549921133	27.9793969867282	72.6108999928016	51.7496913080254	0.0658042339359936	29.0822711952113	53.9392459070009	98.7325054552021	216.663744089518	274.023571115327	326.571250676822	363.424815923067	392.239746285465	391.519296584973	365.954855800553	311.538353181655	274.727858766344	269.825790446245	47.5264169857316	41.2855458693875	0.0499968966654922	17.2343778752141	32.9897817937505	62.1222182109412	71.8971783198161	76.6452443447955	82.9213661580203	81.4599575392609	97.5265757953406	72.2480694134604	110.404261510445	121.704708203786	132.040512252536	137.695400634877	147.890264330565	165.430205233877
30.7	152.62732495548	280.994174029186	5.92261240445908	12.8904999585134	21.49672764485	30.7478839944558	45.644679144101	50.289960283807	60.6875003954291	74.9613619695691	86.3477334782169	90.0415246465876	80.6966942133643	70.7174492179502	69.0425968750948	27.7282292115358	71.9609634915159	51.2898399010307	0.0652197047556836	28.8238245329993	53.461183156424	97.8611079280812	214.767641057891	271.63876564691	323.743937954396	360.296855596143	388.885701696706	388.195525506858	362.870776265739	308.926797646773	272.446946305793	267.630181026252	47.128271584547	40.9488428826695	0.0495840238478057	17.090179647675	32.7050816942643	61.5951385295584	71.2875683543247	75.9957687134188	82.2143917768273	80.7581211530502	96.6862201271083	71.6247382361644	109.454040260341	120.657590809624	130.90449837716	136.511214271926	146.619443745948	164.010245486796
30.8	151.291473834207	278.715923358236	5.86517080791606	12.7754030505054	21.3006794546604	30.4720658576208	45.2440449282882	49.8362604954992	60.1401862368158	74.2800933209663	85.5678749675984	89.2378538855036	79.9705288463114	70.0835277736872	68.4241586440696	27.4801134445133	71.3188951534677	50.8355168343972	0.0646421866410513	28.5684715309805	52.9888169276437	97.0000423638397	212.89374425093	269.281697686678	320.949220313223	357.204638147442	385.569580741801	384.908993271213	359.82100162378	306.344243490199	270.190911134806	265.457712294715	46.7349204400789	40.6162134864208	0.0491761318450704	16.9477175562245	32.423787243321	61.0743943175195	70.6853016809614	75.3541185743076	81.5159085911568	80.0646693791086	95.8559006381919	71.0089037717628	108.515218179029	119.623019668572	129.782023325037	135.341065960588	145.363660882155	162.607037210899
30.9	149.971370428982	276.461147221613	5.80843293711618	12.6617285081952	21.107044695883	30.1996594079212	44.8482616550139	49.388142262729	59.5996078594461	73.6071463826704	84.7975880564611	88.4442777551284	79.2532282528942	69.4573062812585	67.8132240493096	27.2350032444976	70.6845757518338	50.3866387874265	0.0640715744201794	28.3161660291345	52.5220627929719	96.1491565433379	211.041731963032	266.95196884011	318.18663570542	354.14766328499	382.290860896411	381.65919287268	356.805068328045	303.790297895405	267.9594258724	263.308095743142	46.3462905855878	40.2875954605132	0.0487731447554331	16.8069651881356	32.1458468927985	60.5598893395617	70.0902665907283	74.7201748803467	80.82578776135	79.3794755291271	95.0354657550514	70.4004521563612	107.58762264655	118.600805016272	128.672883149609	134.184745079203	144.122690476544	161.220330067277
31	148.666783375044	274.229566941546	5.75238794016021	12.5494542513008	20.9157860240575	29.9306116712427	44.4572551781413	48.94551934438	59.0656612113646	72.9423934084991	84.0367253917123	87.6606384215911	78.5446567399739	68.8386674016912	67.2096789664577	26.9928530163095	70.0578882210671	49.9431239433365	0.0635077648057329	28.0668626872654	52.0608378103161	95.3083009062335	209.211287982363	264.649187441474	315.455729742145	351.125438863229	379.049027952037	378.44562524508	353.822520028048	301.264574188169	265.752168034508	261.181046822943	45.9623103950024	39.9629277312052	0.0483749880727824	16.6678966156575	31.8712100370934	60.0515291246987	69.5023534245722	74.0938207686304	80.1439028063568	78.7024152259858	94.2247666676578	69.7992716116605	106.671084194116	117.590760548217	127.576877610928	133.042044822217	142.896311341803	159.849878237248
31.1	147.377485348632	272.02090731765	5.69702516663668	12.4385586116684	20.7268667897616	29.6648706618653	44.0709527188544	48.5083071007683	58.5382441712842	72.2857090093977	83.2851423426809	86.8867809948277	77.8446811054019	68.2274959409592	66.6134113513731	26.7536179928665	69.438717611466	49.5048919577568	0.0629506563558777	27.8205169682198	51.605060493145	94.4773284977245	207.402101484085	262.372968424922	312.756055550711	348.137480734854	375.843575869791	375.26779912503	350.872907447161	298.766691730679	263.568819955295	259.076284890688	45.5829095540913	39.6421503464372	0.0479815886567212	16.5304863855958	31.5998269929448	59.5492209283798	68.9214545293918	73.4749415136072	79.4701295532397	78.033366354418	93.4236572705464	69.2052524003045	105.765436436899	116.592703346048	126.493810096899	131.912762119293	141.684306279686	158.495440326838
31.2	146.103252985814	269.83489658822	5.64233416325158	12.3290203242953	20.5402510235122	29.4023853609548	43.6892828361567	48.0764224589622	58.0172565068312	71.6369701027252	82.5426969425505	86.1225534649894	77.153170584824	67.6236788043708	66.0243111960661	26.5172542177255	68.8269510448241	49.071863927972	0.0624001494361168	27.5770851214903	51.1546507811343	93.6560949164828	205.61386692588	260.122933198307	310.087173634588	345.18331260553	372.674006636874	372.125230917979	347.95578826248	296.296275817557	261.409068709735	256.993533153994	45.2080190323426	39.3252044517355	0.0475928747032794	16.3947095091504	31.3316489797531	59.052873695577	68.3474642151249	72.8634244813721	78.8043460879127	77.37220901288	92.6319941053093	68.6182867823208	104.870516008451	115.606453805648	125.423487546431	130.796697556379	140.486461996846	157.156779273563
31.3	144.843866803142	267.67126639167	5.5883046695664	12.2208185185764	20.3559034210409	29.1431056955887	43.3121753980978	47.6497838789594	57.5025998338206	70.9960558627837	81.8092498312269	85.3678066404073	76.4699967997763	67.0271049520592	65.4422704856933	26.2837185280423	68.2224776711356	48.6439623628943	0.0618561461820173	27.3365241671962	50.7095300114757	92.8444582637516	203.846283945704	257.898709519649	307.448651736253	342.262465891449	369.539830125727	369.017444566646	345.070726986796	293.852957573761	259.272606037421	254.932518618015	44.8375710555347	39.0120322667085	0.0472087757163444	16.2605414520016	31.0666281003789	58.5623980247753	67.7802787128858	72.2591590850772	78.1464327070842	76.7188254665914	91.8496363044857	68.0382689726237	103.986162496725	114.63183556698	124.365720374455	129.693655298687	139.30256902269	155.833662255468
31.4	143.599111120095	265.529751728124	5.53492661384144	12.1139327097678	20.1737893289342	28.8869825183005	42.939561553708	47.2283113206968	56.9941775765322	70.3628476725593	81.0846641996023	84.6223940870723	75.7950337070403	66.4376653555471	64.8671831565854	26.0529685379383	67.625188626325	48.2211111537452	0.0613185504628074	27.0987918804309	50.2696208908333	92.0422790935773	202.099057261747	255.699931376202	304.840064702812	339.37447957967	366.440563955777	365.943971421815	342.217294852657	291.436373854334	257.159128267599	252.892972032565	44.4714990789768	38.7025770621189	0.0468292224797899	16.127958124638	30.8047173224095	58.077706132841	67.2197961341224	71.6620367414292	77.4962718713672	76.0731001017157	91.0764455368126	67.4650950995501	103.112218381636	113.668675445623	123.320322398746	128.603443015523	138.132421629212	154.52586060234
31.5	142.368773983255	263.41009092117	5.48219010898154	12.0083427906613	19.9938747306274	28.63396758713	42.5713737056224	46.8119262118707	56.4918949289613	69.7372290766396	80.3688057351762	83.8861720695869	75.1281575492196	65.8552529553546	64.2989450552788	25.8249626222623	67.0349769909758	47.8032355454284	0.0607872678458194	26.8638467759679	49.83484746793	91.2494203641481	200.371896574517	253.526238866058	302.260994354338	336.518900091183	363.375733357763	362.904350115436	339.395069698463	289.046167145973	255.068336245411	250.874627839853	44.1097377614025	38.3967831375154	0.0464541470302855	15.9969358729207	30.5458704598805	57.5987118207435	66.6659164307674	71.0719508282432	76.8537481595283	75.4349193806493	90.3122859537993	66.8986631644014	102.248528974135	112.716803365951	122.287110768509	127.525871806926	136.975817752754	153.233149709051
31.6	141.152647092185	261.312025579798	5.4300854485814	11.9040290234636	19.8161262327422	28.3840135461637	42.2075454833731	46.4005514165446	55.9956588170153	69.1190857352754	79.6615425689974	83.1589994935508	74.4692468065072	65.2797626196253	63.7374538985256	25.5996599007381	66.4517377500323	47.3902621085748	0.0602622055617577	26.6316480933147	49.4051351067508	90.4657473902128	198.664516471025	251.37727808223	299.711029354878	333.695281146639	360.344871040568	359.898126436004	336.603635856586	286.681985470369	252.999935259327	248.877224122841	43.7522229394969	38.094595799409	0.0460834826307659	15.8674514688762	30.2900421554392	57.1253304401084	66.1185413563549	70.4887966430259	76.2187482238416	74.8041717983885	89.5570241375883	66.3388730019625	101.394942356749	111.776052295931	121.265905894676	126.460756132062	135.83255891763	151.955308950975
31.7	139.950525726954	259.23530056052	5.37860310306766	11.8009720318758	19.6405110517605	28.1370739065528	41.848011717334	45.9941112045235	55.5053778616318	68.5083053795576	78.9627452238905	82.440737849341	73.8181821496121	64.7110911037403	63.1826092342546	25.3770202224862	65.8753677534473	46.9821187122431	0.0597432724707706	26.4021557821071	48.9804104603445	89.6911277965533	196.976636331008	249.25270099916	297.189765086052	330.903183634706	357.347517060524	356.924853206176	333.842584043453	284.343482289312	250.953634969746	246.900502554217	43.3988916030419	37.7959613399791	0.0457171637445441	15.7394821017116	30.0371878629389	56.6574788605777	65.5775744280762	69.9124713625577	75.5911607465199	74.1807478399456	88.81052905007	65.7856262419721	100.551309325546	110.846258183469	120.256531381874	125.407913739326	134.702450161575	150.692121601414
